,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230322001015,Y,00122825,인스코비,남,공통사업부,-,-,-,15,-,-,-,15,2.9,"1,360,003,000","61,818,000",-
1,20230322001015,Y,00122825,인스코비,여,MVNO사업부,-,-,-,0,-,-,-,0,-,"61,623,000","20,541,000",-
2,20230322001015,Y,00122825,인스코비,여,공통사업부,-,-,-,4,-,-,-,4,3.1,"163,958,000","27,326,000",-
3,20230322001015,Y,00122825,인스코비,남,스마트그리드부,-,-,-,17,-,-,-,17,3.4,"1,192,995,000","56,809,000",-
4,20230322001015,Y,00122825,인스코비,여,스마트그리드부,-,-,-,1,-,-,-,1,0.2,"11,427,000","5,713,000",-
5,20230322001015,Y,00122825,인스코비,남,시계사업부,-,-,-,1,-,-,-,1,8.1,"161,934,000","53,978,000",-
6,20230322001015,Y,00122825,인스코비,여,시계사업부,-,-,-,0,-,-,-,0,-,"47,213,000","15,738,000",-
7,20230322001015,Y,00122825,인스코비,남,유통사업부,-,-,-,8,-,-,-,8,4.6,"558,488,000","69,811,000",-
8,20230322001015,Y,00122825,인스코비,여,유통사업부,-,-,-,6,-,-,-,6,1.0,"324,287,000","27,024,000",-
9,20230322001015,Y,00122825,인스코비,남,MVNO사업부,-,-,-,1,-,-,-,1,9.0,"219,034,000","24,337,000",-
