,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230323001138,Y,00138297,STX,남,사무직,-,-,-,56,-,3,-,59,4.4,"4,554,000,000","77,000,000",-
1,20230323001138,Y,00138297,STX,여,사무직,-,-,-,20,-,-,-,20,4.1,"1,081,000,000","54,000,000",-
