,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220311000911,Y,00148896,OCI홀딩스,남,본사,-,-,-,180,-,6,-,186,-,-,-,-
1,20220311000911,Y,00148896,OCI홀딩스,남,중앙연구소,-,-,-,72,2,4,-,78,-,-,-,-
2,20220311000911,Y,00148896,OCI홀딩스,여,중앙연구소,-,-,-,15,-,-,-,15,-,-,-,-
3,20220311000911,Y,00148896,OCI홀딩스,남,포항공장,-,-,-,245,-,32,-,277,-,-,-,-
4,20220311000911,Y,00148896,OCI홀딩스,여,포항공장,-,-,-,5,-,2,-,7,-,-,-,-
5,20220311000911,Y,00148896,OCI홀딩스,남,중부사업장,-,-,-,4,-,-,-,4,-,-,-,-
6,20220311000911,Y,00148896,OCI홀딩스,여,중부사업장,-,-,-,2,-,-,-,2,-,-,-,-
7,20220311000911,Y,00148896,OCI홀딩스,남,소 계,-,-,-,"1,398",2,61,-,"1,461",15.6 ,"132,945,000,000","90,000,000",-
8,20220311000911,Y,00148896,OCI홀딩스,여,소 계,-,-,-,97,-,6,-,103,7.3 ,"6,171,000,000","60,000,000",-
9,20220311000911,Y,00148896,OCI홀딩스,여,본사,-,-,-,64,-,2,-,66,-,-,-,-
10,20220311000911,Y,00148896,OCI홀딩스,남,광양공장,-,-,-,231,-,9,-,240,-,-,-,-
11,20220311000911,Y,00148896,OCI홀딩스,여,광양공장,-,-,-,4,-,-,-,4,-,-,-,-
12,20220311000911,Y,00148896,OCI홀딩스,남,군산공장,-,-,-,548,-,5,-,553,-,-,-,-
13,20220311000911,Y,00148896,OCI홀딩스,여,군산공장,-,-,-,4,-,2,-,6,-,-,-,-
14,20220311000911,Y,00148896,OCI홀딩스,남,익산공장,-,-,-,102,-,2,-,104,-,-,-,-
15,20220311000911,Y,00148896,OCI홀딩스,여,익산공장,-,-,-,3,-,-,-,3,-,-,-,-
16,20220311000911,Y,00148896,OCI홀딩스,남,익산단열재공장,-,-,-,16,-,3,-,19,-,-,-,-
