,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220310000784,Y,00104856,삼성증권,남,위탁매매,-,-,-,429,-,-,-,429,16.1,"100,604,000,000","234,000,000",-
1,20220310000784,Y,00104856,삼성증권,여,기타,-,-,-,555,54,67,33,622,9.4,"69,312,000,000","111,000,000",-
2,20220310000784,Y,00104856,삼성증권,여,위탁매매,-,-,-,390,4,-,-,390,13.1,"62,527,000,000","160,000,000",-
3,20220310000784,Y,00104856,삼성증권,남,기업금융,-,-,-,103,-,56,-,159,4.1,"28,405,000,000","178,000,000",-
4,20220310000784,Y,00104856,삼성증권,여,기업금융,-,-,-,32,-,8,-,40,4.0,"4,487,000,000","112,000,000",-
5,20220310000784,Y,00104856,삼성증권,남,자기매매,-,-,-,55,-,22,-,77,4.9,"15,677,000,000","203,000,000",-
6,20220310000784,Y,00104856,삼성증권,여,자기매매,-,-,-,13,-,5,-,18,4.5,"2,231,000,000","123,000,000",-
7,20220310000784,Y,00104856,삼성증권,남,기업영업,-,-,-,59,-,11,-,70,8.5,"13,112,000,000","187,000,000",-
8,20220310000784,Y,00104856,삼성증권,여,기업영업,-,-,-,44,-,5,-,49,8.2,"5,582,000,000","113,000,000",-
9,20220310000784,Y,00104856,삼성증권,남,기타,-,-,-,701,-,21,3,722,12.2,"129,990,000,000","180,000,000",-
