회사명,corp_code,stock_code,연도,ESG,자산총계,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름,자산총계(t-1),매출액(t-1)
코오롱플라스틱,00241005,138490,2022,B,387043503761.0,131310107999.0,46041896346.0,45082747593.0,5028860603.0,20.2,25.3,20.0,66.71,372.0,7.0,425823983739.8374,518075861606.0,31981994155.0,369094511038.0,405272224855.0
한국타이어앤테크놀로지,00937324,161390,2022,B+,12581364159005.0,3705654911026.0,705818089039.0,858353826334.0,254483011433.0,14.1,14.5,57.14285714285714,43.24,315.0,409.0,4358413377895.325,8394203036511.0,504570700349.0,11694296588021.0,7141136827775.0
한국콜마,00939331,161890,2022,B+,2933309479342.0,1463836379752.0,73280441382.0,16973794860.0,1301807413803.0,,26.5,5.0,30.22,1003.0,0.0,912852117134.1464,1865731523035.0,90811567586.0,2606037352397.0,1586332710248.0
동일고무벨트,00939687,163560,2022,B,381228401577.0,163224624863.0,8078839374.0,7810959621.0,1047472273.0,21.4,18.34,37.5,69.78,550.0,24.0,98005735772.35773,390439849813.0,-19779919582.0,313829241625.0,277512533269.0
엔에이치엔,00983271,181710,2022,A,3025182021029.0,1032762862400.0,39053530657.0,1521608996.0,413101086909.0,,,50.0,47.58,857.0,17.0,1067205732646.5448,2114869816089.0,25879607329.0,3027171506519.0,1923677420336.0
아세아시멘트,00990165,183190,2022,C,2040009732425.0,1061327445519.0,117970811813.0,82912383689.0,478545216017.0,13.79,9.26,10.526315789473683,61.23,487.0,6.0,472715246932.9268,1040145906143.0,86523855767.0,2037322290483.0,892569417094.0
경보제약,00101664,214390,2022,B+,240544942124.0,96840886918.0,1392651796.0,-614836349.0,37913714177.0,195.6,-15.9,6.666666666666667,60.54,484.0,7.0,181574059435.36584,196265000000.0,10126730844.0,236979153344.0,170660000000.0
잇츠한불,00911955,226320,2022,C,486153355769.0,30243344892.0,4808880833.0,10436282612.0,76778066709.0,,,18.75,61.59,145.0,2.0,400062911881.09753,130714132788.0,7091108325.0,494667177708.0,140177794033.0
현대코퍼레이션홀딩스,01108099,227840,2022,B,296127566149.0,71951244118.0,14277070571.0,34875099786.0,21373440415.0,13.23,36.9,30.0,27.95,69.0,5.0,101960809178.04878,164345780796.0,6836384629.0,250984790560.0,130441768412.0
두산밥캣,01032486,241560,2022,B+,9248386178000.0,4223998511000.0,1071606774000.0,886277487000.0,37913714177.0,21.0,31.1,21.428571428571427,51.06,121.0,7.0,3573006606489.8374,8621911872000.0,704002169000.0,8580899465000.0,5816199969000.0
화승엔터프라이즈,01128613,241590,2022,B+,1475831730945.0,884648845256.0,52800968970.0,6493936191.0,42028133562.0,,,42.85714285714285,71.97,5.0,0.0,799229868037.2764,1654029582447.0,96849045911.0,1330258310544.0,1138575157941.0
넷마블,00904672,251270,2022,B,8935573715860.0,3313765261202.0,-108688598689.0,-941473679190.0,3596135592764.0,,18.0,42.85714285714285,24.19,805.0,34.0,6598136723954.878,2673408275832.0,-408393774419.0,10663783073696.0,2506906374110.0
진에어,00653024,272450,2022,B+,771895322061.0,662850263536.0,-67279707925.0,-90190923390.0,37913714177.0,,,27.27272727272727,0.00,1641.0,114.0,842393414634.1464,593428000000.0,175586446745.0,601593801532.0,247191000000.0
삼양패키징,01060814,272550,2022,B,642561000000.0,281487000000.0,23696000000.0,20350000000.0,37913714177.0,97.9,46.9,11.11111111111111,66.00,495.0,6.0,313067524628.6585,407353000000.0,30941000000.0,612487000000.0,391946000000.0
한일시멘트,01319808,300720,2022,C,2460836871897.0,885820287173.0,117984446512.0,116031468481.0,481975101655.0,50.98,45.79,10.0,73.32,627.0,13.0,1111126847695.122,1487574712514.0,-923101943.0,2370327907448.0,1271853626333.0
세아제강,01325979,306200,2022,B+,1465129428987.0,636127562772.0,215165657893.0,211145517673.0,37913714177.0,,,10.526315789473683,62.86,636.0,37.0,406640100406.5041,1801835000000.0,216043376288.0,1228191226404.0,1497361000000.0
동진쎄미켐,00118804,005290,2022,C,1374303530098.0,673516166268.0,216308703354.0,210963962073.0,8420168558.0,4.2,5.5,1.96078431372549,38.62,157.0,28.0,1806247604762.195,1457214808307.0,190056242655.0,1186189143728.0,1161284077161.0
NICE평가정보,00158325,030190,2022,B,481091462120.0,139446697557.0,71616495095.0,74705266693.0,32790473203.0,42.0,36.1,12.0,42.99,513.0,283.0,957332030719.5122,479868591387.0,71786780205.0,434270029814.0,484797305616.0
주성엔지니어링,00252135,036930,2022,C,833063199031.0,348454879955.0,123884000542.0,135068830067.0,6222934885.0,8.71,5.14,20.0,28.95,521.0,6.0,860503121169.1057,437938720318.0,100995569624.0,711899410354.0,377294631076.0
지니뮤직,00223762,043610,2022,C,340102689990.0,158930776532.0,13820761140.0,19263831293.0,37913714177.0,,,23.07692307692308,35.97,215.0,18.0,262276625385.3252,286106152010.0,29321893314.0,307060996340.0,252006950035.0
서울반도체,00130763,046890,2022,B,1289871955246.0,514302591299.0,-33437894990.0,-30777676427.0,29177836580.0,,52.2,60.0,31.00,630.0,18.0,708965222341.4634,1109427463605.0,155677766845.0,1513054662536.0,1301040816362.0
안랩,00298270,053800,2022,B+,345012452317.0,85667243409.0,26987237453.0,16542117754.0,7655970084.0,67.4,22.7,21.428571428571427,-,265.0,12.0,856673083231.7073,227975280500.0,33519259545.0,338208336825.0,207272160249.0
에스에프에이,00358271,056190,2022,C,1925346831568.0,512535734431.0,160920342192.0,152244089619.0,60665652907.0,38.7,35.7,14.285714285714285,43.88,622.0,63.0,1403317260211.382,1684366385602.0,175210233107.0,1904444384241.0,1564937169822.0
엘앤에프,00398701,066970,2022,C,3023932974764.0,1738602594287.0,266321029961.0,340535961422.0,7631126716.0,6.16,,15.0,24.71,109.0,0.0,7669365767760.976,3887293713353.0,-864287525947.0,1532199428137.0,970760874482.0
아이티엠반도체,00579980,084850,2022,B,654754161946.0,456973303715.0,-16157288816.0,-18875585054.0,5303728170.0,,71.3,28.57142857142857,69.16,361.0,3.0,759073182960.1626,633477432853.0,21207525139.0,606834144987.0,512507433346.0
에코프로,00536541,086520,2022,C,5345782603044.0,2824001949335.0,613226487106.0,306616814981.0,420544601690.0,34.68,4.25,21.428571428571427,27.68,130.0,4.0,2487315844065.448,5639741327318.0,-518555082789.0,3400444973404.0,1504191410850.0
나스미디어,00486097,089600,2022,B+,518025081441.0,275583655118.0,33052555800.0,36030646306.0,40054360674.0,26.9,28.6,42.85714285714285,59.79,432.0,6.0,285297225737.3984,152393542122.0,22015100078.0,490393910229.0,124160713120.0
비에이치,00447609,090460,2022,C,1007315366070.0,429340136571.0,131267542314.0,164456373822.0,124362514960.0,,9.6,7.142857142857142,21.66,1268.0,226.0,869864395271.7479,1681053919767.0,197377693683.0,793400422424.0,1036962656916.0
셀트리온헬스케어,00554024,091990,2022,B,4454598566766.0,2392807160111.0,228887112078.0,229572580126.0,12592305519.0,13.7,26.12,37.5,38.06,144.0,3.0,10420124260865.447,1972188076381.0,202118630217.0,3914694233589.0,1804486220109.0
고영,00579999,098460,2022,B,391686493023.0,86511583085.0,44258682098.0,50419495591.0,9354901502.0,23.9,20.5,8.695652173913043,20.50,450.0,19.0,1085456794143.2928,275359587202.0,29302033637.0,368329267167.0,247301342081.0
LX세미콘,00525934,108320,2022,A,1289618542133.0,339257893379.0,310623962750.0,303970572150.0,63798898823.0,31.3,29.6,11.11111111111111,33.11,287.0,44.0,1770435170040.6504,2119345363613.0,-81731299021.0,1172530981920.0,1898845716028.0
하림,00857727,136480,2022,B,909832722503.0,608732162785.0,46819347142.0,3763249792.0,1578242565.0,42.46,23.87,18.75,58.91,2325.0,0.0,317977168398.29266,1342909403482.0,61746506010.0,842602796180.0,1118053875000.0
케어젠,00549891,214370,2022,C,234070032770.0,18092034704.0,33625928175.0,34457008420.0,3916315571.0,97.4,89.6,21.428571428571427,63.96,159.0,14.0,1112153790243.9023,69097674884.0,-27680623280.0,226759967922.0,59087882662.0
원익IPS,01135941,240810,2022,B,1121670538661.0,251943234499.0,97554876588.0,117338639677.0,34128765684.0,10.7,10.0,37.5,33.05,170.0,36.0,1600574134316.2605,1011484981702.0,28026783322.0,1167585591415.0,1232302198954.0
매일유업,01234507,267980,2022,A,974748292974.0,477924807928.0,60688076526.0,24438337913.0,12184951655.0,59.97,11.95,50.0,56.22,996.0,83.0,472292227134.1464,1685644029927.0,-2900564836.0,981699184474.0,1551869546714.0
동화약품,00119195,000020,2022,C,461136459052.0,82463208091.0,29915077882.0,23085548187.0,15702477414.0,24.44,27.88,14.285714285714285,33.66,757.0,19.0,307069043604.87805,340426327300.0,29220766689.0,447804486939.0,293018112028.0
유유제약,00144818,000220,2022,C,195205072788.0,71831031376.0,-592113629.0,-3810376632.0,3717312468.0,,,18.75,33.1,349.0,15.0,118343520743.5366,138881056346.0,-6229000581.0,192985287597.0,115655484997.0
대원강업,00111847,000430,2022,C,1010418825338.0,412406943010.0,22056715849.0,11612336520.0,6673121076.0,32.88,,29.166666666666668,35.28,702.0,12.0,198204674796.748,1024450498787.0,56182941889.0,983029517334.0,862222796887.0
조선내화,00148984,000480,2022,D,1620442052683.0,793378121821.0,22597868685.0,53761394435.0,22016426208.0,35.19,57.46,11.76470588235294,60.38,469.0,70.0,315730081300.813,798039613255.0,9061843008.0,1349335977271.0,746291404630.0
삼일제약,00128032,000520,2022,D,356700496639.0,230880901101.0,4016581828.0,1058097387.0,3136476738.0,,-45.2,23.07692307692308,37.54,505.0,13.0,110910961932.88618,179676108240.0,4153916607.0,226404983052.0,134246777887.0
CS홀딩스,00149026,000590,2022,C,364121570785.0,33693421213.0,15632045335.0,22814991200.0,25534165054.0,3.9,3.9,60.0,73.35,5.0,0.0,73490288126.01627,175266452048.0,17143929892.0,353716995747.0,159017955309.0
천일고속,00151395,000650,2022,D,54845658330.0,28229905515.0,-7411183633.0,-5937544466.0,37913714177.0,,-628.1,11.11111111111111,85.74,296.0,11.0,90907687739.8374,37703179407.0,-1529633671.0,62706049934.0,29342954504.0
화천기공,00166519,000850,2022,D,474032615936.0,128766812502.0,8182884639.0,44905273596.0,2329876226.0,14.67,23.62,22.22222222222222,48.78,303.0,19.0,72588821138.21138,244093710786.0,30985576291.0,425436857316.0,203972289491.0
강남제비스코,00100939,000860,2022,C,957791314832.0,278945532072.0,4405118561.0,-19952330091.0,29573697442.0,52.53,7.2,11.538461538461538,50.74,597.0,59.0,150513313008.1301,673166188482.0,14382476302.0,904010952337.0,590983999981.0
유니온,00144252,000910,2022,C,376111723330.0,201552927080.0,2897590739.0,-10749945690.0,3010896269.0,,22.19,14.285714285714285,38.82,236.0,0.0,97624022861.34146,234981176780.0,-9623730091.0,366165151031.0,215922625914.0
페이퍼코리아,00134723,001020,2022,D,501830145462.0,440215219986.0,25843738569.0,1711163918.0,561660353.0,,,16.666666666666664,61.98,159.0,0.0,78088217391.64635,409957041438.0,13433237957.0,497167643294.0,435282695963.0
JW중외제약,00149947,001060,2022,C,627972755001.0,402213719428.0,62960870729.0,45361952269.0,16266195301.0,27.6,,10.0,42.79,1155.0,63.0,501870673392.4797,684351099249.0,56764438565.0,633053136402.0,606584944778.0
대한제분,00113243,001130,2022,D,1318431898542.0,399078814703.0,43274283090.0,55132475147.0,62879493278.0,9.99,4.82,6.25,42.43,344.0,0.0,256065914634.1464,1368170051431.0,-59502240146.0,1321597380773.0,1111341734130.0
금호전기,00106395,001210,2022,D,61814213952.0,48974883827.0,-11787966654.0,-16261105845.0,10186709671.0,,,16.666666666666664,32.97,92.0,2.0,39821313625.49187,46015093156.0,-8782313605.0,83849543774.0,41640597680.0
백광산업,00122472,001340,2022,D,403243057624.0,193923293147.0,27878061132.0,24356045399.0,930617120.0,12.2,14.8,25.0,43.98,201.0,6.0,209862997192.4593,232725146826.0,44079830397.0,359208429757.0,191117728512.0
BYC,00122579,001460,2022,D,668872026401.0,153134740019.0,25326353051.0,48115688693.0,649545711.0,7.12,4.23,23.07692307692308,62.75,540.0,30.0,261621008384.1464,169680336869.0,10468407024.0,684434512150.0,164445893789.0
대한제당,00113234,001790,2022,D,1219466296000.0,681747544000.0,38051122000.0,34383267000.0,643809.0,45.37,52.56,11.76470588235294,48.38,278.0,22.0,281260763741.46344,1378075519000.0,11398287000.0,1182290229000.0,1261349333000.0
KISCO홀딩스,00159740,001940,2022,C,1735936557627.0,239739584991.0,197916716776.0,182586375737.0,2623857624.0,10.42,4.87,50.0,45.45,31.0,0.0,256648916605.69107,1810613446049.0,98224111343.0,1688093089026.0,1580849338970.0
코오롱,00152862,002020,2022,C,4477491140077.0,3322537563034.0,310967816142.0,256632640481.0,80912367874.0,5.53,5.91,20.0,52.14,69.0,0.0,335460015160.5691,5659922374692.0,239093466327.0,3966282959333.0,5410414957004.0
경농,00101433,002100,2022,C,448632689252.0,188148524944.0,40975101750.0,37927298330.0,11712248561.0,26.6,39.3,6.666666666666667,66.80,328.0,18.0,225639699768.2927,361604573086.0,14419547711.0,388785779466.0,270269449649.0
삼양통상,00127042,002170,2022,C,457536775769.0,40424121033.0,16445205668.0,20015230734.0,819170464.0,28.1,10.75,50.0,55.32,268.0,0.0,162957926829.26828,178800834419.0,5666860058.0,459013786278.0,193958606606.0
한국수출포장공업,00158112,002200,2022,D,345521340104.0,64604055301.0,25702536748.0,26947914214.0,659039873.0,15.07,16.89,20.0,45.56,402.0,0.0,100291056910.5691,341420236472.0,24315300716.0,331846866963.0,319224098800.0
아세아제지,00138729,002310,2022,C,1034948261694.0,230662239691.0,109447038390.0,121519996836.0,6657677477.0,9.5,8.9,11.11111111111111,49.76,264.0,7.0,363612136073.1707,1023392875106.0,116922543126.0,969593253200.0,945734471576.0
SH에너지화학,00136457,002360,2022,C,124160292131.0,30058823992.0,805218302.0,2439481375.0,1443058653.0,60.0,311.0,22.22222222222222,31.06,156.0,1.0,116593287427.03252,167355874554.0,-2342284700.0,119629057587.0,143762553714.0
화성산업,00174527,002460,2022,B,746127741905.0,389175292526.0,14545076827.0,29474012146.0,559100000.0,18.8,40.5,35.714285714285715,41.36,321.0,93.0,199932366910.5691,645706742562.0,-184624011064.0,807965790439.0,422231395444.0
제일파마홀딩스,00148443,002620,2022,D,865677012176.0,445884552551.0,-7547961141.0,-83860626307.0,82938212034.0,,,33.33333333333333,73.16,42.0,0.0,198649447772.96747,792964733258.0,-20802154895.0,892421378291.0,762568056298.0
TCC스틸,00117300,002710,2022,C,507482316790.0,298677336481.0,43983210872.0,35652981738.0,4477674187.0,10.26,12.08,7.142857142857142,36.55,275.0,0.0,264562717593.1301,684414631381.0,-12037744230.0,366996614848.0,536651129324.0
국제약품,00104722,002720,2022,C,136592862806.0,62513602796.0,5272527164.0,4745086347.0,1125437214.0,,,17.647058823529413,38.19,369.0,8.0,104208754231.86992,126583402933.0,6503789137.0,139783046684.0,119745568736.0
삼영무역,00127167,002810,2022,B,624208062873.0,112174817744.0,19352102542.0,57476265429.0,2895987505.0,19.53,24.04,27.27272727272727,44.51,53.0,0.0,249532758127.64227,492512781495.0,28589901874.0,578816472113.0,467033282055.0
한국쉘석유,00158149,002960,2022,C,172340453951.0,59384706208.0,35071601445.0,36329376659.0,37913714177.0,,,42.85714285714285,53.85,106.0,4.0,324223170731.70734,301642199205.0,15393720975.0,165711579705.0,241388074436.0
혜인,00165343,003010,2022,D,240522145627.0,132475114237.0,2682218552.0,3028732162.0,37913714177.0,-30.6,25.6,10.0,20.49,271.0,4.0,88009934058.33333,178030000000.0,6547731320.0,194738254040.0,206356000000.0
코오롱글로벌,00152880,003070,2022,C,2834147586184.0,2270737072633.0,166687315258.0,162131408382.0,19036610232.0,7.16,9.18,11.11111111111111,76.53,1288.0,947.0,488785300979.6748,2602076874673.0,243898466298.0,2575745971605.0,2729820699306.0
성보화학,00132725,003080,2022,D,170785287337.0,33383212096.0,1904947045.0,2530076201.0,162069346.0,66.1,173.4,20.0,49.69,171.0,8.0,74088648780.48781,66379257981.0,-3657304036.0,172156874269.0,57675736223.0
대웅,00111810,003090,2022,B+,2158905107252.0,879409305644.0,207334242877.0,154932220132.0,275254254375.0,4.1,5.3,25.0,38.06,318.0,5.0,1508985278085.366,1697338482580.0,149081680746.0,1929216825812.0,1511373580813.0
디아이,00118275,003160,2022,D,274585823020.0,111206586935.0,11153444246.0,15189669527.0,11249831140.0,17.7,33.7,28.57142857142857,44.07,185.0,2.0,208685201558.84143,231004368333.0,16725798388.0,248156661607.0,226567361019.0
대원제약,00111999,003220,2022,B,453550065821.0,204784866664.0,43006376510.0,38722020221.0,40073027991.0,23.9,61.2,50.0,38.72,1087.0,45.0,374940586419.71545,478884656361.0,33325991996.0,429579922427.0,354176435161.0
한진중공업홀딩스,00163673,003480,2022,C,1995988000000.0,1629209000000.0,37130000000.0,17894000000.0,1205.0,17.8,-40.0,50.0,48.37,7.0,1.0,120552456492.84554,1440144000000.0,122158000000.0,1837801000000.0,888034000000.0
현대약품,00164706,004310,2022,D,181159427810.0,94604146368.0,7970050715.0,5669707339.0,37913714177.0,-500.6,-26.3,18.75,23.59,358.0,20.0,163113495934.95935,162690000000.0,11623766830.0,163857416757.0,139803000000.0
세방,00133812,004360,2022,C,1280973786600.0,277495007259.0,45146617926.0,65902605150.0,21459748678.0,6.19,8.45,27.27272727272727,44.7,645.0,115.0,280647884619.5122,1290350585813.0,74145576765.0,1244948679058.0,1057709412045.0
삼일씨엔에스,00109806,004440,2022,D,411440527283.0,140597279518.0,-6978041314.0,-8058464687.0,37913714177.0,,,23.07692307692308,54.31,255.0,14.0,109253561789.3496,241241191453.0,5686966060.0,351874250938.0,226606277092.0
삼화왕관,00129235,004450,2022,D,222783556966.0,103072772485.0,3605485104.0,-16565360314.0,21957413378.0,,160.24,10.0,51.34,202.0,14.0,87656076621.54471,154447846282.0,7403711651.0,243315827604.0,149945172280.0
세방전지,00133858,004490,2022,C,1676981981164.0,430957932473.0,81090384601.0,70432022975.0,15046205133.0,18.6,9.54,37.5,41.55,921.0,218.0,782440650406.504,1473142777934.0,61278304850.0,1684408564314.0,1352007672441.0
깨끗한나라,00113492,004540,2022,C,661046979250.0,419699356872.0,3754759313.0,-2675629050.0,6743732936.0,,,7.6923076923076925,40.05,599.0,14.0,139181791614.9187,606453743473.0,-5359463948.0,598691300314.0,578743925043.0
동일산업,00172936,004890,2022,C,499402713211.0,82125521241.0,22590867293.0,28752143279.0,3987978056.0,29.7,19.8,25.0,56.42,237.0,19.0,422771168506.09753,498050514999.0,29382480109.0,473764601980.0,464419157825.0
조광페인트,00148920,004910,2022,C,386108212060.0,216375249483.0,-1615834521.0,-10204999539.0,2049397389.0,,,10.0,37.77,470.0,20.0,103004617886.17886,260470737908.0,-6285973866.0,347025302014.0,238547800177.0
코스모신소재,00129989,005070,2022,D,451321116581.0,200117019634.0,32475176321.0,35572341513.0,37913714177.0,,,18.75,29.56,366.0,17.0,1579741450707.9268,485605244000.0,544779357.0,348482657487.0,305893095000.0
한창,00163716,005110,2022,D,113480993232.0,90132832628.0,9846444821.0,3681179259.0,3017450362.0,,,20.0,6.76,28.0,6.0,67541642163.21545,89339914192.0,12269265937.0,134278397974.0,35217986685.0
국동,00168331,005320,2022,D,175008166225.0,65952316049.0,17033935517.0,8470363942.0,1062329198.0,,,11.11111111111111,0.0,64.0,0.0,100428681691.1626,329876667193.0,10064571471.0,168474550907.0,226076662962.0
모나미,00121288,005360,2022,D,218432623722.0,111823225016.0,6277196330.0,3879112788.0,2585767399.0,42.08,12.09,8.333333333333332,28.23,197.0,10.0,73293896564.39024,149532210261.0,-9501295834.0,202507879594.0,132235899435.0
코스모화학,00160302,005420,2022,D,807858896061.0,409208860809.0,41427923296.0,36014119114.0,2215268635.0,,,25.0,31.0,222.0,2.0,598945323844.7155,718194570102.0,-1488423393.0,681344297906.0,512614348130.0
한국공항,00156691,005430,2022,C,421095042761.0,81818613944.0,2592551465.0,6806481075.0,5677146923.0,,,15.384615384615383,59.54,361.0,127.0,131912794858.73984,400521081627.0,36612072552.0,383887978055.0,345532183624.0
삼진제약,00128412,005500,2022,D,406556944095.0,130692791177.0,23184322386.0,25226251200.0,37913714177.0,48.33,34.65,9.67741935483871,13.09,731.0,24.0,349480467479.6748,274031808452.0,17293228456.0,332495964826.0,250070355495.0
삼영전자공업,00127200,005680,2022,C,539337299822.0,17579609175.0,16282037403.0,24450805580.0,640266206.0,33.0,35.2,22.22222222222222,33.40,413.0,14.0,210514634146.34143,227806509955.0,6214518936.0,543640907269.0,238877794978.0
파미셀,00145163,005690,2022,D,112694189040.0,32982274160.0,8873366509.0,5968957598.0,37913714177.0,,,22.22222222222222,9.28,126.0,1.0,700588887859.9187,60182000000.0,7914448210.0,94332951458.0,51812000000.0
크라운해태홀딩스,00153126,005740,2022,C,1153770087447.0,635811691855.0,38440307559.0,39811042495.0,10228115732.0,15.7,34.0,12.5,55.02,59.0,28.0,117465449696.26016,979071454561.0,43294919803.0,1115739131697.0,928177931986.0
풍산홀딩스,00155531,005810,2022,B,1142781392226.0,178221821848.0,80160431979.0,88055476053.0,8721908838.0,17.0,7.9,14.285714285714285,44.97,249.0,48.0,291549298551.2195,257729900032.0,3474290201.0,1051956003593.0,191530804608.0
원림,00143794,005820,2022,D,169931826485.0,26002568470.0,3400937500.0,7691933502.0,2127620049.0,10.0,36.4,16.666666666666664,60.45,87.0,0.0,50937867932.92683,81927170601.0,8857365437.0,170283437144.0,79683129520.0
휴니드테크놀러지스,00111421,005870,2022,D,304125357471.0,159788538743.0,12661325441.0,13022727799.0,37913714177.0,,,5.0,22.83,344.0,20.0,109204590677.43904,222470898000.0,48128563271.0,267340261645.0,227701908000.0
대한해운,00113535,005880,2022,C,4490260111628.0,2706138104863.0,267671830651.0,184983722550.0,9501413422.0,,,16.666666666666664,49.35,169.0,12.0,784508354884.9594,1612014464184.0,392283807646.0,3859734558837.0,1153843059443.0
이수화학,00145552,005950,2022,C,1188076573138.0,782591483389.0,35990535226.0,32909588468.0,37913714177.0,49.1,14.5,7.142857142857142,28.18,434.0,31.0,499111957404.87805,2207647670842.0,-33267088653.0,1168938576112.0,1703337116038.0
동원산업,00118026,006040,2022,C,7061179537459.0,4152704107718.0,494432749962.0,405754467887.0,194246293505.0,21.33,12.32,16.666666666666664,63.30,1566.0,38.0,1053158828416.6666,9026258367482.0,499245647167.0,6685167195507.0,7602999659514.0
삼아알미늄,00126779,006110,2022,C,288153289588.0,150214354677.0,22571051710.0,21047030875.0,1167812383.0,16.0,18.1,13.333333333333334,46.16,307.0,33.0,285342682926.8293,312055883421.0,-13031681108.0,227237960938.0,252965524544.0
한국전자홀딩스,00159254,006200,2022,D,469100261248.0,123768339272.0,30029847771.0,31896632206.0,1772251136.0,7.38,,25.0,39.18,49.0,0.0,72017849878.37398,323979889281.0,4010039742.0,463627852404.0,331176392129.0
대구백화점,00108977,006370,2022,C,470347262546.0,238926889458.0,-16303455665.0,-18433021662.0,93467680.0,,,50.0,29.17,148.0,7.0,113370892020.2439,75899713355.0,-14611302182.0,486599801677.0,81794091565.0
카프로,00159810,006380,2022,C,302205591680.0,275602853303.0,-122282523566.0,-177047403644.0,37913714177.0,,,30.0,12.75,201.0,3.0,129788617886.17886,427187000000.0,-59778584023.0,395298176361.0,582429000000.0
대한유화,00260383,006650,2022,C,2195832515923.0,333880102156.0,-214640345650.0,-204385808134.0,8800591010.0,-4.1,14.4,22.727272727272727,39.49,843.0,19.0,945274390243.9023,2222070977921.0,-47969301700.0,2478873031267.0,2514851601517.0
영풍제지,00141404,006740,2022,D,203670379646.0,67139875786.0,7804011246.0,10009646618.0,569393611.0,173.36,11.06,37.5,52.41,94.0,5.0,219130738617.88617,105449038864.0,12560642975.0,209596339151.0,120612511549.0
벽산,00122898,007210,2022,D,601820033901.0,299532316523.0,18828034737.0,15539807487.0,3773840897.0,,,27.27272727272727,29.30,380.0,14.0,200298318699.18692,519886002844.0,33696736157.0,505440465430.0,471429017552.0
한국특강,00124090,007280,2022,D,549828403701.0,348575828632.0,30699585427.0,32334910921.0,37913714177.0,,,0.0,49.30,522.0,20.0,153790485906.50406,795939631.0,13575331983.0,458713983250.0,691525200.0
샘표,00130091,007540,2022,C,465919907060.0,138655949073.0,10335490908.0,14191541151.0,28259041892.0,2.7,1.9,25.0,48.44,2.0,0.0,147269016585.36584,371827516670.0,18273985230.0,442738148712.0,348963423665.0
국도화학,00104388,007690,2022,D,1499093658603.0,640905700204.0,96930520486.0,97677168367.0,27091415406.0,15.99,12.05,5.357142857142857,28.23,774.0,3.0,465321396507.3171,1601774176672.0,113466113362.0,1416366191782.0,1577111746723.0
코리아써키트,00152686,007810,2022,D,1293448547101.0,541835924394.0,99194841606.0,99531662792.0,2307268451.0,,,2.941176470588235,51.9,153.0,59.0,522743542913.21136,1596875152129.0,152598652403.0,1064620686323.0,1424168502751.0
태평양물산,00154329,007980,2022,C,721226342857.0,519858775950.0,68441024827.0,31607745595.0,6643737916.0,5.5,,12.5,32.78,327.0,14.0,95177200492.68292,1084607022822.0,56528189622.0,764951831942.0,892927654015.0
사조동아원,00137252,008040,2022,C,481673723451.0,250702675272.0,15251124105.0,-2691294414.0,1946015626.0,,,30.0,52.19,332.0,9.0,194720450870.7317,631567233187.0,-57680992057.0,448788964545.0,412139560765.0
서흥,00131692,008490,2022,B,926418535898.0,456694418262.0,61977343251.0,51945894785.0,5927794561.0,13.1,10.4,3.7037037037037033,52.77,758.0,0.0,417043009192.6829,634966079026.0,52908805251.0,809954854056.0,596733152009.0
율촌화학,00145260,008730,2022,C,653136152620.0,319324397285.0,-4622788865.0,-5652089074.0,15470724933.0,0.0,146.7,8.333333333333332,65.13,759.0,18.0,655077886178.8618,508944089593.0,15383167359.0,666716497526.0,538734197699.0
케이씨티시,00103042,009070,2022,D,630078626843.0,371680925896.0,37534026539.0,30673744913.0,2036557570.0,6.82,8.81,11.11111111111111,23.32,420.0,41.0,155816463414.63416,920408668737.0,68674236172.0,532345388768.0,694737899435.0
SIMPAC,00138260,009160,2022,D,965098438859.0,365415682268.0,118946231131.0,95618433988.0,4373159462.0,40.0,40.0,20.0,59.99,497.0,20.0,434186012597.7236,672228713099.0,2972365312.0,903229593071.0,613012779571.0
신원,00136864,009270,2022,D,510124893723.0,284616541652.0,33368554911.0,25473676434.0,6664442893.0,44.6,33.4,6.25,20.44,656.0,69.0,176503343646.76828,995439504318.0,40539927297.0,503617026076.0,879417586200.0
광동제약,00103592,009290,2022,C,932023758862.0,384977525142.0,38244441686.0,36290716419.0,16093884592.0,17.0,16.1,11.11111111111111,17.64,1006.0,50.0,348960917063.4146,1431545255139.0,62822034474.0,883845298043.0,1338181554321.0
참엔지니어링,00153621,009310,2022,C,739665588573.0,653553594852.0,1308108163.0,2510062719.0,2962995455.0,,,20.0,28.19,161.0,2.0,60745584333.93903,170586353989.0,8635208644.0,699101612738.0,150562978171.0
한올바이오파마,00162586,009420,2022,C,213451232698.0,45194772072.0,1505787596.0,1929429576.0,23838877565.0,,,25.0,31.00,301.0,13.0,876687096973.1708,109995418981.0,25204350565.0,198477805328.0,101594443691.0
KC그린홀딩스,00159971,009440,2022,D,792860678470.0,534872842836.0,13566515116.0,-3555368377.0,5741496830.0,,57.2,16.666666666666664,47.6,18.0,0.0,89682920558.94308,708044591898.0,-116079342677.0,906605618427.0,603964125539.0
모토닉,00151128,009680,2022,B,464094161172.0,33436780037.0,13782733618.0,28900103260.0,246473592.0,40.24,73.01,12.5,38.83,270.0,0.0,285604268292.6829,223860212776.0,18154943056.0,447982644765.0,196083915586.0
한국내화,00160205,010040,2022,C,325998841087.0,105655719304.0,10520196988.0,1037986567.0,11409068572.0,197.2,21.8,7.6923076923076925,62.54,609.0,0.0,134982090737.15446,358774066756.0,6506970870.0,357947858446.0,271738137334.0
