회사명,corp_code,stock_code,연도,ESG,자산총계,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름,자산총계(t-1),매출액(t-1)
OCI,00148896,010060,2020,A,4437236050000.0,2051507407000.0,-86145075000.0,-350121277000.0,40307889.0,,,0.0,22.31,1594.0,70.0,1297771216310.484,2002516778000.0,-118507430000.0,4811211712000.0,2605142204000.0
엘에스일렉트릭,00105855,010120,2020,A,2540396071840.0,1126926170718.0,133713579421.0,127845309609.0,104471897507.0,37.87,33.88,0.0,48.25,1384.0,129.0,1492324596774.1936,2402672528424.0,288900985879.0,2538144406862.0,2346848548538.0
한솔피엔에스,00103626,010420,2020,A,107126396285.0,63470511316.0,3891210459.0,4522647190.0,36574364550.0,17.4,8.6,0.0,46.07,209.0,5.0,31268948354.370968,244823923241.0,10027772706.0,103412316177.0,233891947960.0
현대미포조선,00164609,010620,2020,A,3599025550000.0,1231546541000.0,36689901000.0,-20141662000.0,1929511.0,,32.8,0.0,43.00,46.0,70.0,1394327272762.7017,2792011090000.0,256006731000.0,3380628394000.0,2994100904000.0
LG이노텍,00105961,011070,2020,A,6038600271628.0,3610912434530.0,681019009060.0,442766339881.0,188100846674.0,7.0,4.4,0.0,40.79,1156.0,3305.0,3568971106035.0806,9541789540547.0,950268413751.0,5770780509572.0,7975366478638.0
롯데케미칼,00165413,011170,2020,A,19386545994630.0,5674190700686.0,356911281146.0,246746457698.0,811516130619.0,77.86,22.79,0.0,54.07,667.0,109.0,7028119383016.129,12223031551258.0,1310811944115.0,20043105157128.0,15123477947655.0
HMM,00164645,011200,2020,A,9373360000000.0,7684812000000.0,980781000000.0,127793000000.0,108183.0,,,0.0,17.32,1432.0,87.0,1998001161899.96,6413270000000.0,1408546000000.0,7160187000000.0,5513089000000.0
현대위아,00106623,011210,2020,A,7719906000000.0,4194046000000.0,71957000000.0,84460000000.0,172153.0,30.5,,0.0,40.75,1918.0,18.0,1089157591270.3628,6592242000000.0,189148000000.0,6774339000000.0,7314626000000.0
현대코퍼레이션,00164812,011760,2020,A,1219059292183.0,904594888605.0,33238150521.0,53863157663.0,8405642097.0,14.6,-86.2,0.0,24.31,204.0,10.0,190979327547.742,2880885745209.0,140833967522.0,1444593616368.0,4263355273255.0
SKC,00139889,011790,2020,A,5406405840533.0,3491292259465.0,144061653662.0,-9707187497.0,1308003508181.0,96.3,29.4,0.0,41.60,855.0,20.0,2502011720243.145,1465674701601.0,337112812601.0,3972988752154.0,2361068172429.0
현대모비스,00164788,012330,2020,A,48497676000000.0,15169553000000.0,1830292000000.0,2117980000000.0,881287.0,24.2,20.1,0.0,30.81,947.0,427.0,20444293190576.613,36626504000000.0,2476737000000.0,46606064000000.0,38048768000000.0
한화에어로스페이스,00126566,012450,2020,A,9464815678256.0,6475090147420.0,243947058546.0,171816710617.0,1895462056719.0,25.01,,0.0,33.35,109.0,39.0,1353220528225.8064,5321444270673.0,434749594569.0,8708410720271.0,5264114375095.0
에스원,00158501,012750,2020,A,1906689693022.0,522505040984.0,204462688212.0,187377371404.0,432564691240.0,59.5,82.09,0.0,25.65,489.0,220.0,3300856821516.9355,2223340509340.0,346419033180.0,1794959719010.0,2151521516402.0
한솔케미칼,00140955,014680,2020,A,999200501892.0,376929963896.0,151933828832.0,160812303154.0,36574364550.0,16.3,19.6,0.0,15.03,515.0,42.0,1434967988981.8547,619277678729.0,165042142694.0,939194150931.0,544307363674.0
SK텔레콤,00159023,017670,2020,A,47906957000000.0,23510714000000.0,1248578000000.0,905218000000.0,4436194.0,47.5,22.9,0.0,26.78,861.0,220.0,17954036752131.047,16087747000000.0,5821876000000.0,44611620000000.0,15416431000000.0
현대엘리베이터,00164724,017800,2020,A,2626221534995.0,1600843056138.0,150017406805.0,141486494766.0,76254710166.0,34.3,307.8,0.0,23.60,194.0,339.0,1624588195174.1936,1821184670810.0,159184635610.0,2547731188376.0,1872538463037.0
애경산업,00139454,018250,2020,A,434466866367.0,101424443200.0,22370255451.0,13226811424.0,8043253765.0,45.7,19.4,0.0,63.44,814.0,43.0,653656540417.3387,588135646523.0,19303742394.0,451543473916.0,701336794362.0
삼성에스디에스,00126186,018260,2020,A,9154919055538.0,2295810891305.0,871618076210.0,886118053935.0,736725070761.0,41.86,24.58,0.0,56.78,5557.0,72.0,13517870459274.191,11017431525517.0,979402851889.0,9021235882454.0,10719631804166.0
SK가스,00144164,018670,2020,A,4498920423918.0,2600204914605.0,190186855735.0,295955182496.0,111933003300.0,13.5,44.0,0.0,65.50,475.0,40.0,802087267481.0483,4412318983220.0,228478576964.0,4082417323183.0,4931073628033.0
한섬,00188089,020000,2020,A,1438544149461.0,312511906022.0,102052974543.0,112211360359.0,122061175081.0,11.6,11.6,0.0,34.64,1389.0,69.0,715243282258.0646,1195899640313.0,149389202960.0,1323644544934.0,1259801685199.0
코웨이,00170558,021240,2020,A,3029023072502.0,1539014181296.0,606438716580.0,540379082066.0,140394648676.0,21.5,74.2,0.0,25.09,6356.0,215.0,5448122962076.008,3237411475094.0,562839088058.0,2854954793880.0,3018912502707.0
롯데쇼핑,00120526,023530,2020,A,32829404196405.0,21740641629099.0,346084471821.0,-771239790283.0,343858545953.0,,,0.0,61.88,22701.0,90.0,2591113076927.4194,16184381959951.0,1489939445522.0,33972615751676.0,17622000488403.0
한솔홈데코,00203582,025750,2020,A,294990295620.0,140448640700.0,2739139768.0,650674371.0,3664247208.0,,13.8,0.0,23.46,262.0,5.0,103300763991.58871,253213401842.0,13929576135.0,295749540222.0,263886366616.0
BGF,00219097,027410,2020,A,1658204361732.0,121105273379.0,14640997513.0,16140824575.0,12667210365.0,38.6,6.9,0.0,69.72,108.0,4.0,426848643509.6976,154381286305.0,21350276234.0,1657381460248.0,133387713837.0
삼성엔지니어링,00126308,028050,2020,A,4755575903078.0,3173840384709.0,361182672371.0,351849975564.0,35289456074.0,,,0.0,20.58,1100.0,1184.0,2485414354838.709,6749174145123.0,44368719200.0,4565711799514.0,6392058453386.0
삼성물산,00149655,028260,2020,A,54331740265746.0,21386258023034.0,857079813534.0,1465155259723.0,779574847435.0,36.6,19.3,0.0,32.94,3725.0,2086.0,20541667810107.66,30216118916989.0,1267896575704.0,45905516600415.0,30761501059039.0
신세계인터내셔날,00234412,031430,2020,A,1147454446219.0,506237600251.0,33764331574.0,53005992721.0,67002428814.0,15.42,10.56,0.0,60.95,337.0,16.0,1263592862903.2258,1325499683994.0,104572082130.0,1128879552270.0,1425001391547.0
신세계푸드,00274933,031440,2020,A,887204824387.0,603924637189.0,7962403444.0,-26643901360.0,61016857994.0,-13.2,66.7,0.0,55.48,4290.0,71.0,223318738774.1936,1236995439264.0,62808855650.0,733262621980.0,1320103297180.0
LG유플러스,00231363,032640,2020,A,18350190000000.0,10698976000000.0,886151000000.0,373347000000.0,1540659.0,42.09,36.26,0.0,36.05,9622.0,697.0,5368559210618.549,13417627000000.0,2548551000000.0,17941050000000.0,12381969000000.0
케이티앤지,00244455,033780,2020,A,11468383152160.0,2376811495915.0,1473182689030.0,1604861873371.0,134083879591.0,50.8,55.7,0.0,11.26,403.0,208.0,11460269747563.707,5055311487897.0,1261664798427.0,10752439455974.0,4807659316805.0
강원랜드,00255619,035250,2020,A,3641632200970.0,394603620580.0,-431583873583.0,-404500738549.0,3849020615.0,,61.37,0.0,36.27,2335.0,75.0,4999306393548.387,478578866341.0,-655676332159.0,4438119305668.0,1520080448803.0
카카오,00258801,035720,2020,A,11953970238956.0,4526241211441.0,455855515211.0,414271425061.0,3351553299735.0,8.3,21.0,0.0,26.30,2747.0,90.0,24387019697862.902,4156816120723.0,971096476573.0,8737255755774.0,1513471072651.0
엔씨소프트,00261443,036570,2020,A,4081208896622.0,936521663466.0,824793705694.0,803256527995.0,49661428833.0,30.0,29.8,0.0,12.0,2029.0,274.0,16817489046258.064,2416184211886.0,707646022942.0,3346377400385.0,1701185422583.0
팜스코,00260408,036580,2020,A,989343684526.0,682191882648.0,39715048440.0,24602025855.0,942618061.0,28.2,46.9,0.0,56.55,384.0,3.0,183041404960.8065,1333937111092.0,30067140287.0,979237806149.0,1164970052153.0
광주신세계,00220561,037710,2020,A,784428251334.0,86160348611.0,48310490337.0,58270466042.0,36574364550.0,12.91,11.68,0.0,62.50,172.0,0.0,238983870967.742,147508000000.0,50700002112.0,752423111011.0,154880000000.0
KSS해운,00160232,044450,2020,A,1069527677719.0,800671676634.0,50731188402.0,13551990765.0,491914343.0,51.32,25.89,0.0,30.69,324.0,1.0,193699329109.67743,226181167041.0,72022520637.0,957238168720.0,231240042004.0
대우건설,00124540,047040,2020,A,9305916434448.0,6628920363574.0,558257521374.0,377405734155.0,97145689650.0,,,0.0,50.75,2575.0,1669.0,1497825220158.508,8136705736642.0,408383333985.0,9697696817049.0,8651852221280.0
한국항공우주,00309503,047810,2020,A,5159070657348.0,3924790737693.0,139524243361.0,82489082021.0,513519397445.0,26.1,34.1,0.0,26.41,229.0,892.0,2424732591103.629,2825136012824.0,732407852813.0,4367135608525.0,3110157574663.0
LG생활건강,00356370,051900,2020,A,6801415783710.0,1952220084845.0,1220864731311.0,1121074272313.0,2063442867186.0,23.1,22.7,0.0,34.03,3194.0,63.0,21867868910830.645,7844506057131.0,1004842472035.0,6493669662971.0,7685424230297.0
케이티스카이라이프,00349097,053210,2020,A,919475827664.0,175038681560.0,73845539233.0,78845556496.0,64290257363.0,29.1,32.3,0.0,50.00,368.0,0.0,402789186007.8629,698715355151.0,160179034723.0,848276023038.0,658297000000.0
한미글로벌,00413523,053690,2020,A,218683633460.0,89884233220.0,16500753182.0,14719770124.0,17942401993.0,30.3,28.8,0.0,26.14,534.0,342.0,91554306780.24191,232573115281.0,25660033467.0,203595485663.0,294657921603.0
현대홈쇼핑,00412597,057050,2020,A,2693110904201.0,898307832896.0,189446556712.0,200308481939.0,209073538604.0,22.3,13.3,0.0,40.84,944.0,16.0,838543548387.0968,2016444535083.0,231584666262.0,2503844833978.0,2057653947012.0
KTcs,00372882,058850,2020,A,384918648498.0,215174666109.0,17868419670.0,16032792657.0,9723562303.0,28.6,44.4,0.0,30.34,257.0,450.0,83280500403.2258,931703674263.0,50440106447.0,378104045980.0,944861712920.0
KTis,00372873,058860,2020,A,294288884757.0,126893637851.0,9002862020.0,9954707782.0,36574364550.0,35.9,34.3,0.0,29.34,240.0,863.0,76188313870.96774,453639144631.0,22365938114.0,311822912174.0,451026612732.0
현대로템,00302926,064350,2020,A,4197373871000.0,2851222410000.0,82061321000.0,15018536000.0,82920223.0,,,0.0,43.36,1579.0,252.0,1450085719237.7017,2785326054000.0,56422151000.0,4084281234000.0,2459346162000.0
LG전자,00401731,066570,2020,A,48204227000000.0,30662102000000.0,3843381000000.0,3314648000000.0,36574364550.0,11.0,11.0,0.0,33.68,2923.0,2692.0,12048900240858.871,57176170000000.0,4628576000000.0,44859875000000.0,56435703000000.0
SK렌터카,00201450,068400,2020,A,2227147661818.0,1764095123067.0,70795481401.0,22194557298.0,18147897573.0,,,0.0,42.26,578.0,20.0,344818778189.5161,863467690572.0,-123803503190.0,1645170543768.0,640883398984.0
현대백화점,00428251,069960,2020,A,8707032548000.0,3674740993000.0,135863991000.0,146923035000.0,81243195.0,31.4,8.5,0.0,36.08,2960.0,0.0,1551270434851.2097,2273151865000.0,259368187000.0,7623094297000.0,2198949660000.0
지역난방공사,00159698,071320,2020,A,6073139097386.0,4269404295023.0,132852566267.0,22032573545.0,82290931587.0,40.0,,0.0,64.63,656.0,2.0,431786770959.6774,2098906299673.0,381899765893.0,5892614209982.0,2367906314930.0
롯데하이마트,00158307,071840,2020,A,3349190376151.0,1423236080118.0,161075922510.0,64998664190.0,36574364550.0,98.6,47.0,0.0,61.11,1297.0,66.0,667346229741.9354,4051729000000.0,370016060174.0,3107565420859.0,4026464000000.0
GS,00500254,078930,2020,A,24476843000000.0,13720298000000.0,943196000000.0,464321000000.0,1198045.0,-74.2,19.9,0.0,48.31,40.0,5.0,3526887912664.516,15346150000000.0,1738192000000.0,24739276000000.0,17786063000000.0
CJ CGV,00303873,079160,2020,A,4354856895866.0,4066971784892.0,-388660290864.0,-862249588023.0,241051823494.0,,-3.0,0.0,39.04,2610.0,196.0,613799059182.4597,583443792479.0,-268443869621.0,4524046865181.0,1942279329129.0
현대리바트,00300548,079430,2020,A,803314893273.0,322270196895.0,37196471514.0,33844075608.0,28968363915.0,15.13,15.49,0.0,41.20,767.0,18.0,292109418236.6129,1384629640359.0,105415308802.0,752808371990.0,1237572970655.0
LIG넥스원,00503668,079550,2020,A,2595606499093.0,1923097847404.0,63741639085.0,38886051654.0,126770995473.0,33.7,246.8,0.0,47.02,1700.0,113.0,644537903225.8064,1600344315019.0,192104829697.0,2317491215306.0,1452651352252.0
휴비스,00362238,079980,2020,A,872859156018.0,397071856108.0,39869748147.0,102670045965.0,7160930321.0,12.01,53.43,0.0,51.00,877.0,31.0,233827923387.0968,920303309155.0,89344952164.0,877170812678.0,1029346443478.0
휠라홀딩스,00195229,081660,2020,A,3758441248800.0,1901113441815.0,341077884281.0,339904381650.0,1450746613697.0,8.0,2.13,0.0,20.11,55.0,6.0,2324368545243.145,3128805852797.0,445004105903.0,3770249128461.0,3450421529936.0
HSD엔진,00361008,082740,2020,A,723300346064.0,529172496802.0,20020539457.0,8724703704.0,4484616234.0,,,0.0,42.69,777.0,19.0,155035566559.9597,829994723288.0,83800097942.0,830139139349.0,674278133124.0
대상홀딩스,00539274,084690,2020,A,3060158354613.0,1734176256334.0,207014489677.0,210846520163.0,139585480921.0,9.3,30.1,0.0,67.3,23.0,0.0,293299655055.24194,3754298961402.0,144251557806.0,2896302561947.0,3552513452934.0
현대글로비스,00360595,086280,2020,A,10898704436618.0,5832335783458.0,662150585636.0,766549147869.0,103477860328.0,21.7,28.3,0.0,51.38,1357.0,90.0,5029838709677.419,16519884633100.0,976882809694.0,10129735810035.0,18270050465618.0
노루페인트,00583442,090350,2020,A,666659131046.0,332796974902.0,32297042658.0,27726766344.0,22775861155.0,31.3,40.2,0.0,53.21,761.0,13.0,147141935483.87097,642935196688.0,39913309003.0,627342505016.0,647452120189.0
아모레퍼시픽,00583424,090430,2020,A,5701918175747.0,1237520431552.0,143009119307.0,25293021746.0,208773970177.0,156.1,24.5,0.0,47.79,759.0,208.0,10340316858185.484,4432179039394.0,554358724380.0,5989007790647.0,5580142192519.0
CJ제일제당,00635134,097950,2020,A,25611892185000.0,15445453188000.0,1359551440000.0,1178500191000.0,4517494188.0,9.4,6.4,0.0,41.81,1207.0,55.0,4885326166451.613,24245725654000.0,2001752173000.0,26280632351000.0,22352462296000.0
LX하우시스,00759513,108670,2020,A,2385372000000.0,1548157000000.0,70987000000.0,-92184000000.0,37982.0,,,0.0,30.07,1960.0,97.0,520150171971.7742,3038037000000.0,463875000000.0,2565579000000.0,3186807000000.0
코오롱인더,00795135,120110,2020,A,5043688226427.0,2751644078059.0,163244618104.0,321635051984.0,149143882397.0,14.7,62.7,0.0,33.34,1312.0,147.0,968529477435.484,3970263966107.0,499608633975.0,5293102915762.0,4407190443679.0
한미약품,00828497,128940,2020,A,1882026593387.0,1050137118495.0,48976342021.0,22130411057.0,72886265638.0,49.2,22.7,0.0,41.39,630.0,121.0,3324666397504.032,1075853605008.0,151534949938.0,1913706257532.0,1113649783994.0
이마트,00872984,139480,2020,A,22340423719351.0,11843844819721.0,237151679441.0,621795811695.0,1655152845549.0,14.91,12.38,0.0,28.56,25214.0,0.0,3484106446763.3066,22033009980862.0,1643831525540.0,21094758779809.0,19062879818284.0
삼양사,00896285,145990,2020,A,2576478000000.0,1223495000000.0,111573000000.0,97432000000.0,42253.0,21.81,33.44,0.0,64.29,1295.0,52.0,496031205976.4113,2051767000000.0,199540000000.0,2388160000000.0,2096387000000.0
동아에스티,00956930,170900,2020,A,980667423900.0,338570602300.0,33994186444.0,33287815104.0,20727197904.0,31.13,105.4,0.0,24.08,450.0,12.0,763955552514.5161,586728126970.0,27031040792.0,1008775745560.0,612310601834.0
한진칼,00983040,180640,2020,A,3488569253234.0,1824304096307.0,-36433212522.0,-156138564905.0,8116166159.0,,,0.0,28.93,29.0,1.0,4300277872443.952,137442085749.0,-186865577417.0,2693659191237.0,1203497716660.0
종근당,00992871,185750,2020,A,946333120173.0,394740342284.0,123935878850.0,121838957062.0,19032510311.0,11.8,20.8,0.0,36.9,673.0,7.0,1424908869836.6936,1303005524392.0,104323716842.0,801352143165.0,1079337661993.0
코스맥스,01009789,192820,2020,A,1189042897954.0,917142782625.0,66641426851.0,113345215.0,56812713862.0,,28.6,0.0,26.57,1055.0,3.0,932027124208.0646,1382880688515.0,41459691393.0,1204354192976.0,1330652928971.0
해성디에스,01032413,195870,2020,A,383211976358.0,151373191556.0,43519674567.0,37760430928.0,3176242096.0,25.51,24.47,0.0,37.32,806.0,372.0,301225604838.70966,458746167572.0,44378902199.0,326587242970.0,381400317567.0
서연이화,01036446,200880,2020,A,1803837512500.0,1171771808807.0,48464737434.0,-30422133825.0,14397365762.0,,,0.0,57.06,924.0,1.0,115497524640.12096,1962384593266.0,115296351214.0,1820541997328.0,1976766424325.0
삼성바이오로직스,00877059,207940,2020,A,6424201164962.0,1825417992598.0,292786554082.0,265992162838.0,23344605855.0,,,0.0,75.06,2738.0,296.0,43416245745967.74,1164776873641.0,202090026541.0,5911626511920.0,701591859755.0
SK디앤디,00508344,210980,2020,A,1712427674048.0,1180955925607.0,111168057939.0,93209395457.0,17286982649.0,25.35,21.74,0.0,29.37,236.0,15.0,636518902250.8064,702646983919.0,-227700937695.0,1396932626675.0,454720099303.0
한솔제지,01060744,213500,2020,A,1740434461448.0,1105571982972.0,94561342525.0,72189343849.0,41619222938.0,28.1,34.9,0.0,30.61,94.0,18.0,326842369620.64514,1509871173052.0,125208594087.0,1743277584645.0,1679131140360.0
이노션,00565154,214320,2020,A,2043977184649.0,1260002678312.0,111506787321.0,117734531814.0,307312084747.0,56.7,39.0,0.0,28.69,654.0,20.0,1141568548387.0967,1221072413932.0,105064524224.0,2075507093635.0,1274274037164.0
일동제약,01168383,249420,2020,A,605277113554.0,350729730836.0,6632843949.0,-9724055195.0,63071749844.0,,67.86,0.0,56.12,1387.0,16.0,371467160386.3306,561845100170.0,19365601509.0,612722852883.0,517467681605.0
경동도시가스,01208885,267290,2020,A,699658164834.0,342980473922.0,18135395014.0,24864490199.0,9687655496.0,27.14,12.09,0.0,51.99,248.0,30.0,105644249212.09676,1086830627542.0,314378385.0,749999474069.0,1422707835302.0
오리온,01238169,271560,2020,A,2665406433687.0,767898167759.0,376122012796.0,397351014577.0,32531562628.0,11.1,17.0,0.0,43.82,1458.0,27.0,4894812271430.6455,2229819933633.0,460996136975.0,2452307263966.0,2023296057252.0
한화시스템,00339391,272210,2020,A,2695070123421.0,1662387743462.0,92863410171.0,79075347711.0,550426210059.0,27.07,38.36,0.0,62.44,515.0,106.0,1095834521806.875,1642854571594.0,174791239735.0,2409244539695.0,1545983879623.0
BGF리테일,01263022,282330,2020,A,2371169598247.0,1674341687928.0,162204243583.0,163103983178.0,37913280592.0,33.8,30.0,0.0,55.36,526.0,513.0,2416645493963.709,6181269419288.0,507341460255.0,2172410899706.0,5946068219555.0
SK케미칼,01267170,285130,2020,A,2119966956886.0,1161034163654.0,155357974357.0,344253328785.0,36955864384.0,10.3,87.6,0.0,35.87,1699.0,98.0,2459704101153.2256,1198780770389.0,119390211652.0,2131709150029.0,1112918780388.0
롯데정보통신,01262032,286940,2020,A,649501373963.0,236151658802.0,38750637313.0,38074008844.0,26254291789.0,35.45,35.28,0.0,64.99,1546.0,75.0,540411218100.0,849545893061.0,-14228048967.0,696683399862.0,845658644418.0
효성화학,01316236,298000,2020,A,2417365034469.0,2015011905019.0,60927548911.0,3421353521.0,23126250265.0,,15.6,0.0,43.83,1256.0,90.0,375675926733.871,1817189980493.0,168340866002.0,2063516498234.0,1812470395896.0
효성티앤씨,01316227,298020,2020,A,2824127677639.0,2108771877433.0,266559583344.0,223554046452.0,30621311107.0,15.77,20.31,0.0,43.93,1589.0,354.0,604585900565.3226,5161616999627.0,564818284458.0,3224306571635.0,5983144766137.0
효성중공업,01316245,298040,2020,A,3703454378084.0,2735203886439.0,44074735485.0,-17980082873.0,145920328026.0,,,0.0,54.19,1720.0,326.0,343028689499.19354,2983970863029.0,386562290399.0,4000830147806.0,3781445371058.0
효성첨단소재,01316254,298050,2020,A,2376593774635.0,1995482965355.0,34208423167.0,1104999161.0,36615430775.0,,,0.0,44.41,980.0,20.0,511060906683.871,2394622898921.0,312387826215.0,2531098756779.0,3053616298735.0
현대오토에버,00362441,307950,2020,A,1077027006934.0,514645776802.0,86813994800.0,84405649775.0,52781887058.0,26.7,26.4,0.0,76.14,621.0,30.0,1092757862903.2258,1562592548507.0,115616622185.0,1026696505989.0,1571817874618.0
하림지주,00148364,003380,2020,A,9430533292281.0,5980118424513.0,353684419376.0,219723740540.0,346858075203.0,7.2,7.84,0.0,50.82,61.0,2.0,641378065160.0,7703980764164.0,670086946723.0,8615722154016.0,7350259327184.0
CJ ENM,00265324,035760,2020,A,6279917456928.0,2494738813674.0,272067865192.0,142680668470.0,1072075322205.0,58.3,26.4,0.0,53.17,3387.0,16.0,2790599797710.484,3391184002869.0,566412764825.0,5434907587861.0,3789723949697.0
케이티알파,00260958,036030,2020,A,280645727824.0,86729220327.0,11811037403.0,-1850590847.0,36574364550.0,,,0.0,67.14,556.0,80.0,188161281126.73383,349314000000.0,60175466618.0,278789081138.0,322321000000.0
현대에버다임,00228536,041440,2020,A,249858941521.0,66127406779.0,2879324187.0,-9769050121.0,3439162602.0,,19.4,0.0,54.08,368.0,16.0,70665756780.80646,263485823228.0,36051804062.0,280365328171.0,248611599382.0
CJ프레시웨이,00127954,051500,2020,A,1122778702937.0,836543321874.0,-3545694413.0,-48494040367.0,85530045165.0,,17.3,0.0,58.66,965.0,49.0,223137947501.6129,2478528727709.0,126251239674.0,1181663153051.0,3055080973511.0
현대바이오랜드,00347062,052260,2020,A,187657605085.0,50429058080.0,-8861408821.0,-17921051541.0,13117381876.0,-11.1,29.9,0.0,27.94,316.0,1.0,397170362903.2258,88898821262.0,8958965637.0,209051967983.0,106310862177.0
에스티팜,00871833,237690,2020,A,341080334763.0,37400526840.0,-26047186030.0,-24972817902.0,8003295185.0,-24972816973.0,-100.65,0.0,52.12,982.0,22.0,958835651612.9032,92995880967.0,-29777474144.0,341080334763.0,93256824542.0
삼양홀딩스,00126937,000070,2020,B+,3893565000000.0,1737778000000.0,170336000000.0,170681000000.0,66292.0,17.0,22.0,0.0,41.71,125.0,1.0,511166111972.1774,2471226000000.0,245488000000.0,3589514000000.0,2488563000000.0
하이트진로,00150244,000080,2020,B+,3297783698841.0,2223505552748.0,198478557062.0,123603885177.0,165881062951.0,60.43,251.17,0.0,53.81,553.0,170.0,2428772196420.968,2256322945848.0,382792589955.0,3270859605479.0,2035063966997.0
유한양행,00145109,000100,2020,B+,2393522100926.0,547019907073.0,84255098219.0,239891953125.0,58500939010.0,13.1,39.0,0.0,15.6,435.0,31.0,3692886388397.177,1619865302675.0,28830248876.0,2117200258200.0,1480353606936.0
하이트진로홀딩스,00148993,000140,2020,B+,3904980586600.0,2844595889181.0,210493505211.0,123766766196.0,710385608506.0,13.6,,0.0,65.91,14.0,0.0,372878439664.1129,2247005969872.0,365645952376.0,3836704099756.0,2026316000000.0
삼화페인트공업,00129387,000390,2020,B+,594292973764.0,301977866527.0,15020454305.0,8894901832.0,5916811466.0,52.82,376.94,0.0,32.77,807.0,45.0,146589015272.2984,551718832662.0,33500444556.0,560640699578.0,540276699849.0
대동,00109286,000490,2020,B+,938726122031.0,610427548427.0,33135607128.0,27270819376.0,7769265232.0,7.9,70.8,0.0,27.68,868.0,167.0,139928985822.37903,895751424440.0,70863448418.0,816997551816.0,834431432725.0
가온전선,00104768,000500,2020,B+,542461377882.0,278899162200.0,12650885274.0,11902252942.0,6236805535.0,24.82,,0.0,46.39,413.0,17.0,78435961424.19354,857415249064.0,4026669028.0,512573535099.0,830264391828.0
유수홀딩스,00163691,000700,2020,B+,498245352576.0,109944489694.0,-15196368259.0,87786817359.0,8778097134.0,15.6,,0.0,51.14,21.0,2.0,148843656602.90323,334813526535.0,25718509796.0,521957790172.0,14396000000.0
동국제강,00114792,001230,2020,B+,5418538741502.0,3282307853010.0,294697649009.0,127688456506.0,52557159759.0,28.7,,0.0,25.26,111.0,36.0,543347057728.3468,5206191561313.0,631569644088.0,5439008436653.0,5658431459389.0
GS글로벌,00138190,001250,2020,B+,956821701333.0,657805876104.0,32299928715.0,-69576004689.0,7469311013.0,,,0.0,50.70,242.0,6.0,145111662578.64517,2815020979457.0,120170295972.0,1205244855027.0,3889400298212.0
종근당홀딩스,00149354,001630,2020,B+,1258451805996.0,418150785223.0,89262180331.0,143994681463.0,27359862616.0,8.9,23.7,0.0,45.84,39.0,1.0,567803100982.258,858118780736.0,66553214342.0,1074739604962.0,720644043389.0
DL건설,00128971,001880,2020,B+,1498377650002.0,696525414351.0,203361674104.0,193199195091.0,36574364550.0,8.12,5.88,0.0,74.65,847.0,150.0,430449205927.0161,1734637000000.0,159132451621.0,851719906629.0,1279913000000.0
아세아,00138701,002030,2020,B+,2887531023613.0,1359881772390.0,146952544905.0,115687306894.0,493976600033.0,8.8,6.65,0.0,43.07,12.0,0.0,183065356064.5161,1527141149607.0,190537274430.0,2869496179442.0,1542430973306.0
도화엔지니어링,00114552,002150,2020,B+,451680724368.0,194845012561.0,24010625909.0,23713410173.0,5797686433.0,52.3,53.4,0.0,50.82,243.0,455.0,268870770967.742,574922988733.0,22702661695.0,408972323161.0,516127676383.0
고려제강,00103006,002240,2020,B+,2245729071452.0,782790768807.0,9831441983.0,12425537088.0,15010864043.0,71.0,,0.0,68.37,795.0,46.0,310358870967.74194,1397372009900.0,179495196821.0,2353652421041.0,1639715935474.0
넥센타이어,00173874,002350,2020,B+,3541080327475.0,1994128000388.0,39424863808.0,-12680926021.0,27184620428.0,,9.9,0.0,65.96,106.0,108.0,581730354160.4032,1698127805403.0,179088479809.0,3436052113324.0,2022338188665.0
케이씨씨,00105271,002380,2020,B+,12347572328146.0,7101577326376.0,133845504026.0,694121342299.0,447990318059.0,7.39,-375.41,0.0,39.36,1932.0,134.0,1458257854181.4517,5083631492987.0,679854398097.0,9382221503013.0,2719563984151.0
SUN&L,00132211,002820,2020,B+,528379078958.0,325109521157.0,-3864093442.0,-8602013396.0,14830487050.0,,-10.8,0.0,46.21,321.0,14.0,48935774079.55645,412530214777.0,7890427024.0,543553941107.0,455911726937.0
세아제강지주,00124197,003030,2020,B+,2315558156681.0,984841924573.0,67104301851.0,42167498112.0,11020570414.0,35.5,2.3,0.0,62.54,30.0,0.0,160926754771.7742,2306357441761.0,268774832408.0,2448548032007.0,2643906637146.0
일신방직,00146269,003200,2020,B+,964200062868.0,234632046387.0,13548435094.0,14422248393.0,3545734668.0,32.5,20.5,0.0,50.69,491.0,5.0,156675967741.9355,464871493380.0,56693948432.0,953608709325.0,496199335849.0
태광산업,00153393,003240,2020,B+,4060159775974.0,677599574437.0,53540948314.0,588159151686.0,63681145156.0,0.85,1.18,0.0,54.93,1598.0,76.0,842929100806.4517,1740588227396.0,166938832164.0,4357125481998.0,2260720217155.0
한일홀딩스,00162993,003300,2020,B+,3320136775690.0,1496737897518.0,157057559689.0,153056726861.0,587798469300.0,29.92,2.58,0.0,65.89,21.0,1.0,263038256795.9677,1533374307264.0,250723614636.0,3300043274787.0,1651806631552.0
