회사명,corp_code,stock_code,연도,ESG,자산총계,자산총계(t-1),매출액,매출액(t-1),부채총계,EBITDA,EBITDA(t-1),무형자산,현금 배당 성향,현금 배당 성향(t-1),사외이사 비율,최대주주지분율,영업활동 현금흐름,정규직 수,정규직 수(t-1),비정규직 수,비정규직 수(t-1)
서원,00131197,021050,2021,B,293365978377.0,225954131352.0,261636000000.0,194684000000.0,154493744413.0,19291200453.0,-3047654091.0,36402130182.0,4.8,,12.5,38.69,-11731983556.0,141.0,139.0,0.0,0.0
MH에탄올,00121534,023150,2021,B,451460751811.0,449679365546.0,102066936941.0,94645239210.0,366757413224.0,11567973971.0,5062468165.0,5070191696.0,38.5,33.4,11.11111111111111,44.43,26371474582.0,50.0,53.0,3.0,1.0
한국종합기술,00159500,023350,2021,B,339419339331.0,332119486789.0,268252000000.0,288230000000.0,197119259846.0,14601016600.0,8733217491.0,36402130182.0,9.4,16.1,7.142857142857142,53.62,14839627942.0,1028.0,972.0,437.0,417.0
대원화성,00112022,024890,2021,B,135832581638.0,129796348783.0,113339078287.0,108787316816.0,64820560068.0,-8561150021.0,-1699982981.0,920901066.0,,,40.0,46.72,-7359460547.0,163.0,178.0,0.0,0.0
에스제이엠홀딩스,00181943,025530,2021,B,329167359802.0,308348207824.0,149668812660.0,141553459488.0,66104871319.0,12219179374.0,9268671662.0,14897727610.0,74.8,45.2,16.666666666666664,63.90,-753871586.0,5.0,6.0,0.0,0.0
이구산업,00145464,025820,2021,B,323941424422.0,271665261199.0,334357000000.0,202936000000.0,201231109378.0,28590914435.0,2390181295.0,36402130182.0,7.9,52.9,33.33333333333333,51.40,-9961240436.0,145.0,117.0,46.0,46.0
남해화학,00107987,025860,2021,B,719110524869.0,589444547288.0,1451884407283.0,1187201230766.0,247508235172.0,24456579339.0,32430390723.0,36402130182.0,13.28,15.32,63.63636363636363,56.02,-118071166535.0,469.0,469.0,24.0,24.0
세하,00133706,027970,2021,B,195333621254.0,189544428072.0,204435000000.0,189517000000.0,97387326902.0,11716760708.0,17188181258.0,36402130182.0,,,9.090909090909092,50.73,16698311521.0,270.0,254.0,0.0,0.0
케이씨,00209780,029460,2021,B,964515631018.0,873398777467.0,553763394521.0,576365926703.0,217210673927.0,84697875091.0,83113797245.0,10252711369.0,7.1,7.8,9.523809523809524,40.67,10861751502.0,198.0,133.0,8.0,13.0
롯데관광개발,00231372,032350,2021,B,1302424556614.0,1198450486219.0,107071758778.0,16769428645.0,1249736890563.0,-208390846821.0,-81541126139.0,50900475940.0,,,9.090909090909092,45.52,-50901377865.0,1277.0,1416.0,17.0,0.0
유나이티드,00158963,033270,2021,B,380032751461.0,353433062527.0,221040000000.0,215950000000.0,79323819798.0,39483228201.0,35650281890.0,36402130182.0,19.17,19.52,21.428571428571427,37.01,44085211246.0,824.0,834.0,0.0,0.0
세종공업,00134510,033530,2021,B,1180100054496.0,1158750683420.0,1548249404788.0,1182774447663.0,777174141277.0,-7027050985.0,-20106188926.0,38410014974.0,-31.7,-7.5,5.88235294117647,43.87,44175833114.0,697.0,809.0,10.0,9.0
무학,00121543,033920,2021,B,646644149778.0,598757759430.0,126928339596.0,139351805231.0,148103724720.0,-17966432267.0,18312176748.0,311000000.0,-37.99,30.78,42.85714285714285,61.24,47624502871.0,264.0,413.0,181.0,78.0
SBS,00130772,034120,2021,B,1462149708150.0,1169090150715.0,1049034569606.0,837635366263.0,740552349472.0,179533094312.0,-73881072100.0,20485977060.0,13.0,,42.85714285714285,36.92,140125098985.0,943.0,948.0,30.0,35.0
상신브레이크,00129642,041650,2021,B,493641121647.0,440014845389.0,397023068047.0,349041648196.0,305186257724.0,14773620338.0,2119013021.0,2189012961.0,15.8,-36.3,15.0,47.01,20456787482.0,623.0,637.0,17.0,2.0
유니온머티리얼,00369833,047400,2021,B,186669511383.0,184455804956.0,118261478442.0,93508565624.0,102788774092.0,1576587443.0,-1937566482.0,1417549876.0,270.2,,11.11111111111111,44.07,3329002118.0,310.0,307.0,0.0,0.0
우진플라임,00303217,049800,2021,B,276360691146.0,267621933339.0,233989445051.0,204996134086.0,194240950584.0,18846290860.0,6099273126.0,826551884.0,4.44,12.9,20.0,40.8,21359974415.0,528.0,574.0,0.0,0.0
한전KPS,00159218,051600,2021,B,1426920122047.0,1349869091450.0,1380553428993.0,1303201766114.0,314925081583.0,135940823505.0,110986762293.0,8538544276.0,54.7,59.2,50.0,51.00,133292560696.0,587.0,551.0,227.0,231.0
다스코,00353878,058730,2021,B,298527299745.0,249543946307.0,363600169196.0,224478508728.0,173177982800.0,-1163969047.0,-9735168518.0,6375345089.0,,,16.666666666666664,40.29,-11159092453.0,238.0,208.0,9.0,23.0
SNT모티브,00398792,064960,2021,B,1149796359145.0,1092927846387.0,941744683893.0,940745523369.0,292219245100.0,109466634935.0,74405786159.0,13346360622.0,27.8,40.4,20.0,40.03,59647721979.0,698.0,727.0,28.0,14.0
대호에이엘,00428729,069460,2021,B,145025262064.0,101175472248.0,143401758272.0,121426441516.0,76000081956.0,-3485660015.0,746584185.0,36402130182.0,,,20.0,19.48,-3831573160.0,165.0,161.0,0.0,0.0
하이스틸,00435312,071090,2021,B,259714571728.0,239658334649.0,226150662388.0,161686462860.0,121886837916.0,13944409653.0,-1213549399.0,1449304566.0,,,8.333333333333332,53.04,578762682.0,192.0,189.0,8.0,8.0
코아스,00210856,071950,2021,B,79299245941.0,73236024489.0,110769785777.0,98222937096.0,60259190280.0,-5274525234.0,-1750397540.0,1680090885.0,,,15.384615384615383,27.10,1937094735.0,244.0,244.0,29.0,24.0
STX중공업,00406046,071970,2021,B,430406730156.0,467363345753.0,137403818447.0,247959833753.0,276445468016.0,-2125012290.0,-10196899145.0,3897108478.0,,,18.181818181818183,65.44,13475982627.0,240.0,368.0,8.0,12.0
유니퀘스트,00414601,077500,2021,B,490332217891.0,379977750281.0,590983230900.0,402809427295.0,181823563167.0,76726041363.0,24338551445.0,16021787723.0,12.76,13.96,42.85714285714285,44.96,9789178606.0,190.0,180.0,0.0,0.0
그린케미칼,00454946,083420,2021,B,211689251240.0,176839792647.0,286224000000.0,242398000000.0,88296552358.0,21863388653.0,12682940005.0,36402130182.0,32.22,47.36,11.11111111111111,65.26,15654812185.0,165.0,160.0,3.0,3.0
대한제강,00113225,084010,2021,B,1232437581471.0,944860967703.0,2030305293579.0,1096134815196.0,512229905753.0,220221204974.0,70886946704.0,5054730188.0,6.0,9.0,9.090909090909092,46.34,147565209340.0,394.0,394.0,4.0,3.0
동양고속,00540641,084670,2021,B,168829554468.0,167885900251.0,81175925442.0,83541287254.0,84315063665.0,-30517796428.0,-19706123755.0,36402130182.0,,-8.01,33.33333333333333,47.52,-12664158942.0,670.0,718.0,12.0,22.0
티비에이치글로벌,00409672,084870,2021,B,117022490325.0,175534400772.0,188075549588.0,173139708402.0,62327748051.0,-23097122395.0,-30324658464.0,36402130182.0,,,7.142857142857142,50.02,19764602752.0,293.0,293.0,17.0,16.0
평화산업,00573579,090080,2021,B,220115437716.0,203154749775.0,424123466253.0,338581043382.0,194125631930.0,471241369.0,-7671538017.0,995357733.0,,,23.07692307692308,62.79,9390966120.0,725.0,725.0,81.0,75.0
티웨이항공,00671376,091810,2021,B,735047689453.0,705789065275.0,214395239315.0,269217606930.0,687706321881.0,-198361672689.0,-175457462821.0,2003652772.0,,,20.0,52.99,35096014913.0,2013.0,2037.0,118.0,199.0
KEC,00589127,092220,2021,B,400589167116.0,368345953226.0,267472591083.0,201046480872.0,121440786125.0,11196236558.0,-44630422915.0,66459757.0,,,20.0,36.85,27220832885.0,574.0,621.0,48.0,0.0
KPX홀딩스,00587466,092230,2021,B,1814858039334.0,1698659220590.0,1238702229927.0,953179618487.0,445438442973.0,112681101245.0,88938173434.0,14060678937.0,25.5,9.0,12.5,50.92,-23808884612.0,22.0,18.0,0.0,0.0
동양피스톤,00117726,092780,2021,B,362628219316.0,346056812079.0,354590526034.0,321549087227.0,249350068131.0,9575493677.0,-6287575063.0,3583488313.0,10.66,-10.33,42.85714285714285,55.79,13813522173.0,519.0,521.0,38.0,37.0
LF,00593032,093050,2021,B,2541137894593.0,2479439883815.0,1793103979720.0,1610459972097.0,1042768391210.0,199358049804.0,54479572049.0,221438200808.0,14.4,82.2,8.333333333333332,44.81,310313177851.0,909.0,937.0,87.0,54.0
AJ네트웍스,00365387,095570,2021,B,1355044449955.0,1588170350000.0,981947656833.0,871956093147.0,992534361837.0,22290237581.0,-18504130352.0,27941557766.0,15.7,,15.384615384615383,54.79,-11318072318.0,479.0,560.0,9.0,6.0
JW홀딩스,00632304,096760,2021,B,1065779475044.0,1113573849001.0,788936980895.0,781514840023.0,760956330503.0,32487610886.0,23597901289.0,179850492277.0,135.5,176.3,15.789473684210526,50.13,109644020382.0,142.0,123.0,6.0,21.0
비상교육,00520887,100220,2021,B,271514539939.0,263230581094.0,215573813894.0,172313769654.0,71577714119.0,8754641766.0,-16913291072.0,25576084990.0,44.67,,20.0,54.44,19634303812.0,666.0,616.0,62.0,45.0
SNT에너지,00648721,100840,2021,B,332143487939.0,335351656753.0,171088093279.0,237399736036.0,87294231899.0,16397255936.0,13630736509.0,639148425.0,41.5,55.1,20.0,55.93,29859821491.0,187.0,191.0,0.0,1.0
해태제과식품,00428321,101530,2021,B,654856443051.0,621172370379.0,567703451336.0,563935121095.0,395102131054.0,5779850711.0,20268541876.0,121966665089.0,,19.3,15.384615384615383,71.00,60889392730.0,519.0,557.0,29.0,34.0
이연제약,00145598,102460,2021,B,477978172163.0,317609837018.0,142801367549.0,130034153187.0,232741035733.0,5844762014.0,4367688937.0,4226614319.0,82.41,90.11,12.0,61.7,11684528352.0,494.0,503.0,7.0,3.0
한국철강,00687711,104700,2021,B,908707497640.0,868775457581.0,886650000000.0,633382000000.0,186519007034.0,126689772795.0,4249514774.0,36402130182.0,9.98,,27.27272727272727,52.70,52059221625.0,358.0,384.0,0.0,0.0
한세실업,00728638,105630,2021,B,1216241000843.0,1021055617765.0,1671997051772.0,1698262209445.0,751823859857.0,98364816581.0,70398936764.0,6536009864.0,29.14,25.16,14.285714285714285,56.66,-153900419987.0,561.0,568.0,0.0,0.0
우진,00173944,105840,2021,B,229794619014.0,240174509124.0,107647372733.0,89201366130.0,70225425898.0,-7743562388.0,41450883870.0,17212350892.0,-25.3,5.8,40.0,37.18,4979553534.0,153.0,149.0,4.0,7.0
컨버즈,00753643,109070,2021,B,33044552713.0,32146507443.0,39946492326.0,20447824514.0,23434918940.0,-989305700.0,-6392973022.0,3807840438.0,,,27.77777777777778,20.42,1641720569.0,53.0,29.0,0.0,0.0
씨에스윈드,00670340,112610,2021,B,1771100878925.0,880657688570.0,1195036447011.0,969066819918.0,827324537109.0,90736398479.0,57800990084.0,124611977454.0,38.21,56.0,14.285714285714285,52.44,-105391088714.0,93.0,85.0,3.0,0.0
대성에너지,00787376,117580,2021,B,742479534651.0,702116962104.0,770440986512.0,743190573303.0,425136420563.0,14881220777.0,18515639195.0,1004120932.0,57.07,48.65,25.0,72.73,54742668605.0,408.0,406.0,7.0,6.0
아이마켓코리아,00360142,122900,2021,B,1120159809046.0,1110821080034.0,3132491779569.0,2839411295374.0,703385717080.0,62225391376.0,38770751806.0,133455754233.0,49.5,88.4,20.0,40.76,54166341763.0,403.0,418.0,24.0,29.0
한국화장품,00823429,123690,2021,B,48508445747.0,75378061752.0,66965810085.0,72498592505.0,26536427499.0,-4117429017.0,-7107394770.0,2248086120.0,0.0,0.0,10.0,52.95,-9242444800.0,45.0,50.0,0.0,1.0
에스제이엠,00815369,123700,2021,B,241265788213.0,224918994878.0,145725719462.0,138668951905.0,55541850784.0,10312207228.0,7877532803.0,14894516939.0,52.7,29.1,10.0,53.03,-3204023575.0,323.0,323.0,0.0,0.0
인터지스,00151368,129260,2021,B,388581565794.0,385984504452.0,588882039942.0,458316826326.0,181665919506.0,20426389546.0,7533413240.0,9619068542.0,19.3,,27.27272727272727,58.92,11230171307.0,431.0,437.0,10.0,4.0
화인베스틸,00661847,133820,2021,B,183238935517.0,177774671321.0,124077000000.0,98647000000.0,103741068850.0,3493919943.0,-16138116147.0,36402130182.0,,,30.0,51.26,11174821919.0,107.0,116.0,15.0,8.0
핸즈코퍼레이션,00119140,143210,2021,B,894964069149.0,844136126604.0,562213390676.0,572674233326.0,632933749646.0,-70620418267.0,-7039844588.0,13664747153.0,-0.38,-2.99,14.285714285714285,59.19,-89037768837.0,1198.0,1269.0,6.0,10.0
덴티움,00526599,145720,2021,B,570202433075.0,510235858597.0,291529687471.0,229749431321.0,279104016908.0,74717705318.0,26054421980.0,2219026731.0,3.9,7.8,50.0,19.02,74111673803.0,607.0,499.0,28.0,38.0
DSR,00110608,155660,2021,B,302598631429.0,252937447385.0,272417651710.0,230979854250.0,124579417803.0,15939358449.0,11362912638.0,36402130182.0,6.5,9.0,21.428571428571427,70.57,5332134198.0,166.0,167.0,0.0,0.0
더블유게임즈,01010110,192080,2021,B,1381904218263.0,1023166745928.0,624060773474.0,658175938523.0,197077447691.0,197852881282.0,169069173345.0,826857948176.0,9.5,5.3,37.5,43.73,189499036494.0,273.0,259.0,7.0,6.0
쿠쿠홀딩스,00132354,192400,2021,B,1051892517157.0,921534394518.0,685109273863.0,587794622663.0,184150127215.0,159677931699.0,133530952394.0,2034579690.0,15.02,19.22,50.0,69.07,85661972127.0,46.0,42.0,2.0,2.0
디와이파워,01059605,210540,2021,B,342046278048.0,287809530580.0,437161571106.0,304751063277.0,116073402046.0,42014909162.0,35204456897.0,604242547.0,10.7,9.6,11.11111111111111,38.46,12060985351.0,368.0,370.0,76.0,31.0
LS전선아시아,01093007,229640,2021,B,495255400435.0,416558419110.0,750616895541.0,579612301477.0,322872794667.0,21054739131.0,12274106997.0,35028615633.0,49.41,82.54,33.33333333333333,61.72,-32480409189.0,5.0,5.0,0.0,0.0
JW생명과학,00225706,234080,2021,B,219466609317.0,214402015696.0,169816950012.0,183521045082.0,87974591257.0,18287103238.0,22740408792.0,5311497530.0,59.95,45.76,15.384615384615383,43.11,30165045645.0,261.0,247.0,21.0,31.0
샘표식품,01167056,248170,2021,B,327531637320.0,268629470251.0,348701054310.0,318948778956.0,112576901190.0,26146622197.0,41758149473.0,440460393.0,3.86,2.53,16.666666666666664,60.02,32030537356.0,645.0,613.0,108.0,89.0
크라운제과,01205329,264900,2021,B,324569691616.0,327040458032.0,381212000000.0,381539000000.0,164015182221.0,17070230866.0,20092124340.0,36402130182.0,24.4,19.7,10.0,61.68,34757494143.0,1209.0,1262.0,110.0,85.0
케이씨텍,01261893,281820,2021,B,453025637542.0,407295413417.0,344546239687.0,319894705139.0,67862265059.0,53695172366.0,53567245740.0,36402130182.0,10.9,10.9,5.88235294117647,47.17,41084412719.0,708.0,617.0,17.0,24.0
쿠쿠홈시스,01267684,284740,2021,B,929301624227.0,704890676288.0,844284505890.0,765303180423.0,276439250562.0,189978308817.0,108706186561.0,6272032549.0,12.78,20.44,50.0,75.44,40590934775.0,474.0,479.0,150.0,118.0
하나제약,00248974,293480,2021,B,303497254437.0,276579303713.0,196407000000.0,177306000000.0,51596170881.0,35846851633.0,28495373125.0,36402130182.0,31.5,53.9,8.0,58.68,25655058070.0,580.0,575.0,56.0,40.0
HDC현대산업개발,01310269,294870,2021,B,6566377904144.0,6116097910011.0,3363905605791.0,3670224980413.0,3681097259241.0,294375046274.0,347606832690.0,10928510361.0,22.4,18.0,20.0,41.48,30449503915.0,905.0,971.0,760.0,620.0
자이에스앤디,00367844,317400,2021,B,544345862031.0,413286395055.0,435730829464.0,356212405200.0,235999657379.0,48557352218.0,27187665762.0,36402130182.0,21.2,19.2,30.0,61.17,97875115312.0,520.0,501.0,2037.0,2196.0
솔루스첨단소재,01412822,336370,2021,B,1011599745576.0,841168486543.0,380330790029.0,290163176318.0,489392306309.0,3569874260.0,-2277481410.0,19680692076.0,33.0,,37.5,40.88,-41974380199.0,263.0,223.0,8.0,14.0
포스코엠텍,00128111,009520,2021,B,156334135241.0,130303408273.0,323878359080.0,255399800061.0,51769384866.0,16636802026.0,12359588207.0,36402130182.0,25.5,35.4,12.5,50.69,3411845895.0,917.0,954.0,70.0,55.0
오리콤,00141671,010470,2021,B,211147448552.0,172323658779.0,157357863438.0,132282413669.0,114060721876.0,8549252895.0,1064840097.0,15832018379.0,41.5,329.0,27.27272727272727,66.67,13359700861.0,246.0,273.0,17.0,11.0
원익홀딩스,00216647,030530,2021,B,1955265962993.0,1650665108747.0,667945595130.0,645964626184.0,623762016411.0,31220229282.0,41113624784.0,148340416312.0,,,6.666666666666667,47.75,81011416965.0,318.0,312.0,92.0,81.0
다우데이타,00238782,032190,2021,B,47001465112672.0,38997606367967.0,6580054062920.0,5093906291877.0,42134095985742.0,1325223579454.0,1032433439151.0,126816690755.0,7.82,9.96,7.6923076923076925,67.33,-3421598421532.0,157.0,320.0,6.0,8.0
케이엠더블유,00226352,032500,2021,B,366409620638.0,391104209515.0,205159021050.0,338496094772.0,115906840300.0,-4797230389.0,24200510617.0,4733540888.0,,,40.0,35.48,47580632932.0,399.0,413.0,0.0,0.0
파라다이스,00171265,034230,2021,B,3471796250289.0,3313512458993.0,414466172837.0,453881181278.0,1957355763818.0,-65884916614.0,-175415815614.0,178112563413.0,,,10.526315789473683,46.38,-35129167750.0,1291.0,1271.0,42.0,72.0
JYP Ent.,00258689,035900,2021,B,317418306083.0,223949702666.0,193899561773.0,144399021991.0,66768917247.0,85912417959.0,37987823328.0,29545607468.0,18.1,17.2,42.85714285714285,18.20,45832695228.0,274.0,242.0,6.0,0.0
솔브레인홀딩스,00247975,036830,2021,B,1523515820019.0,1339377713537.0,417194970875.0,235745054661.0,419074295825.0,49710175567.0,68898891751.0,150209466213.0,9.85,,7.6923076923076925,73.57,4489619111.0,61.0,69.0,15.0,10.0
삼표시멘트,00239639,038500,2021,B,1412331190231.0,1349298506487.0,568987710995.0,543151580297.0,756248687736.0,21877311653.0,26114672820.0,224225293560.0,39.57,58.66,17.391304347826086,65.04,32722226100.0,602.0,638.0,55,52.0
에스엠,00260930,041510,2021,B,1314942073873.0,1068872535478.0,701563172148.0,579875790663.0,526500165835.0,173136327794.0,-40569580031.0,144813615831.0,3.5,,5.555555555555555,19.42,122557828394.0,494.0,392.0,28.0,94.0
코미팜,00187415,041960,2021,B,115261543395.0,121912527790.0,35847403531.0,37160448878.0,42855825154.0,-5934355768.0,-3956597678.0,909267292.0,,,28.57142857142857,40.11,-1255928964.0,157.0,148.0,2.0,2.0
SBS콘텐츠허브,00280688,046140,2021,B,219553306990.0,195284638326.0,180350966371.0,153707357447.0,52266228187.0,23900569879.0,15107651337.0,841283523.0,9.8,,42.85714285714285,64.96,33249992827.0,42.0,40.0,11.0,9.0
인터플렉스,00369170,051370,2021,B,356224457260.0,327916556709.0,446995490354.0,323691278747.0,176992311644.0,608977938.0,-34389037857.0,530277749.0,,,7.6923076923076925,47.74,11173315424.0,371.0,413.0,112.0,57.0
한국정보인증,00306454,053300,2021,B,265345149856.0,118767768657.0,58870575735.0,45712275943.0,57812234191.0,16124227536.0,12566497547.0,35405153820.0,38.6,32.0,15.0,37.47,15286453027.0,122.0,83.0,6.0,3.0
이니텍,00353610,053350,2021,B,138900685479.0,256870838502.0,50255619333.0,41799027754.0,18495356392.0,2400720629.0,-401991666.0,36402130182.0,7.3,,27.27272727272727,0.00,-288977185.0,205.0,215.0,18.0,17.0
신화인터텍,00228350,056700,2021,B,175295772742.0,176253207787.0,246412910103.0,255336300271.0,74879789523.0,1713264748.0,3773849756.0,4092032832.0,,43.5,10.0,20.51,8334740756.0,328.0,341.0,0.0,0.0
KT서브마린,00225742,060370,2021,B,110389639619.0,116812532468.0,29877000000.0,52226000000.0,10736198790.0,-4114567649.0,2018773354.0,36402130182.0,-19.4,51.5,30.0,36.90,10253094807.0,65.0,67.0,1.0,2.0
드림어스컴퍼니,00364467,060570,2021,B,254904569179.0,172443439357.0,244189264502.0,226329072223.0,175265354702.0,-15844876543.0,-25048195496.0,15767310137.0,,,33.33333333333333,51.44,2393118644.0,285.0,271.0,20.0,30.0
KH바텍,00378628,060720,2021,B,381851259789.0,294887205322.0,339842788109.0,185001559995.0,165261250770.0,37047412023.0,-14917502870.0,11379384210.0,20.36,,7.6923076923076925,25.27,75374210680.0,68.0,62.0,8.0,4.0
티씨케이,00245472,064760,2021,B,389705970637.0,308578502890.0,270766568000.0,228209745000.0,50193523554.0,106324889168.0,80232997070.0,36402130182.0,20.4,21.2,7.142857142857142,44.40,78650104268.0,433.0,399.0,6.0,2.0
아프리카TV,00399694,067160,2021,B,408149760647.0,292037611328.0,272294771005.0,196566477876.0,198723010089.0,89063339425.0,47535022166.0,15976962069.0,11.3,19.3,5.88235294117647,25.44,133463743907.0,573.0,527.0,26.0,52.0
웹젠,00405320,069080,2021,B,615264680380.0,542700243820.0,284521590313.0,293708375149.0,109353438828.0,121032401630.0,116071306702.0,31407153667.0,,,50.0,27.19,88151830415.0,537.0,554.0,10.0,8.0
국일제지,00104573,078130,2021,B,141109203304.0,127319695801.0,95450777784.0,100061025728.0,73386346414.0,-9050108014.0,3057258290.0,356559057.0,,,12.5,32.45,-9904542481.0,195.0,193.0,14.0,14.0
컴투스,00476498,078340,2021,B,1858805187817.0,1049132498425.0,558680670101.0,508988651181.0,445864299550.0,145258182734.0,103583514545.0,343208616326.0,11.9,22.4,8.333333333333332,29.45,90152879116.0,1142.0,979.0,89.0,69.0
대주전자재료,00177816,078600,2021,B,298387221700.0,206009387091.0,198707699319.0,154543468825.0,166476198434.0,16538590932.0,5697716572.0,1259671886.0,6.5,15.0,50.0,27.79,7542102891.0,284.0,266.0,1.0,1.0
유진테크,00531014,084370,2021,B,382891842028.0,293959661022.0,324575857261.0,202591825421.0,72151255240.0,84212985420.0,17482239854.0,37962596547.0,10.0,147.6,3.7037037037037033,37.45,72457608239.0,297.0,235.0,0.0,0.0
헬릭스미스,00359395,084990,2021,B,282500918861.0,478137237730.0,2316243855.0,4248298881.0,57368412918.0,-67715160717.0,-68107974789.0,7939791346.0,,,33.33333333333333,7.25,-37294150923.0,107.0,110.0,4.0,2.0
파트론,00490151,091700,2021,B,680010871814.0,605213735919.0,1312658128819.0,1179278982259.0,199476320535.0,75147273912.0,29795267075.0,14738372673.0,26.7,58.5,7.142857142857142,32.13,164059910983.0,463.0,471.0,0.0,0.0
테스,00524421,095610,2021,B,336944738958.0,274869980924.0,375194330803.0,245967498959.0,41999577651.0,78077523222.0,38496599447.0,6058712829.0,14.0,28.3,20.0,29.26,76534760051.0,388.0,350.0,0.0,0.0
코오롱생명과학,00525642,102940,2021,B,234658306594.0,248337693603.0,165485310364.0,129412917590.0,135248149958.0,-4010570969.0,-43195228749.0,502146524.0,,,12.5,35.56,-16187348295.0,427.0,413.0,20.0,23.0
위메이드,00444329,112040,2021,B,1027300099293.0,321988256236.0,334983131724.0,126704859703.0,383599172258.0,391820836295.0,-14245919737.0,49227492599.0,7.0,,7.6923076923076925,45.81,94395580798.0,159.0,107.0,16.0,13.0
와이지엔터테인먼트,00613318,122870,2021,B,621483516064.0,542817503814.0,321636184178.0,255262402297.0,138720463804.0,36361906238.0,20494267327.0,44469186264.0,68.71,,28.57142857142857,20.86,36865797260.0,361.0,330.0,16.0,19.0
피엔티,00612294,137400,2021,B,576359315158.0,435428127687.0,377728397182.0,390049983364.0,398652931080.0,70865550581.0,43732138057.0,3306706505.0,6.3,6.4,42.85714285714285,17.06,41926421558.0,474.0,364.0,0.0,0.0
휴젤,00888347,145020,2021,B,1009737148461.0,956344165833.0,231859108191.0,211038348381.0,180569259363.0,87442351017.0,69337506975.0,197428181905.0,,,28.57142857142857,43.73,85940034914.0,450.0,416.0,22.0,22.0
KG ETS,00366137,151860,2021,B,3067463381624.0,2558371875406.0,3412499198026.0,153866929956.0,1831557233163.0,237564264444.0,32047153188.0,6491727663.0,9.01,14.26,25.0,46.59,-43724576832.0,159.0,158.0,1.0,0.0
콜마비앤에이치,01032404,200130,2021,B,537888670052.0,507956738744.0,593080731909.0,606891551147.0,151248567774.0,91928146227.0,109672947643.0,22204340194.0,16.3,11.7,12.5,55.31,71939580096.0,445.0,387.0,16.0,8.0
클래시스,01061327,214150,2021,B,216379205336.0,137526116368.0,100596935574.0,76460931514.0,52634773984.0,55624588693.0,39293367704.0,1123998104.0,9.8,10.2,37.5,85.05,36367042257.0,273.0,185.0,0.0,0.0
파마리서치,00970453,214450,2021,B,427646749519.0,319831469290.0,154082897894.0,108745921878.0,99288024088.0,56033421122.0,39537256822.0,42788347944.0,12.8,15.1,42.85714285714285,40.21,65297140554.0,264.0,223.0,6.0,8.0
골프존,01067516,215000,2021,B,483601164477.0,367293667416.0,440308103513.0,298524085458.0,191699130728.0,103763794939.0,48705922316.0,20803656835.0,28.8,41.0,18.75,53.37,136071286672.0,446.0,396.0,13.0,29.0
인크로스,00819073,216050,2021,B,230365261451.0,179307690932.0,51801203742.0,39440174261.0,137355877570.0,27058271467.0,14763379376.0,1532367037.0,24.7,,42.85714285714285,39.40,10182699706.0,199.0,189.0,49.0,28.0
휴온스,01159853,243070,2021,B,436897635210.0,416501439509.0,436911388927.0,406677880968.0,166262425460.0,40858842927.0,71542308052.0,5743314496.0,21.0,11.0,11.11111111111111,45.05,55592925481.0,793.0,736.0,21.0,27.0
에코프로비엠,01160363,247540,2021,B,1425857751938.0,798986124781.0,1485628623826.0,854748843876.0,829712539065.0,114425469995.0,47617844012.0,12070439194.0,20.8,20.1,13.636363636363637,52.6,-100889335917.0,1101.0,903.0,50.0,27.0
스튜디오드래곤,01168684,253450,2021,B,884028333744.0,757299504134.0,487113525190.0,525729451263.0,200163847030.0,52008442421.0,41536199484.0,298028251868.0,,,16.666666666666664,56.88,-8375258954.0,147.0,120.0,19.0,18.0
펄어비스,01152470,263750,2021,B,1356600316511.0,897191642084.0,403789463993.0,488768843749.0,637603461155.0,77734429750.0,141975914569.0,302370514681.0,,,22.22222222222222,49.85,64436408118.0,789.0,672.0,141.0,88.0
이녹스첨단소재,01237540,272290,2021,B,450629009610.0,318623157887.0,487292463999.0,336257633456.0,142027307784.0,100142589246.0,32218277181.0,1898687662.0,8.57,,20.0,33.43,60798717453.0,590.0,585.0,114.0,71.0
와이즈버즈,01236532,273060,2021,B,58765643429.0,66629732793.0,12262077000.0,12270204000.0,18239007192.0,3107376043.0,-2419753899.0,36402130182.0,35.78,,14.285714285714285,48.94,-548435923.0,114.0,111.0,0.0,2.0
천보,00897752,278280,2021,B,403737992608.0,260701295701.0,271578895592.0,155491357442.0,97682643793.0,54942888636.0,19295758378.0,1178994372.0,7.0,11.0,42.85714285714285,56.68,-14278713362.0,128.0,127.0,0.0,0.0
에이비엘바이오,01256864,298380,2021,B,65452755704.0,99894442393.0,5332068943.0,8104203457.0,9499816726.0,-43557942985.0,-55605916023.0,36402130182.0,,,33.33333333333333,32.13,-40605186980.0,90.0,89.0,0.0,0.0
KR모터스,00112378,000040,2021,C,168436811482.0,155873460967.0,133510437922.0,117834375061.0,118211175186.0,-11939523264.0,-11386267112.0,2783987427.0,,,33.33333333333333,51.38,-8501041088.0,52.0,62.0,0.0,0.0
경방,00101628,000050,2021,C,1270805118229.0,1264902051181.0,383357144805.0,329224740782.0,518658698167.0,31144150126.0,22683044505.0,1500573321.0,14.05,24.96,7.6923076923076925,59.37,20910159298.0,159.0,131.0,44.0,4.0
성창기업지주,00133335,000180,2021,C,703740104842.0,707392786834.0,197940313061.0,170916583169.0,164488267623.0,8191666437.0,7478494657.0,324762570.0,,,11.11111111111111,30.36,18277236469.0,41.0,34.0,1.0,1.0
