회사명,corp_code,stock_code,연도,ESG,자산총계,자산총계(t-1),매출액,매출액(t-1),부채총계,EBITDA,EBITDA(t-1),무형자산,현금 배당 성향,현금 배당 성향(t-1),사외이사 비율,최대주주지분율,영업활동 현금흐름,정규직 수,정규직 수(t-1),비정규직 수,비정규직 수(t-1)
대창단조,00112679,015230,2022,C,338228490208.0,298478418840.0,421497657834.0,354439661796.0,95831169725.0,56997948957.0,36863983404.0,1237623449.0,14.11,13.12,50.0,45.44,29285316576.0,100.0,102.0,3.0,2.0
태경산업,00153339,015890,2022,C,625038862557.0,584726245924.0,733384357738.0,516770864906.0,204202010453.0,40219504737.0,37357770959.0,22260272005.0,36.79,42.29,10.0,61.96,31185892491.0,247.0,255.0,0.0,0.0
대현,00113614,016090,2022,C,297649820407.0,280081122058.0,319305279593.0,287896441056.0,54998741748.0,31995216431.0,24094494167.0,37913714177.0,19.2,20.7,30.0,47.28,21770390423.0,445.0,452.0,15.0,8.0
한세예스24홀딩스,00161976,016450,2022,B+,2036963741120.0,2241273059610.0,3322113533739.0,2798895736344.0,1205446231945.0,100275158654.0,130409997443.0,79045574508.0,46.05,24.36,33.33333333333333,79.72,221140252011.0,23.0,30.0,0.0,2.0
환인제약,00166573,016580,2022,B,369374561471.0,353188871835.0,198934734394.0,177775700611.0,35446435977.0,29808164082.0,33881528304.0,3176128672.0,19.15,17.18,27.27272727272727,21.90,16851173850.0,504.0,480.0,58.0,29.0
대성홀딩스,00108940,016710,2022,C,1391346077818.0,1244012863048.0,1253169917697.0,938585207962.0,786541938665.0,13922485247.0,31886127293.0,2768289781.0,82.0,16.7,50.0,72.74,74633025351.0,39.0,39.0,0.0,0.0
두올,00119672,016740,2022,D,462171290214.0,424141554671.0,565996038053.0,495632646209.0,263998120328.0,12841545754.0,24262752796.0,40693524519.0,34.5,16.71,28.57142857142857,36.25,18447104322.0,526.0,491.0,22.0,18.0
퍼시스,00161709,016800,2022,D,544804538072.0,575484571263.0,381251130841.0,326505279504.0,71851940711.0,10869233948.0,59740863426.0,37913714177.0,167.7,22.37,28.57142857142857,54.71,26431379927.0,216.0,208.0,3.0,7.0
웅진,00143651,016880,2022,C,1094417787764.0,1065994370493.0,1049841292075.0,979866235586.0,868253314371.0,8881913756.0,36691978044.0,95522835707.0,,,28.57142857142857,29.51,112388797043.0,824.0,648.0,17.0,177.0
명문제약,00121039,017180,2022,D,230449822959.0,223263081737.0,152134940505.0,137759902074.0,135182358858.0,2652206377.0,-6598119107.0,318468506.0,,,7.6923076923076925,20.68,5474842482.0,284.0,306.0,13.0,10.0
우신시스템,00142883,017370,2022,D,282515715608.0,309605708018.0,254538462220.0,262337789266.0,192467200303.0,5750975354.0,-13090309106.0,2825847913.0,17.1,,16.666666666666664,36.88,18003437299.0,218.0,235.0,13.0,12.0
광전자,00152729,017900,2022,D,247855306698.0,238961555432.0,152201072028.0,173773675132.0,20234706018.0,9576480512.0,12810383021.0,192316367.0,18.2,22.8,25.0,55.48,17453957644.0,794.0,876.0,36.0,27.0
조일알미늄,00149239,018470,2022,C,367680590342.0,347937579509.0,562385000000.0,466932000000.0,180767713986.0,11281955816.0,16851107957.0,37913714177.0,,,37.5,43.35,5792647946.0,340.0,346.0,42.0,47.0
신풍제약,00137359,019170,2022,C,361536058296.0,398349774820.0,209287627763.0,189237234928.0,30777770605.0,-34781537279.0,-8985644900.0,6930822496.0,,,23.07692307692308,24.43,-26443578950.0,809.0,804.0,12.0,9.0
티에이치엔,00118965,019180,2022,D,371353957512.0,339937205990.0,469666790784.0,402733099165.0,279919564485.0,2327531270.0,23705707320.0,1503286647.0,-14.2,5.4,5.0,42.80,29879210139.0,455.0,447.0,40.0,25.0
키다리스튜디오,00140131,020120,2022,D,378769210908.0,290122174756.0,169433774760.0,119118155904.0,104145178065.0,-2457881428.0,4346042796.0,18727281484.0,,,11.11111111111111,46.17,9896437499.0,237.0,193.0,42.0,0.0
일진디스플,00198697,020760,2022,D,117303570494.0,117460183728.0,124347842285.0,101440583884.0,88372905690.0,-3627403567.0,-41355217398.0,211571665.0,,,16.666666666666664,44.96,-2736272774.0,112.0,209.0,1.0,0.0
서원,00131197,021050,2022,C,266232857341.0,293365978377.0,275679000000.0,261636000000.0,129996555577.0,-1061379310.0,19291200453.0,37913714177.0,,4.8,12.5,38.69,10941811223.0,145.0,141.0,0.0,0.0
MH에탄올,00121534,023150,2022,C,447440404391.0,451460751811.0,110722401934.0,102066936941.0,352042676901.0,10153256901.0,11567973971.0,5061612696.0,32.6,38.5,9.090909090909092,43.63,16477363979.0,51.0,50.0,1.0,3.0
한국종합기술,00159500,023350,2022,C,332695359728.0,339419339331.0,283703000000.0,268252000000.0,183900047649.0,6710644912.0,14601016600.0,37913714177.0,27.4,9.4,6.976744186046512,53.63,-3718013912.0,1086.0,1028.0,531.0,437.0
대원화성,00112022,024890,2022,D,130913447074.0,135832581638.0,146805183509.0,113339078287.0,68456840367.0,-8982446378.0,-8561150021.0,805424665.0,,,50.0,46.72,-6789277494.0,158.0,163.0,0.0,0.0
에스제이엠홀딩스,00181943,025530,2022,C,328166066953.0,329167359802.0,184223689219.0,149668812660.0,65018743060.0,11520770167.0,12219179374.0,13674491064.0,117.9,74.8,16.666666666666664,63.90,10862602401.0,5.0,5.0,0.0,0.0
이구산업,00145464,025820,2022,C,337212432145.0,323941424422.0,429619000000.0,334357000000.0,209999597611.0,5164140309.0,28590914435.0,37913714177.0,29.2,7.9,33.33333333333333,51.01,-1688618742.0,151.0,145.0,53.0,46.0
남해화학,00107987,025860,2022,C,902896419890.0,719110524869.0,2169565870526.0,1451884407283.0,380906101431.0,65209716196.0,24456579339.0,37913714177.0,10.18,13.28,66.66666666666666,56.00,-96145539039.0,489.0,469.0,23.0,24.0
세하,00133706,027970,2022,D,200976546330.0,195333621254.0,227325000000.0,204435000000.0,99693650002.0,2194853255.0,11716760708.0,37913714177.0,,,9.090909090909092,50.73,6283892896.0,281.0,270.0,0.0,0.0
케이씨,00209780,029460,2022,C,1004623911655.0,964515631018.0,857973655257.0,553763394521.0,213860828781.0,125942009184.0,84697875091.0,36838035486.0,4.3,7.1,10.526315789473683,40.67,108043803819.0,216.0,198.0,7.0,8.0
롯데관광개발,00231372,032350,2022,D,1802776594203.0,1302424556614.0,183670906051.0,107071758778.0,1571088484599.0,-224037837216.0,-208390846821.0,49099720421.0,,,9.090909090909092,45.52,-62856715016.0,1093.0,1277.0,14.0,17.0
유나이티드,00158963,033270,2022,B,417890866564.0,380032751461.0,262522000000.0,221040000000.0,80034380202.0,53424815313.0,39483228201.0,37913714177.0,12.99,19.17,23.07692307692308,37.00,63782033402.0,885.0,824.0,0.0,0.0
세종공업,00134510,033530,2022,C,1149427317637.0,1180100054496.0,1858856802835.0,1548249404788.0,748025818053.0,20858442997.0,-7027050985.0,34464957216.0,,-31.7,6.25,43.87,38343209140.0,646.0,697.0,7.0,10.0
무학,00121543,033920,2022,C,605739795014.0,646644149778.0,152832444811.0,126928339596.0,125178899253.0,-15451745055.0,-17966432267.0,504347181.0,-46.14,-37.99,27.27272727272727,61.46,28142525184.0,223.0,264.0,161.0,181.0
SBS,00130772,034120,2022,C,1407888696660.0,1462149708150.0,1173781580894.0,1049034569606.0,534612151995.0,177557965489.0,179533094312.0,54327648183.0,11.6,13.0,44.44444444444444,36.92,-55802200559.0,943.0,943.0,95.0,30.0
상신브레이크,00129642,041650,2022,D,543596267420.0,493641121647.0,489014822462.0,397023068047.0,346007238334.0,6816196575.0,14773620338.0,2362481056.0,269.6,15.8,15.0,46.31,-7159124867.0,599.0,623.0,29.0,17.0
유니온머티리얼,00369833,047400,2022,D,204164784861.0,186669511383.0,126146837365.0,118261478442.0,120343646929.0,1281667707.0,1576587443.0,1431513742.0,,270.2,11.11111111111111,44.07,-12105936736.0,304.0,310.0,1.0,0.0
우진플라임,00303217,049800,2022,D,285245048447.0,276360691146.0,254578736012.0,233989445051.0,182460324751.0,25088979568.0,18846290860.0,829370308.0,4.57,4.44,20.0,40.8,26443219234.0,553.0,528.0,0.0,0.0
한전KPS,00159218,051600,2022,A,1562022195345.0,1426920122047.0,1429074836456.0,1380553428993.0,346288975190.0,134599664565.0,135940823505.0,8320233975.0,58.6,54.7,37.5,51.00,81342892673.0,609.0,587.0,155.0,227.0
다스코,00353878,058730,2022,D,346117669232.0,298527299745.0,378481455313.0,363600169196.0,202891749126.0,5014419459.0,-1163969047.0,5950977345.0,,,15.0,37.37,22187230063.0,228.0,238.0,8.0,9.0
SNT모티브,00398792,064960,2022,C,1225486689781.0,1149796359145.0,1044860611248.0,941744683893.0,346460014011.0,118909596673.0,109466634935.0,9375277547.0,24.4,27.8,20.0,41.10,108541712300.0,673.0,698.0,43.0,28.0
대호에이엘,00428729,069460,2022,D,157016306876.0,145025262064.0,174036740741.0,143401758272.0,81391435646.0,6655899866.0,-3485660015.0,37913714177.0,,,16.666666666666664,0.0,5065643371.0,177.0,165.0,0.0,0.0
하이스틸,00435312,071090,2022,C,292456090103.0,259714571728.0,316413941902.0,226150662388.0,143503167006.0,14268749588.0,13944409653.0,1400304566.0,,,7.6923076923076925,53.04,515848984.0,194.0,192.0,9.0,8.0
코아스,00210856,071950,2022,C,76246124909.0,79299245941.0,97886470716.0,110769785777.0,58375881363.0,-1679235726.0,-5274525234.0,1644041982.0,,,18.181818181818183,27.30,-4504647659.0,228.0,244.0,39.0,29.0
STX중공업,00406046,071970,2022,C,416290993852.0,430406730156.0,179328152621.0,137403818447.0,224154879957.0,15666817050.0,-2125012290.0,4387144388.0,,,15.384615384615383,47.81,-20431159379.0,257.0,240.0,15.0,8.0
유니퀘스트,00414601,077500,2022,D,610723418178.0,490332217891.0,739459798297.0,590983230900.0,262882234237.0,46874164082.0,76726041363.0,13393860465.0,10.69,12.76,50.0,44.82,-46253641466.0,212.0,190.0,0.0,0.0
그린케미칼,00454946,083420,2022,D,196645335068.0,211689251240.0,324927000000.0,286224000000.0,74168153281.0,5989330707.0,21863388653.0,37913714177.0,186.93,32.22,11.11111111111111,59.80,18757155580.0,171.0,165.0,3.0,3.0
대한제강,00113225,084010,2022,D,1220496809666.0,1232437581471.0,2141616301745.0,2030305293579.0,422049932807.0,195770968238.0,220221204974.0,4600583405.0,11.0,6.0,9.090909090909092,45.42,73160251702.0,401.0,394.0,5.0,4.0
동양고속,00540641,084670,2022,D,165498374153.0,168829554468.0,104429014786.0,81175925442.0,90255923833.0,-15764824874.0,-30517796428.0,37913714177.0,,,33.33333333333333,47.52,-5004176715.0,630.0,670.0,10.0,12.0
티비에이치글로벌,00409672,084870,2022,D,112327631684.0,117022490325.0,203091521251.0,188075549588.0,52145159202.0,9514467738.0,-23097122395.0,37913714177.0,,,6.25,49.83,-7881679248.0,254.0,293.0,14.0,17.0
평화산업,00573579,090080,2022,C,236600606117.0,220115437716.0,519932246828.0,424123466253.0,195168304315.0,5027429431.0,471241369.0,1040546848.0,,,20.0,62.79,19207600161.0,734.0,725.0,58.0,81.0
티웨이항공,00671376,091810,2022,C,1042495890560.0,735047689453.0,525821186068.0,214395239315.0,983093107924.0,-150165866513.0,-198361672689.0,1933798298.0,,,19.047619047619047,41.18,165994528560.0,1983.0,2013.0,267.0,118.0
KEC,00589127,092220,2022,C,401136512524.0,400589167116.0,256171262590.0,267472591083.0,96489867891.0,20781637107.0,11196236558.0,33101635.0,39.7,,25.0,34.53,6745931008.0,566.0,574.0,2.0,48.0
KPX홀딩스,00587466,092230,2022,C,1819893802654.0,1814858039334.0,1240447444718.0,1238702229927.0,448980401917.0,47202821846.0,112681101245.0,16395765983.0,125.7,25.5,12.5,47.90,102615005611.0,21.0,22.0,0.0,0.0
동양피스톤,00117726,092780,2022,C,374266034502.0,362628219316.0,397883097756.0,354590526034.0,249740813399.0,4173013294.0,9575493677.0,3469100528.0,,10.66,42.85714285714285,55.79,26313248705.0,518.0,519.0,58.0,38.0
LF,00593032,093050,2022,B,2584040376470.0,2541137894593.0,1968540364635.0,1793103979720.0,927192269932.0,223766942606.0,199358049804.0,219969782992.0,13.1,14.4,8.333333333333332,47.74,160923026134.0,1057.0,909.0,168.0,87.0
AJ네트웍스,00365387,095570,2022,B+,1481445371745.0,1355044449955.0,1208367577386.0,981947656833.0,1119559529255.0,27642664014.0,22290237581.0,25270682800.0,134.4,15.7,12.5,53.59,18324411864.0,547.0,479.0,14.0,9.0
JW홀딩스,00632304,096760,2022,B+,1157579707497.0,1065779475044.0,864536430725.0,788936980895.0,824316934495.0,70994753228.0,32487610886.0,173262310541.0,675.8,135.5,15.0,50.16,104426313774.0,138.0,142.0,7.0,6.0
비상교육,00520887,100220,2022,B,309226087513.0,271514539939.0,253028639290.0,215573813894.0,112016003859.0,331097721.0,8754641766.0,16932668837.0,,44.67,20.0,54.14,2003229615.0,880.0,666.0,77.0,62.0
SNT에너지,00648721,100840,2022,C,429772701838.0,332143487939.0,202878635272.0,171088093279.0,174341588445.0,16998520736.0,16397255936.0,4023715248.0,34.9,41.5,20.0,59.93,28910380084.0,176.0,187.0,1.0,0.0
해태제과식품,00428321,101530,2022,C,691254955147.0,654856443051.0,590266473598.0,567703451336.0,437389311669.0,5307964378.0,5779850711.0,117791000304.0,,,14.285714285714285,62.10,18783336167.0,480.0,519.0,28.0,29.0
이연제약,00145598,102460,2022,C,484691741651.0,477978172163.0,154038839268.0,142801367549.0,236926485584.0,6893915535.0,5844762014.0,4203938667.0,36.83,82.41,10.714285714285714,57.57,8729174373.0,475.0,494.0,17.0,7.0
한국철강,00687711,104700,2022,C,938653807133.0,908707497640.0,1064177000000.0,886650000000.0,147735227497.0,112957311341.0,126689772795.0,37913714177.0,14.6,9.98,27.27272727272727,52.66,36404663697.0,346.0,358.0,0.0,0.0
한세실업,00728638,105630,2022,C,1239211177169.0,1216241000843.0,2204761177310.0,1671997051772.0,702124695430.0,130434715182.0,98364816581.0,6139091326.0,22.91,29.14,21.428571428571427,56.66,196687444991.0,492.0,561.0,16.0,0.0
우진,00173944,105840,2022,C,227053375662.0,229794619014.0,124056658737.0,107647372733.0,50483944670.0,14528662739.0,-7743562388.0,17239296231.0,31.4,-25.3,28.57142857142857,31.58,14027281040.0,148.0,153.0,2.0,4.0
컨버즈,00753643,109070,2022,D,32951331825.0,33044552713.0,28771235340.0,39946492326.0,18158116569.0,-8963636730.0,-989305700.0,684964665.0,,,27.27272727272727,15.29,-3916534504.0,43.0,53.0,0.0,0.0
씨에스윈드,00670340,112610,2022,C,1779540149764.0,1771100878925.0,1374893317788.0,1195036447011.0,854871284096.0,1737792056.0,90736398479.0,120893283014.0,,38.21,16.0,43.47,150825432173.0,102.0,93.0,1.0,3.0
대성에너지,00787376,117580,2022,C,834489958201.0,742479534651.0,1020936453937.0,770440986512.0,520696425282.0,-204319222.0,14881220777.0,809951399.0,-899.99,57.07,33.33333333333333,72.73,53041240730.0,396.0,408.0,10.0,7.0
아이마켓코리아,00360142,122900,2022,C,1224954676333.0,1120159809046.0,3588174695943.0,3132491779569.0,814780662561.0,37284002615.0,62225391376.0,126292324227.0,84.9,49.5,20.0,43.11,81317039002.0,398.0,403.0,24.0,24.0
한국화장품,00823429,123690,2022,C,43913329550.0,48508445747.0,66046677154.0,66965810085.0,21500163750.0,-1887407811.0,-4117429017.0,1383045039.0,0.0,0.0,9.090909090909092,52.95,3062605441.0,48.0,45.0,0.0,0.0
에스제이엠,00815369,123700,2022,D,243275367790.0,241265788213.0,180237704926.0,145725719462.0,56088466557.0,11225538003.0,10312207228.0,13672324393.0,31.7,52.7,12.5,53.03,9344158000.0,302.0,323.0,0.0,0.0
인터지스,00151368,129260,2022,C,433167237634.0,388581565794.0,719983672710.0,588882039942.0,178721965121.0,35192693824.0,20426389546.0,9653685257.0,11.0,19.3,27.27272727272727,57.18,22731981055.0,458.0,431.0,6.0,10.0
화인베스틸,00661847,133820,2022,D,179622909869.0,183238935517.0,139604000000.0,124077000000.0,101359925313.0,-2833930840.0,3493919943.0,37913714177.0,,,23.07692307692308,50.49,6346281668.0,114.0,107.0,11.0,15.0
핸즈코퍼레이션,00119140,143210,2022,C,862588714003.0,894964069149.0,778254509174.0,562213390676.0,667856104059.0,-91049824090.0,-70620418267.0,13650401426.0,-0.31,-0.38,17.647058823529413,59.19,2426086574.0,907.0,1198.0,5.0,6.0
덴티움,00526599,145720,2022,D,674583964552.0,570202433075.0,355865975045.0,291529687471.0,301420236208.0,118394778992.0,74717705318.0,2830862027.0,3.0,3.9,57.14285714285714,18.98,47011431131.0,720.0,607.0,21.0,28.0
DSR,00110608,155660,2022,D,364710386862.0,302598631429.0,367456836231.0,272417651710.0,162383840472.0,32328971175.0,15939358449.0,37913714177.0,4.0,6.5,20.0,68.33,52109331461.0,163.0,166.0,0.0,0.0
더블유게임즈,01010110,192080,2022,B,1235636097982.0,1381904218263.0,617262019515.0,624060773474.0,229338873566.0,-292362991025.0,197852881282.0,582423757762.0,,9.5,37.5,43.48,118824453359.0,316.0,273.0,4.0,7.0
쿠쿠홀딩스,00132354,192400,2022,C,1149528707692.0,1051892517157.0,755648437744.0,685109273863.0,181757777564.0,143238328843.0,159677931699.0,2090004313.0,21.3,15.02,33.33333333333333,64.85,30776739814.0,66.0,46.0,3.0,2.0
디와이파워,01059605,210540,2022,C,327522399303.0,342046278048.0,419018706092.0,437161571106.0,87153368942.0,24338709556.0,42014909162.0,623813280.0,13.7,10.7,10.0,38.46,34269863823.0,365.0,368.0,64.0,76.0
LS전선아시아,01093007,229640,2022,C,506732778044.0,495255400435.0,818494728195.0,750616895541.0,348670310364.0,-5071643305.0,21054739131.0,35343051275.0,,49.41,33.33333333333333,60.96,8160195391.0,8.0,5.0,1.0,0.0
JW생명과학,00225706,234080,2022,C,252942118072.0,219466609317.0,188931165241.0,169816950012.0,112609682935.0,20781845012.0,18287103238.0,4535756673.0,51.75,59.95,14.285714285714285,43.11,14128750700.0,260.0,261.0,11.0,21.0
샘표식품,01167056,248170,2022,C,350286507374.0,327531637320.0,371198280962.0,348701054310.0,122931700907.0,14303909699.0,26146622197.0,339409040.0,6.97,3.86,9.090909090909092,60.02,15172924599.0,600.0,645.0,105.0,108.0
크라운제과,01205329,264900,2022,C,330163311049.0,324569691616.0,413638000000.0,381212000000.0,137897080146.0,36589301702.0,17070230866.0,37913714177.0,11.8,24.4,10.0,61.68,24552556522.0,1184.0,1209.0,134.0,110.0
케이씨텍,01261893,281820,2022,C,483313331794.0,453025637542.0,378192950172.0,344546239687.0,57327965096.0,70491799389.0,53695172366.0,37913714177.0,9.2,10.9,5.128205128205128,50.42,55463848484.0,759.0,708.0,34.0,17.0
쿠쿠홈시스,01267684,284740,2022,C,1016960290726.0,929301624227.0,938072669980.0,844284505890.0,222383617986.0,144223873017.0,189978308817.0,5940518048.0,13.68,12.78,37.5,70.09,27605118786.0,478.0,474.0,233.0,150.0
하나제약,00248974,293480,2022,C,345964556425.0,303497254437.0,210845000000.0,196407000000.0,77567635819.0,30718350878.0,35846851633.0,37913714177.0,36.3,31.5,7.4074074074074066,58.85,30883523263.0,613.0,580.0,61.0,56.0
HDC현대산업개발,01310269,294870,2022,C,7336326609377.0,6566377904144.0,3298299641730.0,3363905605791.0,4434454285936.0,120922439218.0,294375046274.0,12578444445.0,78.5,22.4,19.047619047619047,41.49,-1735144768653.0,1064.0,905.0,766.0,760.0
자이에스앤디,00367844,317400,2022,B,1952688130478.0,544345862031.0,2479010932945.0,435730829464.0,1230633742673.0,194958166735.0,48557352218.0,37913714177.0,15.3,21.2,25.0,49.81,-123118805961.0,618.0,520.0,1503.0,2037.0
솔루스첨단소재,01412822,336370,2022,C,1461040406251.0,1011599745576.0,461219277359.0,380330790029.0,542937434917.0,-36717061962.0,3569874260.0,20679901169.0,,33.0,37.5,41.06,-100411438566.0,271.0,263.0,11.0,8.0
포스코엠텍,00128111,009520,2022,B+,159723837264.0,156334135241.0,342175910791.0,323878359080.0,45114339289.0,6644255345.0,16636802026.0,37913714177.0,31.9,25.5,12.5,50.66,-7894212459.0,962.0,917.0,52.0,70.0
오리콤,00141671,010470,2022,C,214448418993.0,211147448552.0,190089490987.0,157357863438.0,107886928424.0,16621293551.0,8549252895.0,15035785247.0,25.5,41.5,27.27272727272727,64.78,19183817636.0,275.0,246.0,24.0,17.0
원익홀딩스,00216647,030530,2022,C,1815525982803.0,1955265962993.0,881011689232.0,667945595130.0,494371508160.0,18752216669.0,31220229282.0,24772887510.0,,,10.0,47.77,-3673855336.0,388.0,318.0,19.0,92.0
다우데이타,00238782,032190,2022,C,49874925681578.0,47001465112672.0,9747210930928.0,6580054062920.0,44437568870718.0,780363530784.0,1325223579454.0,135356258005.0,5.64,7.82,7.6923076923076925,67.05,-1936429597975.0,191.0,157.0,9.0,6.0
케이엠더블유,00226352,032500,2022,D,345863814037.0,366409620638.0,179462379726.0,205159021050.0,105571185872.0,-37698233195.0,-4797230389.0,5536638213.0,,,40.0,35.48,-6858034094.0,374.0,399.0,0.0,0.0
파라다이스,00171265,034230,2022,C,3511523805592.0,3471796250289.0,587637410933.0,414466172837.0,1826356918264.0,30133291670.0,-65884916614.0,171416924653.0,,,9.090909090909092,46.38,63757608877.0,1111.0,1291.0,43.0,42.0
JYP Ent.,00258689,035900,2022,B,411122310132.0,317418306083.0,345892110215.0,193899561773.0,106621208896.0,94120580393.0,85912417959.0,41506863178.0,18.1,18.1,30.76923076923077,15.70,87648404245.0,315.0,274.0,2.0,6.0
솔브레인홀딩스,00247975,036830,2022,C,1689281067174.0,1523515820019.0,565106276036.0,417194970875.0,507496360946.0,64611183718.0,49710175567.0,187591094365.0,5.47,9.85,7.6923076923076925,73.28,-5340130074.0,69.0,61.0,10.0,15.0
삼표시멘트,00239639,038500,2022,C,1452791372545.0,1412331190231.0,721115587886.0,568987710995.0,765292464745.0,37802018416.0,21877311653.0,218748717941.0,32.01,39.57,18.75,64.70,80929477366.0,617.0,602.0,53.0,55
에스엠,00260930,041510,2022,C,1463023492474.0,1314942073873.0,850769309133.0,701563172148.0,576891434654.0,116912370328.0,173136327794.0,145107007512.0,34.6,3.5,5.0,18.89,114937054179.0,561.0,494.0,20.0,28.0
코미팜,00187415,041960,2022,D,111750976536.0,115261543395.0,39800517852.0,35847403531.0,46103957092.0,-7479698717.0,-5934355768.0,808223037.0,,,28.57142857142857,40.11,-1807819840.0,151.0,157.0,2.0,2.0
SBS콘텐츠허브,00280688,046140,2022,C,248375921541.0,219553306990.0,197640357676.0,180350966371.0,72765479775.0,15914681967.0,23900569879.0,825537100.0,,9.8,42.85714285714285,64.96,-26109297950.0,40.0,42.0,9.0,11.0
인터플렉스,00369170,051370,2022,D,286883514982.0,356224457260.0,442709958327.0,446995490354.0,89077018617.0,20888844184.0,608977938.0,562125671.0,,,5.88235294117647,47.72,43593488569.0,356.0,371.0,43.0,112.0
한국정보인증,00306454,053300,2022,C,280825844361.0,265345149856.0,87825669753.0,58870575735.0,67070004996.0,8778095691.0,16124227536.0,39060754274.0,78.3,38.6,15.0,45.72,19061209445.0,117.0,122.0,4.0,6.0
이니텍,00353610,053350,2022,B,122977342918.0,138900685479.0,53834114790.0,50255619333.0,6261061224.0,-282498198.0,2400720629.0,37913714177.0,183.1,7.3,30.0,30.00,-7664116712.0,197.0,205.0,21.0,18.0
신화인터텍,00228350,056700,2022,D,172821039510.0,175295772742.0,201246037086.0,246412910103.0,80450118167.0,-10514840539.0,1713264748.0,4340574763.0,,,10.0,20.51,1126548256.0,306.0,328.0,0.0,0.0
KT서브마린,00225742,060370,2022,C,120254641716.0,110389639619.0,42787000000.0,29877000000.0,7884451310.0,-15177455650.0,-4114567649.0,37913714177.0,-6.1,-19.4,30.0,31.17,1704867512.0,55.0,65.0,3.0,1.0
드림어스컴퍼니,00364467,060570,2022,C,271847458583.0,254904569179.0,274372337086.0,244189264502.0,104063881260.0,27672459788.0,-15844876543.0,13278535066.0,,,28.57142857142857,51.51,21438232056.0,316.0,285.0,20.0,20.0
KH바텍,00378628,060720,2022,B+,344760762321.0,381851259789.0,363915189191.0,339842788109.0,115409514005.0,32602361124.0,37047412023.0,11017265130.0,27.42,20.36,6.666666666666667,25.27,38920646683.0,82.0,68.0,4.0,8.0
티씨케이,00245472,064760,2022,D,480543059263.0,389705970637.0,319562836000.0,270766568000.0,63669414182.0,127921796769.0,106324889168.0,37913714177.0,20.2,20.4,7.142857142857142,44.40,87311102557.0,465.0,433.0,4.0,6.0
아프리카TV,00399694,067160,2022,C,465125470787.0,408149760647.0,314976991328.0,272294771005.0,223950840265.0,82573184139.0,89063339425.0,11888795862.0,13.3,11.3,5.88235294117647,25.78,100910110641.0,642.0,573.0,42.0,26.0
웹젠,00405320,069080,2022,C,646867401981.0,615264680380.0,241979353948.0,284521590313.0,72507694485.0,105313580738.0,121032401630.0,34838535162.0,15.1,,50.0,27.19,39372526761.0,480.0,537.0,2.0,10.0
국일제지,00104573,078130,2022,C,131141774700.0,141109203304.0,112499512605.0,95450777784.0,78481022457.0,-14031281869.0,-9050108014.0,308944675.0,,,14.285714285714285,32.13,-11936236470.0,173.0,195.0,15.0,14.0
컴투스,00476498,078340,2022,D,1908358361933.0,1858805187817.0,717136791933.0,558680670101.0,576012278314.0,1771536976.0,145258182734.0,365032795136.0,46.3,11.9,7.4074074074074066,29.50,-5047340880.0,1275.0,1142.0,130.0,89.0
대주전자재료,00177816,078600,2022,D,327888921205.0,298387221700.0,174098407326.0,198707699319.0,207199235333.0,1429491971.0,16538590932.0,1771656777.0,147.8,6.5,50.0,27.56,21656892928.0,298.0,284.0,1.0,1.0
유진테크,00531014,084370,2022,D,434013808798.0,382891842028.0,310632917779.0,324575857261.0,87311770380.0,59182009132.0,84212985420.0,36690931612.0,15.8,10.0,3.4482758620689653,36.35,38949017461.0,304.0,297.0,0.0,0.0
헬릭스미스,00359395,084990,2022,D,254061826024.0,282500918861.0,2799607474.0,2316243855.0,37583550701.0,-43007161843.0,-67715160717.0,11939661029.0,,,33.33333333333333,-,-40740933289.0,130.0,107.0,7.0,4.0
파트론,00490151,091700,2022,D,685614631280.0,680010871814.0,1221910786963.0,1312658128819.0,184546399465.0,56863347096.0,75147273912.0,8317973885.0,42.1,26.7,6.666666666666667,32.60,67500673810.0,504.0,463.0,0.0,0.0
테스,00524421,095610,2022,C,336518156052.0,336944738958.0,357991682573.0,375194330803.0,29847950093.0,54269567471.0,78077523222.0,5826442575.0,18.8,14.0,20.0,29.31,15440038685.0,411.0,388.0,0.0,0.0
코오롱생명과학,00525642,102940,2022,C,314117887378.0,234658306594.0,192401642486.0,165485310364.0,146394637797.0,2241242486.0,-4010570969.0,342591446.0,,,16.666666666666664,35.56,-20853662794.0,433.0,427.0,18.0,20.0
위메이드,00444329,112040,2022,C,1429831181230.0,1027300099293.0,463491566220.0,334983131724.0,895502859674.0,-181695010645.0,391820836295.0,182449335815.0,,7.0,4.166666666666666,44.60,-37019525545.0,467.0,159.0,24.0,16.0
와이지엔터테인먼트,00613318,122870,2022,C,712872500384.0,621483516064.0,391174512956.0,321636184178.0,186584445794.0,55998444737.0,36361906238.0,10853636441.0,13.74,68.71,28.57142857142857,20.78,55087918734.0,394.0,361.0,21.0,16.0
피엔티,00612294,137400,2022,C,1087892463692.0,576359315158.0,417814489256.0,377728397182.0,854697424462.0,72458936622.0,70865550581.0,3719409951.0,3.7,6.3,42.85714285714285,16.85,35207974800.0,458.0,474.0,1.0,0.0
휴젤,00888347,145020,2022,C,1049782928514.0,1009737148461.0,281675135067.0,231859108191.0,200328493261.0,73086582121.0,87442351017.0,200078231632.0,,,28.57142857142857,43.24,80626442310.0,494.0,450.0,18.0,22.0
