회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름
헬릭스미스,00359395,084990,2020,B,"478,137,237,730","197,780,491,784","-55,078,578,435","-68,107,974,789",5741230721.0,,,0.0,12.13,110.0,2.0,1349385987630.242,4248298881.0,-48010375715.0
파트론,00490151,091700,2020,B,"605,213,735,919","207,558,026,615","41,941,794,627","29,795,267,075",12663566527.0,58.5,110.7,0.0,31.13,471.0,0.0,537936930765.7258,1179278982259.0,23539497837.0
테스,00524421,095610,2020,B,"274,869,980,924","38,369,231,736","31,679,674,235","38,496,599,447",5010221307.0,28.3,18.1,0.0,29.31,350.0,0.0,472871110931.85486,245967498959.0,24772274256.0
코오롱생명과학,00525642,102940,2020,B,"248,337,693,603","190,380,560,526","-25,835,487,482","-43,195,228,749",722221323.0,,,0.0,35.57,413.0,23.0,329407532075.80646,129412917590.0,-7307023067.0
위메이드,00444329,112040,2020,B,"321,988,256,236","52,852,580,145","-12,461,013,679","-14,245,919,737",11239721301.0,,-134.4,0.0,46.40,107.0,13.0,567924677419.3549,126704859703.0,-14884985405.0
와이지엔터테인먼트,00613318,122870,2020,B,"542,817,503,814","120,265,898,833","10,748,005,141","20,494,267,327",46979110341.0,,18.2,0.0,21.15,330.0,19.0,692174018393.1451,255262402297.0,25765086273.0
피엔티,00612294,137400,2020,B,"435,428,127,687","310,531,007,761","55,300,226,026","43,732,138,057",2998232939.0,6.4,,0.0,21.84,364.0,0.0,323111242073.9516,390049983364.0,27033357447.0
휴젤,00888347,145020,2020,B,"956,344,165,833","162,275,491,387","78,059,792,591","69,337,506,975",169803175681.0,,,0.0,49.56,416.0,22.0,1915618739054.4355,211038348381.0,74302498142.0
KG ETS,00366137,151860,2020,B,"2,558,371,875,406","1,508,236,828,519","19,057,664,833","32,047,153,188",3902987137.0,14.26,31.12,0.0,46.60,158.0,0.0,148272096774.19354,153866929956.0,28750250365.0
콜마비앤에이치,01032404,200130,2020,B,"507,956,738,744","180,364,126,261","109,157,421,189","109,672,947,643",17983987405.0,11.7,12.2,0.0,59.45,387.0,8.0,1315415007225.0,606891551147.0,77090164971.0
클래시스,01061327,214150,2020,B,"137,526,116,368","13,769,236,723","40,608,569,011","39,293,367,704",821862469.0,10.2,5.8,0.0,85.37,185.0,0.0,877453482364.6774,76460931514.0,38125167917.0
파마리서치,00970453,214450,2020,B,"319,831,469,290","55,420,018,593","33,425,871,945","39,537,256,822",39302839742.0,15.1,20.6,0.0,41.33,223.0,8.0,510020477789.3145,108745921878.0,32391668890.0
골프존,01067516,215000,2020,B,"367,293,667,416","141,722,974,925","51,572,914,217","48,705,922,316",20847194432.0,41.0,56.8,0.0,53.61,396.0,29.0,395062678342.74194,298524085458.0,87402396258.0
인크로스,00819073,216050,2020,B,"179,307,690,932","104,777,537,774","14,847,198,536","14,763,379,376",1693184783.0,,,0.0,39.44,189.0,28.0,278613419631.25,39440174261.0,24629441626.0
휴온스,01159853,243070,2020,B,"416,501,439,509","172,997,479,860","54,124,952,323","71,542,308,052",5401343980.0,11.0,14.0,0.0,45.04,736.0,27.0,538751872116.129,406677880968.0,46506243965.0
에코프로비엠,01160363,247540,2020,B,"798,986,124,781","331,668,500,645","54,769,281,487","47,617,844,012",13310190333.0,20.1,,0.0,55.38,903.0,27.0,2380444531136.2905,854748843876.0,125031118212.0
스튜디오드래곤,01168684,253450,2020,B,"757,299,504,134","147,952,225,200","49,117,055,975","41,536,199,484",230416919971.0,,,0.0,69.33,120.0,18.0,2316608797627.016,525729451263.0,5210495083.0
펄어비스,01152470,263750,2020,B,"897,191,642,084","260,280,600,086","157,293,742,558","141,975,914,569",270083191794.0,,,0.0,50.02,672.0,88.0,2615976794516.129,488768843749.0,157434023396.0
이녹스첨단소재,01237540,272290,2020,B,"318,623,157,887","116,142,313,142","43,835,353,744","32,218,277,181",2086364921.0,,,0.0,33.41,585.0,71.0,423304389149.5968,336257633456.0,32847199491.0
와이즈버즈,01236532,273060,2020,B,"66,629,732,793","30,182,118,450","1,281,057,846","-2,419,753,899",36574364550.0,,,0.0,49.27,111.0,2.0,43246770109.435486,"12,270,204000","1,268,046,612"
천보,00897752,278280,2020,B,"260,701,295,701","36,151,209,798",-,-,1200970118.0,11.0,,0.0,59.08,127.0,0.0,1103790322580.6453,155491357442.0,
에이비엘바이오,01256864,298380,2020,B,"99,894,442,393","9,229,815,959","-59,647,069,177","-55,605,916,023",36574364550.0,,,0.0,32.61,89.0,0.0,1152701252197.5806,8104203457.0,-47294848554.0
KR모터스,00112378,000040,2020,C,"155,873,460,967","106,028,407,315","1,219,023,916","-11,386,267,112",2050600160.0,,,0.0,46.32,62.0,0.0,64167596901.35484,117834375061.0,8847016170.0
경방,00101628,000050,2020,C,"1,264,902,051,181","522,972,243,564","21,853,996,547","22,683,044,505",1456027157.0,24.96,16.7,0.0,58.61,131.0,4.0,294057512565.3226,329224740782.0,33635651452.0
성창기업지주,00133335,000180,2020,C,"707,392,786,834","174,455,181,975","8,033,442,422","7,478,494,657",2732453380.0,,,0.0,29.32,34.0,1.0,114046678564.51611,170916583169.0,15862944502.0
대유플러스,00126089,000300,2020,C,"473,118,284,651","352,222,461,499","14,542,186,822","-4,382,389,629",26275369878.0,,,0.0,49.00,117.0,6.0,79109539132.00403,452928402735.0,20066183435.0
영풍,00141307,000670,2020,C,"5,000,855,951,482","1,288,719,462,715","46,683,478,556","153,822,674,413",8351939648.0,12.97,15.54,0.0,74.05,682.0,6.0,967163844758.0646,3183432777257.0,253009737584.0
LS네트웍스,00104698,000680,2020,C,"1,228,401,794,045","735,193,128,500","-32,273,793,595","-12,925,240,655",2681674176.0,,,0.0,81.80,175.0,14.0,168288924733.5484,334864620662.0,27963443504.0
이화산업,00145686,000760,2020,C,"283,394,472,679","108,885,682,293","-3,486,085,832","-6,334,322,745",1314927907.0,,,0.0,72.8,26.0,11.0,39721048387.09677,51125793847.0,-2937354047.0
보해양조,00123541,000890,2020,C,"149,117,625,674","70,469,241,242","1,747,504,778","1,144,003,136",736654467.0,,,0.0,26.96,214.0,15.0,114627717224.8024,78563804540.0,8232027886.0
전방,00147222,000950,2020,C,"373,432,831,320","233,102,954,109","-17,955,083,634","-24,897,317,816",173886116.0,,,0.0,18.72,289.0,0.0,34702161290.32258,105152228441.0,-15752659769.0
한국주철관공업,00159573,000970,2020,C,"357,526,156,760","73,142,233,123","11,342,786,661","12,686,220,165",9584132678.0,42.0,38.4,0.0,47.77,341.0,1.0,201641002500.0,328288630355.0,61741583475.0
대한방직,00112970,001070,2020,C,"213,793,932,924","77,489,052,199","3,550,300,015","3,877,975,264",271117913.0,,,0.0,25.61,336.0,20.0,144224112903.2258,175246728156.0,4285623996.0
만호제강,00120872,001080,2020,C,"249,750,178,792","17,451,273,983","-366,010,135","2,074,876,988",36574364550.0,47.84,17.08,0.0,22.46,199.0,0.0,61537973790.32258,"196,123,923000","11,061,916,102"
남광토건,00107066,001260,2020,C,"204,018,820,097","137,716,864,160","15,215,334,844","13,748,994,667",1578074772.0,,,0.0,62.38,396.0,276.0,103717637393.34676,237961500135.0,38154031806.0
삼성제약,00126414,001360,2020,C,"178,725,958,079","56,810,737,774","-10,044,140,581","-39,876,978,917",36574364550.0,,,0.0,12.73,191.0,6.0,243817695011.9153,"48,269,172,240","(2,553,234,930)"
SG글로벌,00152039,001380,2020,C,"198,865,921,890","72,419,539,465","4,795,750,207","370,057,444",142286578.0,,,0.0,58.53,79.0,3.0,73213772374.89113,85060365619.0,2580231771.0
KG케미칼,00101220,001390,2020,C,"4,323,538,345,059","2,815,857,533,956","242,958,171,678","211,426,355,232",271578345737.0,11.99,127.92,0.0,45.46,198.0,12.0,209788516925.8065,3686350351629.0,310297841334.0
태원물산,00154055,001420,2020,C,"38,295,003,548","6,676,000,862","-843,370,516","-284,791,223",36574364550.0,,144.1,0.0,40.17,48.0,0.0,28063919354.83871,"16,338,892,686","501,110,632"
삼부토건,00125974,001470,2020,C,"459,413,597,646","300,131,647,810","-7,849,588,856","-21,040,909,066",1515234769.0,,,0.0,10.58,212.0,71.0,218779362527.8065,379362245615.0,-27202580548.0
동양,00117337,001520,2020,C,"996,760,196,202","217,173,925,495","-7,551,089,878","-10,643,625,882",2195332380.0,,309.1,0.0,30.05,396.0,53.0,288344784640.06854,602939929951.0,29382720930.0
디아이동일,00118345,001530,2020,C,"882,559,327,707","365,891,603,581","26,370,789,955","30,836,344,096",3110207909.0,11.24,200.07,0.0,20.12,216.0,18.0,191002893587.90323,679668085533.0,34505038804.0
조비,00148948,001550,2020,C,"87,855,328,252","36,652,318,324","3,815,673,132","2,454,289,595",36574364550.0,,,0.0,66.95,121.0,0.0,92370559903.4274,"73,654,579000","8,187,804,474"
제일연마,00148461,001560,2020,C,"98,714,751,683","12,767,542,288","3,580,341,999","4,405,265,281",1473232673.0,50.55,28.74,0.0,50.92,60.0,5.0,63952016129.03226,73164758081.0,10384132631.0
금양,00106119,001570,2020,C,"219,851,714,051","140,057,910,631","6,728,420,732","-3,582,645,513",3049563551.0,,,0.0,48.42,96.0,0.0,168311831330.84677,175468044029.0,-507536449.0
케이비아이동국실업,00114765,001620,2020,C,"566,142,150,316","396,370,266,115","-20,831,644,526","-17,206,331,886",23772434084.0,,,0.0,46.18,357.0,0.0,40621732850.90323,530786950089.0,24934607711.0
알루코,00117027,001780,2020,C,"701,423,267,928","439,521,685,541","24,769,915,832","-30,808,782,605",29864740639.0,,57.07,0.0,54.44,191.0,10.0,232388691515.28223,495265471625.0,92515443690.0
삼화콘덴서공업,00129350,001820,2020,C,"234,968,255,221","60,145,258,771","27,097,501,736","27,396,750,081",295865353.0,13.2,5.0,0.0,28.15,626.0,6.0,574493507056.4517,242514202405.0,32120191346.0
고려산업,00102751,002140,2020,C,"216,577,001,107","113,937,778,871","9,182,830,145","9,336,190,495",1758193662.0,12.6,18.8,0.0,47.40,111.0,14.0,87895885984.375,190504557339.0,-3095279228.0
동성제약,00116268,002210,2020,C,"125,718,174,655","70,770,129,193","-3,670,772,331","-10,805,884,888",36574364550.0,,,0.0,21.03,322.0,14.0,326932677566.129,"87,799,927000","5,009,717,511"
한일철강,00163196,002220,2020,C,"295,057,911,819","146,274,692,213","-4,237,473,773","-3,941,342,610",36574364550.0,,,0.0,49.08,110.0,10.0,39245317809.59677,157119678876.0,8871771312.0
범양건영,00122694,002410,2020,C,"152,611,698,919","76,477,865,887","12,006,624,982","8,654,003,369",81641760.0,,,0.0,37.25,117.0,34.0,108205079690.60484,144357123687.0,10907038332.0
세기상사,00133618,002420,2020,C,"40,517,198,620","19,870,636,733","-1,202,523,191","-1,536,832,840",36574364550.0,,,0.0,51.67,15.0,0.0,23451906875.80645,"2,234,196,226","(1,167,166,286)"
삼익악기,00127857,002450,2020,C,"622,371,933,956","399,474,700,852","20,180,616,325","14,193,695,703",63863567350.0,41.9,31.9,0.0,38.82,62.0,1.0,134656340050.22176,247857720145.0,38058430472.0
조흥,00149345,002600,2020,C,"248,313,868,671","115,083,266,106","11,787,348,030","8,786,847,794",36574364550.0,47.9,44.8,0.0,67.22,282.0,13.0,89927419354.83871,222604295865.0,-5422107170.0
오리엔트바이오,00141626,002630,2020,C,"75,938,801,986","23,381,006,153","-12,361,005,153","-12,910,085,396",36574364550.0,,,0.0,23.99,130.0,0.0,110975564591.29031,"25,179,589,559","8,739,490,647"
동일제강,00118451,002690,2020,C,"148,570,301,657","18,773,914,082","-127,294,572","311,590,568",36574364550.0,,,0.0,60.13,125.0,0.0,31968024193.548386,"122,912,620,214","13,941,166,911"
신일전자,00173698,002700,2020,C,"110,598,654,315","35,333,284,305","6,236,116,006","10,922,148,268",36574364550.0,17.4,15.1,0.0,11.60,119.0,14.0,132285900390.96774,"172,441,515000","11,924,543,304"
보락,00123107,002760,2020,C,"54,109,128,575","10,107,183,294","144,347,483","267,855,142",36574364550.0,60.76,27.1,0.0,33.22,134.0,0.0,124085989919.35484,"38,292,697000","2,029,892,976"
진흥기업,00150828,002780,2020,C,"282,917,478,060","164,069,256,797","14,680,716,277","14,197,715,189",36574364550.0,,,0.0,48.19,226.0,82.0,323302154568.246,"377,247000000","41,218,248,368"
미원상사,00121932,002840,2020,C,"328,954,822,818","61,380,690,918","42,883,951,043","62,499,371,716",1745121309.0,6.71,17.98,0.0,55.33,562.0,6.0,392776191129.0323,294983860410.0,55108787536.0
대유에이텍,00149804,002880,2020,C,"1,166,526,680,240","927,237,547,230","45,441,403,491","31,000,680,166",82142760316.0,,,0.0,53.34,300.0,4.0,82283060930.62097,1355529515409.0,92423255460.0
유성기업,00174004,002920,2020,C,"411,316,942,346","116,177,970,037","-1,513,823,202","-3,657,215,413",36574364550.0,,32.63,0.0,48.21,600.0,16.0,66234655695.564514,241545669236.0,23540996261.0
금호건설,00106313,002990,2020,C,"1,377,242,594,074","986,951,983,186","81,217,411,079","24,061,649,108",12130598005.0,67.9,,0.0,48.81,810.0,368.0,282277952985.7258,1829579064933.0,105259135834.0
부광약품,00123718,003000,2020,C,"400,968,741,555","129,777,604,981","4,028,150,006","-8,299,644,577",6999008488.0,,6.71,0.0,24.34,588.0,36.0,1713064463970.1614,169659753508.0,723168741.0
일성신약,00146214,003120,2020,C,"371,224,515,736","23,748,422,539","-1,947,784,508","4,416,917,385",36574364550.0,35.71,34.22,0.0,32.02,227.0,0.0,222877967741.9355,"40,600,732,254","1,557,299,460"
한국화장품제조,00160621,003350,2020,C,"77,657,827,819","33,387,006,219","-2,178,203,055","-3,906,957,494",36574364550.0,0.0,10.9,0.0,46.71,183.0,0.0,167016078225.80646,"61,990000000","(6,736,992,993)"
아이에이치큐,00154426,003560,2020,C,"146,319,857,109","27,655,370,330","-16,226,862,450","-14,696,551,860",17204733362.0,,-147.9,0.0,56.33,198.0,17.0,223531954702.9355,81049278892.0,39922694990.0
방림,00122348,003610,2020,C,"236,854,131,226","44,904,870,692","-1,342,292,874","6,490,766,854",649847422.0,27.14,75.66,0.0,38.03,247.0,0.0,77677920096.16936,116546956585.0,13519882641.0
미창석유공업,00122056,003650,2020,C,"311,812,975,368","34,685,536,549","18,718,692,917","23,423,576,983",619685000.0,16.15,23.66,0.0,39.09,86.0,0.0,108361573401.6129,277578234923.0,38164011402.0
한성기업,00161860,003680,2020,C,"195,752,061,699","145,267,046,914","6,363,970,067","2,861,997,975",36574364550.0,,,0.0,42.17,381.0,352.0,55188945208.87096,"266,147,981,476","29,183,495,759"
SG세계물산,00133511,004060,2020,C,"267,195,626,007","70,956,780,522","-20,761,642,679","-20,816,778,265",427497544.0,,,0.0,50.61,152.0,4.0,135672064521.29031,167802760668.0,5327720394.0
동방,00115287,004140,2020,C,"526,822,000,781","410,051,935,007","24,590,388,329","15,000,580,018",10762310660.0,,1.5,0.0,27.58,688.0,29.0,68505385094.616936,592054485146.0,21944122164.0
엔피씨,00108038,004250,2020,C,"410,578,593,060","115,195,205,521","20,692,502,742","22,585,185,587",3950818962.0,22.36,33.84,0.0,59.72,212.0,30.0,124108417741.93549,431333367387.0,70138975590.0
남성,00172185,004270,2020,C,"233,037,086,341","126,545,703,477","-1,397,825,101","-2,698,619,035",373374127.0,,,0.0,38.16,52.0,0.0,108529887754.83871,92533560955.0,1738863262.0
송원산업,00134963,004430,2020,C,"891,142,000,000","427,645,000,000","68,010,000,000","51,157,000,000",7757.0,10.49,10.08,0.0,35.61,663.0,0.0,320657419354.8387,807768000000.0,76419000000.0
조광피혁,00148939,004700,2020,C,"343,161,525,386","28,284,867,797","15,116,990,524","25,829,122,306",36574364550.0,5.42,,0.0,30.29,147.0,0.0,314061845234.6774,"97,316000000","21,279,984,019"
팜젠사이언스,00135050,004720,2020,C,"135,543,934,053","51,973,964,569","-669,904,648","11,209,290,365",1936351290.0,,,0.0,7.60,236.0,24.0,138060024999.39517,96614310443.0,2675611641.0
써니전자,00138057,004770,2020,C,"65,431,756,615","1,602,323,384","1,213,464,192","6,863,159,829",21220614.0,,,0.0,9.65,49.0,0.0,136976633516.7742,15912642211.0,3553190457.0
덕성,00114093,004830,2020,C,"105,039,887,131","38,803,664,350","5,564,655,019","4,142,533,481",304362884.0,23.0,-15.7,0.0,25.45,179.0,14.0,73134238709.67741,117682291648.0,5498711550.0
티웨이홀딩스,00109514,004870,2020,C,"766,137,054,522","628,399,403,198","-3,036,559,484","-5,042,144,224",36574364550.0,,,0.0,60.81,2061.0,226.0,87658585195.50403,"276,909000000","(66,675,981,177)"
씨아이테크,00127158,004920,2020,C,"75,094,282,849","42,371,691,368","-2,842,637,633","-3,654,275,292",794772411.0,,,0.0,17.34,71.0,0.0,22826310439.29032,41433739246.0,-106468374.0
한신공영,00162063,004960,2020,C,"1,734,262,275,066","1,113,458,344,917","119,942,232,673","140,546,611,048",28664198666.0,4.4,2.7,0.0,36.76,817.0,291.0,158122507480.7258,1556870961770.0,211877082146.0
신라교역,00135962,004970,2020,C,"629,072,904,762","111,067,184,349","-4,878,559,975","10,914,568,383",46959423685.0,104.37,19.8,0.0,68.13,143.0,423.0,157875483870.96774,372322115284.0,6805548093.0
휴스틸,00156488,005010,2020,C,"604,130,121,809","189,665,934,466","17,657,216,066","12,219,801,772",3866707486.0,15.4,17.5,0.0,49.67,522.0,16.0,54761223592.01613,365613120624.0,21158202235.0
부산주공,00124151,005030,2020,C,"249,781,607,294","223,142,380,811","-4,508,061,689","-12,873,245,784",36574364550.0,,,0.0,18.50,246.0,27.0,20545101622.09677,"152,724,658,892","(6,754,154,722)"
신성통상,00136341,005390,2020,C,"858,316,042,143","627,550,383,841","41,441,941,788","12,242,207,060",1178334064.0,,,0.0,65.52,666.0,118.0,223909840475.60483,1027242491782.0,56420040231.0
대림비앤코,00109754,005750,2020,C,"326,324,587,789","168,485,012,379","1,726,068,653","-1,554,524,910",36574364550.0,-122.4,63.6,0.0,49.83,766.0,4.0,75574658879.03226,232365627314.0,26639928499.0
신영와코루,00136624,005800,2020,C,"373,426,209,052","56,262,665,959","515,442,717","3,884,293,358",5990752665.0,46.2,31.8,0.0,49.0,403.0,2.0,83532701612.90323,177981407270.0,8430599035.0
동부건설,00115612,005960,2020,C,"954,233,550,040","494,379,515,936","48,172,314,636","47,629,545,597",7545402606.0,46.6,8.6,0.0,64.03,625.0,377.0,222731043048.3871,1172208104512.0,-41042056328.0
사조오양,00141875,006090,2020,C,"318,741,895,792","133,950,267,799","26,725,042,896","24,067,145,906",36574364550.0,7.6,5.9,0.0,60.53,621.0,179.0,78841349040.12097,"327,621,185000","31,773,215,414"
대원전선,00260392,006340,2020,C,"192,012,755,087","106,632,038,349","4,270,862,584","3,054,456,452",522838418.0,,,0.0,34.58,158.0,0.0,69309667164.25807,367313109907.0,8150191585.0
인스코비,00122825,006490,2020,C,"76,233,775,832","33,050,533,806","-1,005,143,899","9,446,376,122",16124840381.0,,,0.0,11.34,60.0,0.0,242558192405.2621,57817812934.0,-846831414.0
대림통상,00109824,006570,2020,C,"159,653,334,167","83,223,321,134","-6,851,226,179","-13,832,141,881",1599508420.0,,-202.5,0.0,79.48,258.0,13.0,61672914314.51613,156571762146.0,9846932675.0
삼성공조,00126201,006660,2020,C,"258,204,690,029","35,616,240,675","-1,299,934,221","5,699,781,626",2430447477.0,11.88,10.24,0.0,49.12,154.0,32.0,52996674238.064514,63768468961.0,9646555016.0
신송홀딩스,00136402,006880,2020,C,"167,829,010,357","77,261,903,927","5,152,838,429","4,276,439,730",1490678842.0,40.4,,0.0,58.95,11.0,0.0,43914873810.04032,205881740065.0,15362551984.0
태경케미컬,00109161,006890,2020,C,"140,679,345,211","16,476,999,708","7,702,115,321","9,971,809,829",419782194.0,29.31,17.46,0.0,59.11,82.0,33.0,88974104838.70967,47060538797.0,8776365310.0
일신석재,00146296,007110,2020,C,"94,043,686,094","41,825,961,360","1,641,325,226","827,647,348",36574364550.0,,,0.0,41.32,70.0,11.0,168241691095.76614,58742051912,10700817909
미래아이앤지,00104786,007120,2020,C,"92,320,794,314","2,854,065,391","901,120,927","24,704,293,300",2457336327.0,,,0.0,24.76,38.0,0.0,46497861969.5,5770766444.0,2983007328.0
일양약품,00146454,007570,2020,C,"439,116,734,913","194,194,687,578","34,100,857,090","28,392,739,488",59401008278.0,20.67,,0.0,26.6,645.0,6.0,1040361083806.4517,343328723945.0,57484189263.0
동방아그로,00115384,007590,2020,C,"196,027,049,258","54,235,749,695","9,342,248,535","8,750,909,152",1190079316.0,66.0,47.3,0.0,34.26,211.0,13.0,85560938488.125,129521685086.0,6629202987.0
선도전기,00131939,007610,2020,C,"175,592,014,332","82,319,284,585","2,555,589,641","3,258,238,363",5518524787.0,3.57,-44.05,0.0,30.48,190.0,0.0,47786008064.51613,86174499877.0,-4325187978.0
대동전자,00157104,008110,2020,C,"179,047,186,303","31,953,955,614","1,710,690,523","6,537,205,077",1636560002.0,97.8,,0.0,59.90,130.0,8.0,42656357111.85484,45012675883.0,12104895670.0
이건산업,00145446,008250,2020,C,"383,232,664,393","210,728,508,363","5,827,112,326","1,513,027,321",777945540.0,126.8,34.8,0.0,40.19,189.0,5.0,80133761553.52823,256935916427.0,15985939418.0
남선알미늄,00107224,008350,2020,C,"295,152,803,875","105,608,245,595","-1,515,275,872","12,925,298,010",65505395.0,,,0.0,48.19,595.0,1.0,541328084261.492,268474785986.0,-9033685984.0
문배철강,00121570,008420,2020,C,"187,690,631,639","68,606,174,258","2,798,586,722","10,228,141,530",36574364550.0,11.4,41.3,0.0,36.74,65.0,0.0,52129748085.38306,"152,678,066,899","2,787,128,562"
일정실업,00146542,008500,2020,C,"41,787,904,698","20,321,004,814","-8,196,560,212","-3,936,493,730",280628153.0,,,0.0,66.61,95.0,0.0,16710096774.193548,30904918943.0,348853258.0
윌비스,00104999,008600,2020,C,"284,787,599,903","185,657,188,601","2,385,302,936","-3,344,510,029",35615926744.0,,,0.0,12.96,195.0,4.0,84128258156.68951,239612065664.0,-5933774029.0
아남전자,00138516,008700,2020,C,"177,178,532","122,773,378","5,891,295","4,705,769",1822423.0,,,0.0,33.44,127.0,0.0,145299429033.87097,224352656.0,-6480467.0
금비,00168401,008870,2020,C,"333,972,461,086","176,524,804,360","6,636,991,680","-3,127,913,500",48832165453.0,,20.0,0.0,56.28,256.0,0.0,56667741935.48387,219258395356.0,19474082355.0
동양철관,00117629,008970,2020,C,"153,374,076,509","65,870,365,715","7,418,419,627","7,420,477,994",756593800.0,,,0.0,22.53,159.0,17.0,122305638968.34676,173822459249.0,20265883592.0
경인전자,00102140,009140,2020,C,"57,835,598,428","3,767,675,908","968,626,905","2,043,058,554",388486649.0,,,0.0,49.98,14.0,0.0,30610273151.612904,20795738469.0,-2846032031.0
대양금속,00111111,009190,2020,C,"116,257,053,201","40,491,315,586","1,063,435,357","-691,603,670",36574364550.0,,,0.0,0.0,213.0,0.0,100372278740.0,140495483894.0,8716001619.0
대우부품,00111689,009320,2020,C,"91,992,449,685","57,068,752,549","-996,619,907","-3,147,749,820",36574364550.0,,,0.0,33.30,250.0,0.0,118900760322.58064,"75,948,847,242","(75,373,971)"
한창제지,00163761,009460,2020,C,"181,081,553,603","86,371,983,476","17,247,280,915","14,334,191,112",36574364550.0,11.3,12.1,0.0,39.30,215.0,0.0,146185340700.0,"171,478000000","20,755,025,706"
삼화전기,00129271,009470,2020,C,"137,039,897,477","69,343,133,469","5,839,464,837","6,333,228,539",641885424.0,15.7,21.7,0.0,25.53,461.0,0.0,114248140087.90324,199302909242.0,12762532774.0
삼정펄프,00128227,009770,2020,C,"232,780,512,956","21,806,866,505","13,559,837,904","34,469,386,348",36574364550.0,9.3,,0.0,71.33,218.0,16.0,69100508908.66936,"146,331,017,088","13,794,737,040"
우진아이엔에스,00143262,010400,2020,C,"121,032,450,054","19,599,444,533","1,773,652,029","2,392,349,926",2510406736.0,39.52,21.1,0.0,53.21,160.0,0.0,55976367540.32258,140431201057.0,15194094439.0
진양폴리우레탄,00160375,010640,2020,C,"44,798,057,577","17,883,675,068","2,242,712,780","2,099,480,154",,77.5,,0.0,50.50,54.0,0.0,32125201612.903225,37116140302.0,2680043886.0
화천기계,00166500,010660,2020,C,"146,537,092,789","26,338,052,178","-4,768,920,188","-2,188,298,640",36574364550.0,,,0.0,34.54,296.0,8.0,66836088709.67742,"136,810000000","1,422,958,178"
퍼스텍,00148522,010820,2020,C,"180,652,738,240","135,938,846,915","4,016,336,470","6,255,328,594",36574364550.0,,,0.0,45.62,350.0,5.0,99721064240.3226,"132,075,449,899","11,038,639,094"
삼호개발,00128980,010960,2020,C,"312,804,375,927","101,420,081,049","13,628,328,890","23,298,584,698",788258056.0,23.5,18.48,0.0,31.31,346.0,0.0,106375000000.0,363379547441.0,-5601264863.0
진원생명과학,00118521,011000,2020,C,"136,570,535,761","38,061,743,643","-18,459,101,152","-18,226,419,683",683107437.0,,,0.0,7.70,38.0,0.0,614873741047.2782,41502728973.0,-15915810136.0
삼화전자공업,00129280,011230,2020,C,"55,038,201,508","41,201,050,030","-1,256,701,661","-2,296,598,446",81477404.0,,,0.0,35.68,119.0,0.0,30818031091.93548,40116152080.0,-1416180914.0
태림포장,00153524,011280,2020,C,"566,786,153,602","242,365,394,706","9,537,738,564","5,728,214,901",11063408747.0,,73.4,0.0,71.56,991.0,0.0,298708276757.6613,562012033561.0,42912819619.0
부산산업,00124027,011390,2020,C,"129,019,980,543","47,570,989,372","5,537,359,280","4,868,782,169",599357027.0,10.72,8.72,0.0,51.75,32.0,13.0,131747070967.74191,115637559121.0,13695798733.0
갤럭시아에스엠,00129554,011420,2020,C,"28,554,685,149","7,835,257,470","1,375,119,746","1,231,056,823",36574364550.0,,,0.0,36.66,46.0,35.0,39463643069.98387,"19,540000000","2,869,296,750"
한농화성,00160861,011500,2020,C,"171,371,035,394","40,522,139,562","12,050,548,948","14,165,535,267",36574364550.0,21.2,22.99,0.0,47.02,194.0,0.0,87293156439.1129,"184,481,141,013","22,111,410,577"
한신기계공업,00162072,011700,2020,C,"95,212,694,305","12,873,520,273","3,875,105,145","4,483,785,586",974066268.0,31.1,33.2,0.0,20.94,79.0,11.0,47766490847.17742,51636393234.0,6055807506.0
아센디오,00145437,012170,2020,C,"27,365,808,144","7,425,770,210","-3,464,251,994","-4,251,486,326",1173348497.0,,,0.0,0.0,26.0,37.0,34668117122.05645,21508472765.0,-6476194645.0
영화금속,00141413,012280,2020,C,"197,590,024,645","123,903,361,898","-6,062,068,476","-9,476,193,914",36574364550.0,,,0.0,33.85,464.0,0.0,81525000646.56451,"179,397,569,568","6,966,937,158"
경인양행,00102113,012610,2020,C,"505,102,150,581","276,720,395,053","3,369,846,654","-6,178,698,384",7040427357.0,,14.55,0.0,34.67,595.0,21.0,308088802309.1734,329312078179.0,54549633846.0
대창,00112651,012800,2020,C,"620,282,789,660","398,932,796,868","28,350,816,775","10,637,027,834",225669200.0,,18.6,0.0,38.70,376.0,7.0,109145525078.65726,933560487927.0,-12883876981.0
계룡건설산업,00102432,013580,2020,C,"2,070,254,078,107","1,464,251,994,000","174,797,290,180","121,611,991,997",5365498693.0,5.65,4.97,0.0,42.81,907.0,578.0,174861757301.73386,2199961908176.0,193764281939.0
까뮤이앤씨,00129420,013700,2020,C,"166,218,113,728","83,452,574,818","2,818,116,436","9,761,325,834",36574364550.0,9.6,51.0,0.0,42.70,136.0,16.0,67759735290.96774,"161,728,917,824","(22,021,729,643)"
지엠비코리아,00156354,013870,2020,C,"488,507,775,797","260,401,843,933","-9,655,812,327","-11,690,828,169",2547184263.0,,439.8,0.0,58.94,659.0,35.0,109139968734.6774,445770428749.0,15929338586.0
