회사명,corp_code,stock_code,연도,ESG,재무제표,부채총계,영업이익,법인세차감전 순이익,intangible,ratio,pre_ratio,out_exec,share_holder,정규직 수,비정규직 수,시가총액,매출액,현금흐름
에이엔피,00143314,015260,2022,D,"106,799,190,000","76,747,049,774","-10,679,035,041","-30,357,952,707",37913714177.0,,,22.22222222222222,14.60,280.0,3.0,59444163570.060974,107458778217,-12224409744.0
큐로,00108746,015590,2022,D,"192,687,257,308","82,860,308,311","12,936,915,150","10,430,752,973",37913714177.0,,,25.0,43.85,181.0,12.0,93185809191.65854,"105,674000000","14,343,869,206"
일진홀딩스,00146649,015860,2022,C,"1,586,114,519,184","678,227,620,427","44,921,597,875","36,038,036,470",11614750220.0,24.0,20.7,33.33333333333333,55.80,12.0,0.0,259026141864.14636,1433888289336,68412727263.0
신대양제지,00135777,016590,2022,D,"884,529,889,834","227,229,978,192","50,861,766,330","61,710,056,361",2281300977.0,8.8,7.4,23.07692307692308,54.33,123.0,0.0,355559460343.90247,676402223828,92472648915.0
광명전기,00103662,017040,2022,D,"172,178,417,133","53,307,671,271","4,635,070,783","6,419,400,070",2541103075.0,7.9,7.45,28.57142857142857,31.06,187.0,8.0,115724644737.5,138239355910,-921738403.0
수산중공업,00135111,017550,2022,D,"261,731,135,173","123,182,486,960","22,598,864,801","20,267,627,535",17643051034.0,3.43,4.74,21.428571428571427,43.69,180.0,7.0,162801476005.54877,286296769359,1580910428.0
동원금속,00118008,018500,2022,D,"456,870,590,279","395,436,339,499","11,747,797,604","22,045,104,764",6504475407.0,,,11.538461538461538,22.49,564.0,0.0,43701417741.55285,387368679807,44960067543.0
아시아나항공,00138792,020560,2022,B,"13,455,341,411,799","12,739,695,840,901","598,763,774,896","-7,699,984,635",57847985587.0,,,7.5,30.77,2.0,86.0,1215619010467.4795,6206669334674,1857222017933.0
세원정공,00134316,021820,2022,D,"628,831,844,307","77,647,408,546","-10,941,609,997","-24,319,204,148",1011735942.0,-2.21,1.01,33.33333333333333,47.56,189.0,0.0,80316666666.66667,115215348076,24580501182.0
삼원강재,00191588,023000,2022,C,"293,690,103,032","62,909,269,440","16,532,526,342","16,979,268,799",37913714177.0,32.06,47.4,20.0,54.85,260.0,6.0,115204065040.6504,"364,111000000","6,224,659,518"
동남합성,00115065,023450,2022,C,"92,085,226,130","42,058,880,063","13,461,074,816","12,948,368,022",37913714177.0,33.0,131.4,20.0,53.72,155.0,17.0,210881231707.31708,"193,400,697","12,891,622,385"
인지컨트롤스,00103510,023800,2022,D,"606,910,470,329","400,688,873,530","17,050,734,417","14,127,082,294",4155866868.0,25.0,64.0,20.0,42.47,550.0,0.0,152548640213.7805,570020850334,13859967510.0
인팩,00180795,023810,2022,C,"411,164,184,888","273,499,292,804","20,813,756,713","17,186,133,631",9263446771.0,13.6,58.8,15.0,51.68,373.0,0.0,90421544715.44716,512240488863,39638053827.0
에쓰씨엔지니어링,00121969,023960,2022,D,"106,506,525,380","65,251,157,568","7,784,423,400","7,965,766,856",37913714177.0,,,20.0,12.90,112.0,27.0,71719803910.0,137224812696,7652883331.0
WISCOM,00142865,024070,2022,C,"128,503,266,423","15,926,877,005","744,304,211","-7,028,274,066",1017415357.0,,63.2,30.0,50.95,191.0,43.0,47503546949.87805,125682312649,2594007399.0
디씨엠,00177199,024090,2022,C,"306,956,322,608","41,595,073,602","24,501,431,525","44,413,864,214",37913714177.0,21.97,16.29,11.11111111111111,45.6,184.0,0.0,238519939024.39023,"240,604,203,356","31,527,396,723"
덕양산업,00114154,024900,2022,D,"520,217,537,029","431,773,772,024","30,682,700,016","17,724,173,008",22516379436.0,,,13.043478260869565,43.85,654.0,168.0,96024991940.2439,1542026244310,-12067370999.0
KPX케미칼,00191472,025000,2022,D,"776,778,116,811","181,591,489,347","46,513,085,397","37,404,807,384",6637357582.0,45.7,27.2,9.523809523809524,51.06,332.0,20.0,245677219512.19516,983579558669,78347911138.0
한국단자공업,00157070,025540,2022,D,"1,289,776,455,433","419,492,218,914","64,257,366,734","69,550,926,266",9260357357.0,14.85,11.48,4.0,33.19,69.0,84.0,622821233739.8374,1168134977282,52161490292.0
미래산업,00197759,025560,2022,D,"134,409,509,636","41,043,553,919","8,004,566,211","8,059,369,506",1773872038.0,,,22.22222222222222,2.80,111.0,7.0,52589423175.44715,56171983500,22346087.0
제이준코스메틱,00136776,025620,2022,D,"48,387,026,626","6,805,876,091","-10,667,657,649","-19,511,265,960",160359167.0,,,28.57142857142857,-,66.0,0.0,63019191220.86992,6246244503,-4981686167.0
부국철강,00123781,026940,2022,D,"153,622,003,905","27,614,064,056","5,922,305,967","9,227,724,740",37913714177.0,20.9,17.0,25.0,53.44,46.0,2.0,80557723577.23578,"209,727000000","4,331,674,009"
동서,00144395,026960,2022,D,"1,627,852,719,302","82,302,460,449","39,175,078,067","129,336,420,914",1713518248.0,42.9,60.9,6.666666666666667,66.89,274.0,11.0,2467656056910.5693,556486608719,86159438842.0
마니커,00204208,027740,2022,D,"174,626,136,915","125,649,244,999","-6,965,206,428","-1,709,026,471",146301386.0,,,20.0,30.0,487.0,38.0,91977683281.62602,320551280994,-4630955701.0
동아지질,00178754,028100,2022,D,"372,281,354,657","150,642,232,281","-30,570,127,039","-28,208,506,435",1158646691.0,-30.34,103.4,22.22222222222222,43.27,265.0,28.0,225785645532.52032,266282780286,31443831718.0
신도리코,00135795,029530,2022,C,"1,038,493,447,520","84,787,666,360","-2,209,596,552","60,597,106,986",161264678.0,28.9,14.93,21.428571428571427,48.72,301.0,4.0,328522896371.95123,378186827805,23305840654.0
동원수산,00118044,030720,2022,D,"121,789,602,384","59,216,320,085","5,800,643,290","8,642,567,888",31809400.0,,,11.76470588235294,21.05,113.0,86.0,47235931570.93496,177038840956,-5740364409.0
비케이탑스,00273615,030790,2022,D,"97,463,451,863","89,909,718,122","-9,626,618,095","-14,400,245,631",8472580745.0,,,25.0,10.25,4.0,2.0,25973054927.398373,31912090435,2053211701.0
콤텍시스템,00186559,031820,2022,D,"558,409,431,550","358,528,267,719","15,878,066,941","40,811,509,744",25494305386.0,,,20.0,22.62,448.0,84.0,99554989202.39838,709847221879,41760814102.0
황금에스티,00218575,032560,2022,C,"481,912,631,966","108,492,130,789","46,505,927,767","52,203,504,803",37913714177.0,8.4,10.7,12.5,54.12,108.0,13.0,136712601626.01628,333445663904,15244935439.0
KH 필룩스,00193009,033180,2022,D,"1,246,019,564,242","766,469,146,287","-21,353,184,786","-106,872,456,441",11563802515.0,,,8.695652173913043,19.01,139.0,1.0,246425973103.0122,164291828345,-33446194447.0
자화전자,00146861,033240,2022,D,"505,788,674,039","162,630,931,615","-11,740,371,040","-43,052,838,464",28446111816.0,,,11.11111111111111,32.46,798.0,141.0,465277678505.69104,292333491221,29559731106.0
체시스,00125576,033250,2022,D,"75,915,188,601","47,279,163,828","-7,470,398,830","-4,513,274,020",1328354687.0,,,28.57142857142857,35.09,115.0,0.0,34557918699.18699,32817107181,-555509462.0
인천도시가스,00145862,034590,2022,C,"423,143,581,786","223,143,901,928","8,050,415,265","14,549,229,564",1089051135.0,42.3,138.8,25.0,68.46,185.0,14.0,119161363374.39024,728489447710,14742153609.0
백산,00122551,035150,2022,D,"338,873,471,894","158,716,154,786","50,295,977,243","54,825,366,823",3067644572.0,7.0,12.6,25.0,52.05,237.0,0.0,240184892682.9268,475895240622,51550459927.0
YG PLUS,00249247,037270,2022,D,"241,371,893,905","81,946,724,778","10,336,906,899","12,382,091,307",2744634670.0,,,20.0,33.72,108.0,9.0,377487499301.6261,140221115585,15186074009.0
한미반도체,00161383,042700,2022,C,"455,432,965,985","65,336,210,199","111,859,422,080","127,844,021,017",4280048490.0,21.1,28.4,25.0,55.77,637.0,6.0,1413009991953.0488,327592058714,109501808221.0
주연테크,00269241,044380,2022,D,"53,242,325,293","11,699,001,969","-6,294,304,449","-5,739,911,122",1374250886.0,,,33.33333333333333,27.28,91.0,0.0,55410011089.333336,66667583595,3615906135.0
진양화학,00347734,051630,2022,D,"44,569,287,296","9,828,095,608","-1,055,629,006","-1,239,035,438",37913714177.0,,,16.666666666666664,60.58,36.0,0.0,60878089430.89431,"29,090,013,873","(1,044,460,006)"
세이브존I&C,00422895,067830,2022,C,"573,569,548,297","109,458,880,496","9,219,026,026","8,486,085,651",37913714177.0,12.3,15.2,20.0,52.81,255.0,109.0,122051617740.2439,"119,350,275,142","30,136,900,511"
삼성출판사,00423690,068290,2022,C,"211,487,637,576","35,896,218,317","-900,934,263","4,582,058,487",37913714177.0,12.1,33.7,42.85714285714285,64.49,176.0,95.0,276776422764.22766,"51,665,697,418","19,738,977,557"
대웅제약,00427483,069620,2022,B+,"1,563,340,613,712","822,117,616,379","95,797,148,532","38,329,656,956",266007716699.0,15.7,27.1,27.27272727272727,57.16,513.0,20.0,1887104528252.0325,1280091851013,118214603334.0
한세엠케이,00357360,069640,2022,C,"224,809,704,278","186,180,876,919","-21,130,809,388","-37,651,623,524",487025066.0,,,21.428571428571427,51.84,255.0,14.0,71743153835.5691,271479748299,-5222208710.0
DSR제강,00151298,069730,2022,C,"259,398,156,922","76,302,600,310","26,367,413,746","33,010,683,469",37913714177.0,2.99,7.56,27.27272727272727,57.18,159.0,0.0,72942731707.31708,"261,687000000","20,596,556,166"
용평리조트,00365989,070960,2022,D,"868,285,864,187","490,578,387,042","1,552,325,492","-12,983,265,323",11344595644.0,,,10.0,45.81,321.0,25.0,205448131368.5569,143314957207,25276373344.0
유엔젤,00416654,072130,2022,D,"61,023,631,583","7,242,894,540","845,798,193","2,140,769,239",2008057268.0,,,16.666666666666664,15.92,201.0,0.0,50101154155.89431,30044902862,-2445676002.0
이엔플러스,00469799,074610,2022,D,"120,327,643,368","55,540,873,039","-13,174,840,671","-36,257,081,136",1168649057.0,,,30.0,7.74,122.0,3.0,230359924258.0081,26895279587,7258966280.0
새론오토모티브,00305668,075180,2022,D,"256,209,761,789","26,237,446,966","-3,096,423,313","-5,860,618,000",2652778700.0,,19.16,8.333333333333332,65.00,281.0,20.0,101323707317.07317,138037550411,5728483928.0
세진중공업,00415628,075580,2022,D,"551,849,173,753","342,503,861,017","24,899,662,472","16,641,864,543",13260689883.0,61.6,58.5,10.0,59.52,290.0,62.0,370455089212.3577,410053666579,19531704421.0
텔코웨어,00361488,078000,2022,D,"132,073,841,013","20,552,807,021","2,855,339,110","4,569,550,673",6568321915.0,87.2,155.4,25.0,29.19,179.0,0.0,94567069051.95122,42568934878,7330326658.0
일진다이아,00508274,081000,2022,D,"599,305,651,807","71,340,431,456","3,272,205,622","1,861,334,390",5470316524.0,110.0,52.5,20.0,55.22,253.0,0.0,313810691128.0488,186836814030,11540926362.0
이월드,00540605,084680,2022,D,"431,705,014,700","185,352,588,241","14,610,430,386","7,308,956,663",37913714177.0,,,22.22222222222222,70.60,460.0,382.0,289287515959.6951,"126,461,962,948","16,437,825,311"
엔케이,00172228,085310,2022,D,"185,745,934,911","57,514,392,119","870,341,567","10,508,709,657",103868394.0,,,12.5,23.41,123.0,370.0,78920158662.43903,76687877838,-3029294717.0
진도,00557933,088790,2022,D,"129,200,779,871","25,027,285,482","6,093,797,742","5,123,956,863",1347764.0,13.85,13.96,16.666666666666664,50.85,139.0,22.0,37500852823.41464,63417016273,8582284728.0
메타랩스,00442835,090370,2022,D,"90,016,753,672","11,129,379,056","-2,047,208,320","-13,656,713,478",37913714177.0,,,37.5,24.77,40.0,0.0,73136849112.2439,22659042216,447640153.0
세원이앤씨,00585219,091090,2022,D,"282,702,159,615","115,300,760,586","1,818,195,585","-92,761,245,972",836568348.0,,,16.666666666666664,24.00,197.0,22.0,146645269715.81708,126627325096,-11361915836.0
디아이씨,00112165,092200,2022,D,"648,233,574,145","504,681,102,341","31,286,785,173","15,137,287,825",745191228.0,,,9.090909090909092,38.36,700.0,700.0,177814029662.15448,695890221570,13768836067.0
기신정기,00106614,092440,2022,D,"265,059,186,517","14,831,931,489","9,642,345,481","10,696,712,893",792302351.0,51.6,44.8,8.333333333333332,71.43,437.0,4.0,115080048780.4878,131329892496,2096772155.0
형지엘리트,00441243,093240,2022,D,"109,225,633,024","41,486,677,550","3,940,036,180","8,288,093,361",83191338.0,,,12.5,32.58,30.0,16.0,58676136021.86992,137271368719,10578221489.0
진양홀딩스,00646732,100250,2022,D,"597,085,261,527","194,455,945,015","5,231,538,199","34,705,704,464",5032989826.0,43.8,93.1,16.666666666666664,62.94,4.0,0.0,198385115439.5122,234557602802,8233890974.0
인바이오젠,00652423,101140,2022,D,"141,814,848,411","37,399,819,172","-6,033,395,547","-136,640,099,029",37913714177.0,,,20.0,38.83,57.0,0.0,106486107987.3008,"11,403,730,922","(11,505,134,464)"
쌍방울,00681142,102280,2022,D,"167,746,018,396","29,093,372,709","642,206,648","-109,641,478,750",1233381688.0,,,25.0,12.04,215.0,0.0,154026295373.68292,103274971913,-9756176672.0
일진전기,00683469,103590,2022,D,"839,513,249,151","494,610,873,687","31,490,877,242","27,728,684,638",8497978098.0,19.9,24.8,5.555555555555555,59.74,786.0,37.0,205055310366.4634,1164706090212,50573216276.0
미원홀딩스,00706715,107590,2022,C,"485,886,407,079","229,582,717,353","22,840,986,830","25,035,660,044",3099817382.0,6.1,3.5,33.33333333333333,72.87,14.0,1.0,306103252032.5203,499293421104,23087776620.0
호전실업,00226316,111110,2022,D,"316,098,137,496","180,582,898,935","40,584,324,713","38,800,723,016",19064033254.0,10.37,18.95,23.07692307692308,40.56,152.0,6.0,88173859301.38211,479999576039,34784625161.0
락앤락,00561866,115390,2022,B,"708,510,198,267","106,428,102,752","2,304,046,491","-8,213,595,668",16081425496.0,-637.0,,13.79310344827586,68.91,473.0,15.0,439397356768.53656,521216116746,31705078238.0
KC코트렐,00797364,119650,2022,D,"323,473,720,683","266,719,036,966","3,629,851,717","-19,244,340,300",1789475609.0,,,20.0,34.70,228.0,34.0,76960217475.44716,421583746860,-121705126041.0
조선선재,00796994,120030,2022,D,"145,133,296,597","9,248,179,273","9,435,412,968","13,174,731,310",37913714177.0,14.5,10.8,33.33333333333333,51.83,125.0,0.0,149732553874.39026,"66,976,160,497","6,076,166,939"
대성산업,00828789,128820,2022,D,"1,824,588,314,611","1,197,506,140,662","48,301,486,163","-7,741,897,895",139109963909.0,,,16.666666666666664,35.34,302.0,69.0,215831153537.9268,1871305784976,41904058840.0
미원화학,00855163,134380,2022,C,"147,864,035,732","15,155,439,398","18,983,200,277","20,938,722,745",37913714177.0,31.45,44.95,42.85714285714285,56.23,203.0,1.0,150735683092.68292,235165568,28546942506
시디즈,00852087,134790,2022,C,"85,063,020,141","21,635,673,445","40,885,780","3,102,893,525",37913714177.0,26.38,5.19,40.0,60.72,167.0,0.0,103186178861.78862,243320658371,11656065613.0
드림텍,00415646,192650,2022,D,"825,357,092,772","323,702,374,400","96,666,082,963","105,543,183,337",70003412122.0,,24.5,42.85714285714285,59.11,461.0,0.0,684113987945.0406,1368643532370,143444441234.0
제이에스코퍼레이션,00332927,194370,2022,C,"533,768,141,172","278,290,251,740","81,475,323,113","83,593,569,608",2047018953.0,16.63,15.63,16.666666666666664,60.44,124.0,1.0,255387601102.03253,975066240993,123851570486.0
금호에이치티,00105606,214330,2022,D,"426,633,825,138","100,833,283,251","9,292,103,935","-17,157,797,244",53774084512.0,,,9.090909090909092,24.80,470.0,15.0,268266914868.78452,277770353237,13299022100.0
토니모리,00816544,214420,2022,C,"199,062,053,733","101,679,024,921","-7,258,250,448","-2,946,339,154",14979283440.0,,,33.33333333333333,53.00,131.0,0.0,104532801574.79675,126745016191,8375458578.0
미원에스씨,01234297,268280,2022,C,"475,733,780,981","96,877,962,047","80,853,449,953","84,896,353,218",1465130337.0,17.8,13.2,18.75,72.38,475.0,3.0,966460365853.6586,611649824176,39429185319.0
제일약품,01236897,271980,2022,D,"456,891,539,429","301,294,319,644","-13,504,334,090","-13,246,645,256",9381751321.0,,,16.666666666666664,62.28,973.0,30.0,342910441931.70734,722229924460,-15146989615.0
동아타이어,01262458,282690,2022,D,"474,371,544,392","96,570,089,934","22,378,404,384","31,069,283,692",1140482185.0,57.25,83.04,15.384615384615383,64.94,516.0,0.0,165563777383.1301,205744147552,17888612657.0
에어부산,00651901,298690,2022,D,"1,227,883,087,659","1,101,224,121,714","-81,307,511,001","-153,133,369,491",37913714177.0,,,16.666666666666664,42.89,1202.0,37.0,331882773983.7398,"404,993000000","113,030,969,324"
삼천당제약,00128546,000250,2022,D,"373,275,926,268","127,634,262,627","12,224,651,499","8,919,524,090",80840062839.0,,,6.25,38.60,384.0,10.0,842149113264.6342,177335410013,13278998700.0
서부T&D,00130383,006730,2022,D,"2,065,713,348,318","1,248,905,018,191","19,185,280,991","30,498,487,923",291795300.0,17.45,6.44,18.181818181818183,52.98,302.0,266.0,503737957339.1464,135281001825,38689781586.0
네이처셀,00117276,007390,2022,D,"94,021,004,319","36,862,832,477","-9,502,488,683","-8,904,827,977",37913714177.0,,,28.57142857142857,22.59,92.0,24.0,1137041066695.122,21554489489,-14865600356.0
에스엠코어,00137915,007820,2022,C,"109,853,668,071","39,615,250,918","2,009,033,348","2,408,113,145",1222118790.0,56.1,,6.666666666666667,26.70,228.0,42.0,129962487988.5366,115015460133,5519895705.0
SGC이테크건설,00141246,016250,2022,B,"973,525,647,536","727,213,982,033","33,204,579,097","70,906,639,426",4048895727.0,7.1,4.1,20.0,42.21,771.0,251.0,117018658760.36586,1523333467679,116010128412.0
KCC건설,00105466,021320,2022,D,"1,198,128,493,039","747,474,269,742","-1,091,838,620","13,571,221,968",37913714177.0,67.41,7.61,4.3478260869565215,66.28,914.0,309.0,162048455284.55286,"1,893,078000000","(78,227,059,691)"
유진기업,00184667,023410,2022,D,"2,030,421,858,750","1,092,825,611,169","54,719,955,238","-7,891,294,088",68167677690.0,41.19,15.75,3.333333333333333,38.81,679.0,24.0,325092178915.0,1407717459055,19437733793.0
동화기업,00173032,025900,2022,D,"1,846,108,233,207","1,074,761,149,038","72,435,427,545","57,432,543,663",71032335680.0,,,25.0,69.14,833.0,13.0,1438511730344.715,1100415112505,25780473093.0
코엔텍,00197476,029960,2022,D,"208,244,495,395","37,731,210,189","48,363,480,084","50,229,848,661",37913714177.0,61.0,50.4,10.0,59.29,86.0,0.0,411042682926.8293,"90,286,420","49,405,656,757"
시그네틱스,00158219,033170,2022,D,"193,209,798,817","61,897,064,699","8,884,748,083","9,812,066,060",320000000.0,,,10.0,37.87,137.0,0.0,157527528608.00812,287600045582,14376439086.0
코웰패션,00155948,033290,2022,D,"1,067,555,260,616","571,242,059,846","101,677,130,510","91,631,926,647",328463324361.0,25.0,17.04,4.761904761904762,70.86,652.0,158.0,589983572147.561,1193278977763,79189243751.0
네패스,00227333,033640,2022,C,"1,131,933,359,194","739,611,151,367","-6,714,005,791","83,877,723,664",18657182389.0,,,7.4074074074074066,25.71,1074.0,117.0,553481776785.7723,588039209962,97638800104.0
KG이니시스,00264547,035600,2022,D,"1,452,980,135,073","847,320,423,017","106,512,396,728","90,651,570,239",189924297139.0,18.6,22.1,12.5,41.04,222.0,19.0,424606799067.0732,1177624552737,54008604260.0
SFA반도체,00301246,036540,2022,D,"674,874,341,737","190,956,704,120","62,881,247,628","71,388,920,625",10868182550.0,,,9.090909090909092,55.01,628.0,0.0,928913240688.6586,699412110637,94908137157.0
영풍정밀,00141389,036560,2022,B,"412,207,478,503","71,656,711,563","11,969,856,632","19,506,213,533",37913714177.0,40.62,46.89,13.043478260869565,51.22,223.0,13.0,158972560975.60974,"89,066000000","12,728,997,773"
KCI,00265041,036670,2022,C,"123,130,036,367","24,943,833,965","21,877,282,357","22,700,882,769",37913714177.0,,,25.0,50.02,171.0,8.0,99624967479.6748,"109,605,027,221","13,003,062,961"
이오테크닉스,00246417,039030,2022,D,"615,867,392,001","76,752,866,702","92,798,680,886","100,770,243,229",4577619496.0,15.8,15.3,20.0,31.08,632.0,21.0,1080679940304.878,447157589742,92745130018.0
오스코텍,00263654,039200,2022,D,"143,735,698,279","21,914,692,257","-28,638,371,344","-27,983,021,370",590281652.0,,,0.0,16.30,47.0,0.0,766543121544.7155,5062376493,-26420974927.0
나노엔텍,00230425,039860,2022,D,"63,276,789,628","5,627,996,929","4,380,965,003","5,508,274,307",1846416832.0,,,10.0,29.50,135.0,3.0,160268002813.47562,35200667312,8043940491.0
KG모빌리언스,00405278,046440,2022,D,"474,188,848,712","157,786,435,557","40,290,909,338","38,350,134,733",29092291127.0,30.36,27.79,9.090909090909092,50.72,156.0,16.0,295822419207.8049,276116842169,-9249167520.0
현대바이오,00313649,048410,2022,D,"67,326,810,921","9,091,422,389","-26,354,165,991","-16,612,741,978",33174621548.0,,,14.285714285714285,13.18,66.0,0.0,1085138122270.3252,7851578107,-16543513766.0
리노공업,00369657,058470,2022,C,"531,488,129,432","38,304,546,606","136,634,729,982","154,075,514,572",37913714177.0,39.82,36.56,12.5,34.66,622.0,20.0,2399768646536.585,"322,422,803,089","108,593,008,315"
인선이엔티,00375931,060150,2022,D,"550,218,609,958","208,374,441,965","33,230,165,818","28,972,541,204",13471066367.0,,,22.22222222222222,44.98,374.0,45.0,462565950135.60974,237616653525,33921621803.0
다원시스,00523307,068240,2022,D,"672,878,033,817","467,395,937,130","-159,266,398,763","-169,981,377,034",9628707194.0,,-8.53,25.0,18.16,552.0,143.0,792467060651.0162,209188579520,-149474382941.0
셀트리온제약,00541349,068760,2022,D,"599,724,549,123","242,938,002,116","38,169,582,298","30,468,673,930",37913714177.0,,,12.5,55.26,711.0,130.0,2988373500127.642,"386,039,612,595","(4,045,950,275)"
차바이오텍,00525679,085660,2022,D,"1,607,008,259,342","955,071,931,840","-47,076,070,730","-71,302,408,963",24773121305.0,,,12.12121212121212,30.45,279.0,35.0,908803091176.4229,844582867317,-20630514157.0
동국제약,00114808,086450,2022,C,"768,330,084,076","237,265,679,685","72,653,921,441","68,632,496,823",10873370706.0,14.7,15.21,3.333333333333333,45.68,1081.0,51.0,855900182926.8292,661647492300,40909001891.0
메디톡스,00580199,086900,2022,D,"596,288,445,046","162,672,839,659","46,664,445,394","49,526,136,526",26469640101.0,,,4.545454545454546,17.84,603.0,90.0,780404886274.7968,195096220132,26199414180.0
에이스테크,00556907,088800,2022,D,"379,521,558,057","311,712,410,525","-20,058,514,812","-31,318,339,188",16581328000.0,,,5.263157894736842,20.6,175.0,4.0,382387977620.0407,240405466099,-5742142738.0
상아프론테크,00181299,089980,2022,C,"335,959,119,954","150,973,300,609","12,905,637,676","8,851,672,493",822006363.0,42.0,33.5,7.142857142857142,42.24,475.0,29.0,550903569756.7073,181155503171,15606866503.0
아미코젠,00545734,092040,2022,C,"429,651,956,812","259,874,018,775","-4,899,462,026","-50,571,006,364",17381091891.0,,,0.0,15.96,214.0,0.0,494731260723.5772,144295727345,-22413068120.0
제넥신,00545929,095700,2022,D,"388,781,107,501","107,873,145,205","-33,679,063,951","-57,131,835,253",2054067908.0,,,12.5,15.11,114.0,2.0,854267397593.0895,16139032166,-39799586489.0
에스앤에스텍,00411048,101490,2022,C,"226,750,296,429","36,358,827,310","16,012,815,858","16,541,478,096",2260705288.0,17.9,18.1,16.666666666666664,21.68,250.0,0.0,553599934357.1138,123506695451,24922484577.0
이엔에프테크놀로지,00530185,102710,2022,D,"662,279,122,926","270,602,941,282","64,645,433,271","63,819,436,162",11676122390.0,11.57,4.63,3.7037037037037033,35.63,517.0,39.0,409407486065.8536,680206980850,60877072895.0
티케이케미칼,00693554,104480,2022,D,"1,431,444,770,374","483,514,905,473","480,800,306","311,910,286,090",37913714177.0,,,10.0,47.89,638.0,18.0,396270837812.9268,"753,34700000","11,784,476,083"
원익머트리얼즈,00623661,104830,2022,C,"583,018,186,697","137,651,227,352","88,797,905,994","76,694,813,371",5101271025.0,17.5,9.6,5.88235294117647,45.69,489.0,9.0,412909437398.374,581258025083,-9826752721.0
메지온,00808022,140410,2022,D,"54,021,841,457","27,781,788,650","-23,331,280,109","-35,909,597,525",1619739810.0,,,22.22222222222222,21.96,48.0,0.0,671871097639.4309,30726176390,-12074641587.0
레고켐바이오,00842619,141080,2022,C,"252,530,449,549","32,931,523,513","-50,375,099,038","-47,722,617,786",37913714177.0,,,33.33333333333333,10.72,131.0,4.0,1024098855431.504,33412042600,-7135573296.0
서진시스템,00838005,178320,2022,D,"1,384,813,849,004","845,244,135,390","44,398,388,581","15,179,648,474",5504349986.0,,,2.941176470588235,31.74,300.0,9.0,615509045390.8536,787598942942,24176884350.0
알테오젠,00989619,196170,2022,C,"245,490,136,097","100,108,123,094","-29,373,680,278","-9,969,855,067",47187477502.0,,,14.285714285714285,24.7,107.0,0.0,2308538567449.187,28806344498,-17874625308.0
메가스터디교육,01074862,215200,2022,B,"904,710,791,851","471,008,859,752","135,389,636,306","134,308,390,458",71348631296.0,23.3,29.0,11.538461538461538,29.87,1369.0,627.0,987342387219.5122,835952852633,164964063308.0
RFHIC,01078178,218410,2022,C,"473,338,210,545","165,491,087,870","802,971,835","3,959,367,755",4813378793.0,55.1,68.0,20.0,34.08,290.0,0.0,693694737799.5935,108032898603,3968742424.0
씨아이에스,01090471,222080,2022,D,"443,995,110,774","303,962,068,566","7,811,543,178","15,682,198,047",37913714177.0,,,25.0,29.51,262.0,1.0,857145308640.8536,159362402652,55206583744.0
에코마케팅,01029394,230360,2022,C,"309,674,299,000","96,124,869,385","56,589,658,372","56,348,497,276",34433222117.0,26.25,35.94,11.11111111111111,47.20,252.0,0.0,513190300321.1382,352756160978,48171941064.0
메드팩토,01336373,235980,2022,D,"107,687,183,354","75,364,585,732","-37,193,012,232","-35,753,227,225",37913714177.0,,,20.0,33.14,62.0,0.0,618829312689.8374,0,-29613703009.0
셀리버리,01182444,268600,2022,C,"84,704,573,850","74,250,173,411","-66,892,079,696","-75,018,397,988",37913714177.0,,,25.0,19.84,100.0,0.0,484130253136.78864,23158372590,-56381139659.0
엘앤씨바이오,01181515,290650,2022,C,"199,725,162,710","91,903,982,601","9,483,841,990","4,563,326,433",3575389169.0,24.96,8.21,16.666666666666664,33.63,110.0,3.0,693940959340.4471,52572492155,-6075796008.0
국보,00104519,001140,2022,D,"109,959,854,401","66,871,513,556","-14,020,928,187","-24,473,349,636",4775870257.0,,,37.5,20.74,105.0,1.0,87555962298.82521,102255056679,1455929155.0
비비안,00107677,002070,2022,D,"201,061,180,940","104,480,645,980","5,712,710,660","-14,000,473,825",586155602.0,,,14.285714285714285,17.31,196.0,0.0,60769444928.65854,213052156991,-1578040162.0
흥아해운,00167208,003280,2022,C,"317,059,936,570","181,755,200,200","29,679,321,670","19,003,192,145",739476320.0,,,33.33333333333333,84.85,155.0,190.0,523583857791.7683,177860078064,32737334185.0
진양산업,00150439,003780,2022,D,"82,719,954,686","31,490,483,064","5,285,312,534","5,476,287,811",1022048159.0,42.4,36.7,14.285714285714285,45.18,72.0,4.0,104044390243.90244,83673211023,6980475580.0
성안,00132868,011300,2022,C,"123,872,501,880","101,656,694,244","-1,517,005,402","-8,290,315,629",37913714177.0,,,33.33333333333333,31.45,57.0,0.0,45547306191.21951,72460001579,2489782866.0
세우글로벌,00134176,013000,2022,D,"49,888,720,541","4,030,128,778","1,558,551,419","2,364,372,560",37913714177.0,,,28.57142857142857,34.85,22.0,0.0,48502750856.15854,28065827220,2849547842.0
한국주강,00159564,025890,2022,D,"48,045,222,224","18,273,216,705","-517,656,122","1,721,453,110",37913714177.0,,,20.0,56.98,32.0,7.0,38352179789.268295,"54,371,102,413","1,611,781,103"
이아이디,00480950,093230,2022,D,"566,212,896,315","384,426,714,358","-12,839,603,028","-101,105,095,340",13105067108.0,,,20.0,23.62,32.0,0.0,158113645512.13416,269174490013,-6376490089.0
