회사명,corp_code,stock_code,연도,ESG,자산총계,자산별 현금흐름,부채 비율,무형자산 비중,매출액 성장률,현금 배당성향 상승률,EBITDA 성장률,임직원 성장률,최대주주 지분율,사외이사비율,비정규직(o2)
LX인터내셔널,00120076,001120,2022,A,7719007333629.0,0.1584252303302418,0.6066236056438054,0.1386093860308572,0.1105046142492753,-0.1291866028708135,0.3516546948326832,0.0287206266318537,24.76,0.1739130434782608,0.0130548302872062
대한전선,00113207,001440,2022,A,1620264871000.0,-0.0287636168839705,0.4555184656595569,5.2509365303643615e-06,0.1847900115401834,-0.0107664551835946,0.2797009145097114,0.0177975528364849,40.0,0.088235294117647,0.0200222469410456
대상,00121941,001680,2022,B+,3190196448368.0,-0.0285044766426592,0.5854090734567107,0.0373673765334995,0.1503634133945566,0.4236311239193084,-0.6616893902789208,0.1917197452229299,44.27,0.5714285714285714,0.5140127388535032
SK네트웍스,00131780,001740,2022,A,9499259000000.0,-0.0334081847857817,0.7420101925844953,0.00399122859762,-0.1398336058567957,0.1,-0.314741182534423,0.0396825396825396,42.27,0.625,0.199023199023199
오리온홀딩스,00117577,001800,2022,A,5102168431194.0,0.1038882068116981,0.1915292137283116,0.0695005189765984,0.1770463011164896,0.0586797066014669,0.2401561635709145,-0.5,63.84,0.6,0.0
한진,00163512,002320,2022,B+,4093197691709.0,0.0445698845998884,0.6251383259811814,0.0936305070212686,0.12117889616942,0.700109649122807,-4.639067262013405,0.0139072847682119,27.45,0.217391304347826,0.0205298013245033
한독,00161046,002390,2022,B+,871106170067.0,0.0350349817768512,0.5616423627402042,0.0949809792113357,0.0480324466925656,-1.8388349514563105,0.3482513587458534,0.0,43.38,0.1578947368421052,0.0394190871369294
아모레퍼시픽그룹,00154462,002790,2022,A,7651003801454.0,0.0239772714241936,0.1460593262649575,0.1119300407375635,-0.1849012652150598,0.3323782234957019,-0.4896198606437383,-0.0454545454545454,61.95,0.3636363636363636,0.0113636363636363
TYM,00117230,002900,2022,B+,782128426554.0,0.0264332382561377,0.57236916869955,0.0229965515564318,0.2784255695989761,-0.2247191011235955,0.7225156935774701,0.466724286949006,31.57,0.2727272727272727,0.1996542783059637
삼양식품,00126955,003230,2022,B+,924929490964.0,0.0516657146072769,0.5083260443690402,0.0579183565486345,0.2937244394520722,-0.0230769230769231,0.2925650641225704,0.0519210799584631,46.14,0.1212121212121211,0.1863966770508826
쌍용씨앤이,00138224,003410,2022,B+,3874346066243.0,0.0588843080373634,0.5887974590762647,0.0924329031550014,0.1545230061350594,0.3132947976878613,-0.1156611305863464,0.0207075064710957,77.98,0.5714285714285714,0.0750647109577221
대한항공,00113526,003490,2022,A,28997701022484.0,0.1921677216557719,0.679544933592498,0.0301318547901957,0.3603317261988114,-0.9084487650200266,0.6709330216819388,0.03125,28.6,0.1034482758620689,0.1992924528301886
LG,00120021,003550,2022,A,29633677000000.0,0.021631605149776,0.1147171510305656,5.0985235480564905e-09,0.0455020305491785,0.2699207342511472,-0.1688325972884478,0.0558375634517766,41.7,0.1538461538461538,0.0406091370558375
롯데정밀화학,00157681,004000,2022,A,2709845870581.0,0.235404801423717,0.1533767454393589,0.0083419463418239,0.2774078819524539,0.8360655737704918,-3.66549642113976,0.034896401308615,32.22,0.2,0.0098146128680479
현대제철,00145880,004020,2022,A,36800955829773.0,0.0592271747100283,0.4802161371595279,0.0360878597732387,0.1642495064715709,0.3023255813953489,-0.5936409024612734,0.0376266280752532,35.97,0.5555555555555556,0.557163531114327
한솔홀딩스,00171636,004150,2022,A,723295784000.0,0.060034606810317,0.1741512501336521,0.024238703429246,0.114652552760521,-1.2190476190476192,0.4918012984444483,-0.0238095238095238,30.28,0.2727272727272727,0.0476190476190476
신세계,00136378,004170,2022,A,14348412322688.0,0.0629433045723074,0.5642877252178236,0.0432472098799953,0.1915226097016262,-0.0594713656387664,0.0082400185060806,0.0383233532934131,28.57,0.5714285714285714,0.0059880239520958
현대비앤지스틸,00125743,004560,2022,C,857843841402.0,-0.057181281693218,0.3882015101463472,0.0321478867026994,0.3320850518652259,0.6273504273504273,-1.9308987090989864,0.0413385826771653,46.1,0.3,0.0511811023622047
한솔테크닉스,00157399,004710,2022,B+,1071921900693.0,0.0619529096355496,0.5894978451960707,0.1456664331487706,0.0951629569656898,-30.807479417000444,1.1807660076175237,-0.0065573770491803,22.42,0.2,0.0524590163934426
효성,00117188,004800,2022,B+,5267284720508.0,0.0319347057181251,0.4499434191428005,0.0126490021506895,0.0491494366120495,0.948122270742358,-29.514511453987144,-0.0198473282442748,55.17,0.1176470588235294,0.0763358778625954
롯데지주,00120562,004990,2022,A,22175416666050.0,0.0407722154064512,0.5595907449311248,0.0494757427764458,0.2967001215184045,0.4467408585055644,0.8609629998238114,0.3435374149659864,41.7,0.1111111111111111,0.0442176870748299
빙그레,00124726,005180,2022,A,769266587599.0,-0.0146163102522023,0.251535184352587,0.0743922682325458,0.0948584435490833,0.4082329410790615,1.3213014554184046,0.0324909747292418,40.89,0.125,0.3808664259927797
롯데칠성음료,00120571,005300,2022,B+,3695935640310.0,0.0726024533721299,0.6179137523710901,0.0265123618661771,0.1181152909731037,0.1472868217054263,-0.0329613733131842,0.1135101789019124,67.5,0.1162790697674418,0.4077729796421961
현대자동차,00164742,005380,2022,B+,255742462000000.0,0.0415547379848091,0.6445778135974932,2.3861414926082943e-08,0.1748217212905562,-0.0562248995983936,0.272962783967728,0.0097263685014238,29.38,0.5454545454545454,0.1079805747774766
SK디스커버리,00131832,006120,2022,A,11780098492498.0,0.006988928884205,0.4946288546037799,0.0741088221211362,0.2412251016740226,-0.7721518987341771,0.3233636442238623,0.3582089552238806,47.48,0.1578947368421052,0.2388059701492537
LS,00105952,006260,2022,C,16813978000000.0,0.0277812900671096,0.6696401648675882,3.7655931273372675e-08,0.2665355846419525,-0.5317124735729386,0.404302954766537,0.0975609756097561,33.23,0.25,0.024390243902439
GS건설,00120030,006360,2022,A,16946616696898.0,-0.0004305312117748,0.6839367465264362,0.052419552619999,0.2652710579603341,0.1692307692307692,0.0104795552248596,-0.3907801418439716,23.71,0.08,0.1989361702127659
삼성SDI,00126362,006400,2022,A,30257525171127.0,0.0872872499911607,0.430967930828736,0.026933173090628,0.3265169235219248,-0.6285714285714287,0.3728647751674603,0.0202247191011235,20.54,0.5714285714285714,0.700374531835206
GS리테일,00140177,007070,2022,A,9832423124845.0,0.0724653965059332,0.5504663169963327,0.0259432259935438,0.136799445874552,0.8620055197792088,-11.193503200623416,0.0118457893603273,57.9,0.5714285714285714,0.264914925694594
오뚜기,00141529,007310,2022,C,3569760859068.0,0.0261337713670704,0.4544396759161446,0.0202672555704163,0.1395645780813021,-0.8651286601597161,0.4254345577020085,0.0278667520819987,50.01,0.3333333333333332,0.0156950672645739
대덕,00109189,008060,2022,B+,1903351069081.0,0.0029024844463756,0.2201818656315186,0.0164408619861753,0.174617528040634,7.219478737997255,0.6285226428740603,-0.2307692307692307,43.37,0.1666666666666666,0.0
호텔신라,00165680,008770,2022,A,2938544987435.0,0.0750236725191114,0.816309108122191,0.0120155060368225,0.232197812948396,2.8536585365853657,1.8033361568457889,-0.1022672455378678,17.0,0.1818181818181818,0.2079112397491558
한미사이언스,00161426,008930,2022,B+,1109690934182.0,0.0085174103399945,0.3468920512365523,0.0172361198634997,0.0916677094757665,-0.5906735751295336,0.3287458798023118,0.7850467289719626,64.98,0.1578947368421052,0.0210280373831775
삼성전기,00126371,009150,2022,A,10997170898641.0,0.1432510089413703,0.3004123742192877,0.0136447268024672,-0.0265778429793328,-0.0987654320987655,-0.2565501021461067,-0.287515762925599,23.85,0.5714285714285714,0.3488860865910046
무림페이퍼,00136086,009200,2022,B,2429133745988.0,0.0172419223647831,0.716192272279105,0.0035356134165872,0.2457696815759335,-1.2288452730160897,0.927018178409455,-0.1469879518072289,54.06,0.1875,0.0
한샘,00161693,009240,2022,A,1099679540571.0,-0.0193498241896464,0.5949475016706094,0.0220658435696643,-0.1151052953076354,-0.5624003627680907,1.9986194827897084,-0.146726862302483,0.52,0.5,0.018510158013544
무림P&P,00119007,009580,2022,B+,1604057802775.0,0.0321031874973044,0.5868670196207668,0.0012913450883231,0.2072132142897913,-1.0144230769230769,0.5271891247461861,0.0172413793103448,66.97,0.1666666666666666,0.0043103448275862
한화솔루션,00162461,009830,2022,B,23831697412977.0,0.0048555804189587,0.5847164644703459,0.0015908944092398,0.2144988173077696,-0.0107664551835946,-0.5025999409593818,-0.141851106639839,36.67,0.0458015267175572,0.0975855130784708
영원무역홀딩스,00140964,009970,2022,C,5490219711184.0,0.0945733896487405,0.2738608638425052,0.0333434532430618,0.2852668365155736,-0.3125,0.4405038190607153,-0.0638297872340425,46.25,0.1111111111111111,0.1702127659574468
OCI,00148896,010060,2022,A,6745534254000.0,0.0840037040304087,0.40532547683361,5.3251725730544335e-06,0.3055497173423858,-0.1001494768310911,0.3890429075107917,0.0308815272318921,22.24,0.5714285714285714,0.0505334081976417
엘에스일렉트릭,00105855,010120,2022,A,3322804977898.0,-0.0437721959084126,0.5337400130398028,0.0259718349963448,0.2098876216019435,0.0321588366890379,0.1277271380455998,0.1290322580645161,48.25,0.1212121212121211,0.0934139784946236
한솔피엔에스,00103626,010420,2022,B,134944512348.0,0.1239377859758361,0.6213156349313572,0.2809578064147335,0.1632565606424467,0.4558823529411764,-0.8926351379188351,0.1749049429657794,46.07,0.25,0.0038022813688212
현대미포조선,00164609,010620,2022,B+,4748245499000.0,0.0438913217616678,0.5418805206137468,1.869362273258483e-06,0.2232121954375768,-0.0107664551835946,-2.316704841998082,0.180327868852459,43.0,0.1034482758620689,0.5409836065573771
LG이노텍,00105961,011070,2022,A,9793617826430.0,0.1546925552550637,0.5644313434585,0.0208795174154288,0.2370566743353159,0.2,-0.0512018061604218,0.07009148486981,40.79,0.0869565217391304,0.6686840253342716
롯데케미칼,00165413,011170,2022,A,26784587810580.0,-0.0062523061350546,0.355441180992766,0.0327761736474894,0.1865507677009211,0.9529499801230036,5.807415244857757,0.0461711711711711,54.92,0.0555555555555555,0.1734234234234234
HMM,00164645,011200,2022,A,25973455000000.0,0.4357859976656937,0.2034978788921227,1.7021224169060295e-09,0.2576915067021763,0.0517241379310344,0.4768877883533625,0.0599439775910364,20.69,0.0909090909090909,0.0605042016806722
현대위아,00106623,011210,2022,A,7546451000000.0,0.056182833493519,0.505244120713167,1.4478461464866068e-08,0.0828346703439026,-0.0492957746478874,-0.1703054738970289,0.0911895783339047,40.75,0.625,0.0287967089475488
현대코퍼레이션,00164812,011760,2022,B,1831301801553.0,0.2110264174235377,0.7615934840970753,0.0053243469349133,0.3826478187419651,-1.0851528384279476,0.3790351951239675,0.0491071428571428,24.31,0.1428571428571428,0.0491071428571428
SKC,00139889,011790,2022,A,6393092564908.0,-0.023018388406694,0.6493323476162962,0.2383186737739539,0.2786645584655169,1.3180987202925043,-1.4674614185978,-3.254237288135593,40.9,0.1904761904761904,0.0508474576271186
현대모비스,00164788,012330,2022,A,55406698000000.0,0.0388772851975405,0.3176342686943734,1.741783998750476e-08,0.1965871267285452,-0.0472972972972972,0.0499819782954441,0.0685178817056396,31.38,0.057471264367816,0.045649931224209
한화에어로스페이스,00126566,012450,2022,B+,15157301978809.0,0.1005671783413116,0.7411291561422519,0.1399062871801165,0.1526417194166014,0.4436060365369341,-0.657143399858511,0.6388888888888888,33.98,0.05,0.4065656565656566
에스원,00158501,012750,2022,B+,2075658595502.0,0.1336675457930493,0.2662621560851323,0.1954667425752045,0.062995834675624,-0.1696428571428571,0.1495174477752854,0.5006544502617801,25.65,0.0555555555555555,0.3861256544502617
한솔케미칼,00140955,014680,2022,B,1253310602636.0,0.1385289190866476,0.3198042156373656,0.0302508524999778,0.1318875928821516,-0.1532846715328468,-0.0744667601099637,0.0398773006134969,15.02,0.1875,0.1441717791411043
SK텔레콤,00159023,017670,2022,A,31308262000000.0,0.164790910463187,0.6117575609914085,1.0619912405230289e-07,0.0321519137880192,0.6242118537200505,-0.3899512357703583,0.0241868223519599,30.02,0.625,0.2251876563803169
현대엘리베이터,00164724,017800,2022,B,3014471063421.0,0.0040763734978615,0.6129496686065711,0.0305279240420254,0.0732046235275273,-0.1377952755905512,-0.4577727190760195,-0.0130718954248366,26.5,0.5714285714285714,0.4150326797385621
애경산업,00139454,018250,2022,A,482639615354.0,0.0702387957112378,0.2562282831410247,0.0363681107426825,0.0597754347548396,0.2973523421588595,0.1010272694670253,0.0380313199105145,63.35,0.2142857142857142,0.0626398210290827
삼성에스디에스,00126186,018260,2022,A,11952424889489.0,0.1079105887497564,0.2916106971431479,0.0596321303289505,0.2091557577242869,-0.3491781430475343,0.2425079462756375,-0.2153246753246753,56.77,0.5714285714285714,0.0187012987012987
SK가스,00144164,018670,2022,A,5831776891571.0,0.0240162126669202,0.59859658732308,0.0198432435816018,0.1948453980157362,0.1894273127753304,0.1529996173988917,0.0521172638436482,72.35,0.1142857142857142,0.0846905537459283
한섬,00188089,020000,2022,B+,1684715498594.0,0.0399019947516967,0.206695478826908,0.0551393842304685,0.1003876578968019,0.1417910447761194,0.044149358909796,-0.0248565965583174,34.64,0.4285714285714285,0.1797323135755258
코웨이,00170558,021240,2022,B+,4365074875331.0,0.0376759252489407,0.470348440100312,0.0447581151446308,0.0497579682849131,0.0533980582524272,0.0362290353934393,-0.0225085377212045,25.11,0.625,0.0212666873641726
롯데쇼핑,00120526,023530,2022,A,31703575873070.0,0.0513455717846558,0.6519283241050556,0.0080099718989651,-0.0063009925975263,-0.0107664551835946,-0.1249658392122626,-0.0153935241036529,61.18,0.5555555555555556,0.0026540558799401
한솔홈데코,00203582,025750,2022,B,319496520639.0,0.0121135354283653,0.519800631765402,0.0145287000049833,0.0711485572143546,0.0231687562439331,2.2839889885108717,-0.0066006600660066,23.46,0.2857142857142857,0.0165016501650165
BGF,00219097,027410,2022,B+,1938013970903.0,0.0001070468588538,0.1039675433403182,0.0917121439801509,0.6547387478148692,0.6390134529147982,-0.119346954191846,-1.0892857142857142,69.7,0.4,0.1071428571428571
삼성엔지니어링,00126308,028050,2022,A,7848723222714.0,0.073477742122187,0.671661194588043,0.0095558156106141,0.25537701359242,-0.0107664551835946,0.26012682534056,0.1251885369532428,20.6,0.6666666666666665,0.5818250377073907
삼성물산,00149655,028260,2022,A,58981492466950.0,0.0443916610199741,0.4580652329469631,0.1130382299730532,0.2017177478406051,-1.3043478260869563,0.2561233802191968,-0.4016706443914081,33.45,0.5555555555555556,0.1190930787589498
신세계인터내셔날,00234412,031430,2022,B+,1278681814634.0,0.08602093563713,0.34801917246346,0.0548433693499212,0.0663493459888854,0.1377245508982035,0.2290632418065914,-0.0239341810022438,54.05,0.1578947368421052,0.0890052356020942
신세계푸드,00274933,031440,2022,B,903927240057.0,0.0231564628218086,0.6768889007719442,0.0534814154067882,0.0581401600341849,3.230055658627087,2.072301505405781,-0.0295402003596198,55.55,0.5,0.0326226560493192
LG유플러스,00231363,032640,2022,A,19774800000000.0,0.1772447761797843,0.5727053118109917,1.18419857596537e-07,0.0039447029661318,0.2085904129093497,-0.0564662959902522,0.0235790280839643,37.67,0.0512820512820512,0.0162944503019265
케이티앤지,00244455,033780,2022,A,12301715783797.0,0.0721758348669106,0.2392459559406747,0.0136445549594864,0.1064794909319286,-0.0297202797202796,-0.0070190837003658,0.1935914552736982,8.51,0.1176470588235294,0.4165554072096128
강원랜드,00255619,035250,2022,A,4167752670696.0,0.1008150624115208,0.1805228931282421,0.0006625059897181,0.3795218156461004,0.5026843609068334,1.0843554622443516,0.2241431604488929,36.27,0.6923076923076923,0.2890506521079769
카카오,00258801,035720,2022,A,22963491575614.0,0.0295415219926049,0.4107227881124962,0.2622576725684179,0.1365118845785629,0.1052631578947368,-0.7584775195910748,0.1099718021020251,24.19,0.6666666666666665,0.0563957959497564
엔씨소프트,00261443,036570,2022,A,4437632450781.0,0.165857394424242,0.2792217746719713,0.0097797852873917,0.102253543101445,0.0353697749196141,0.1932891030788313,0.051835035944003,11.99,0.7142857142857143,0.1513431706394249
팜스코,00260408,036580,2022,B,1223174230326.0,-0.0671579402732401,0.7728437289747782,0.0011835190074386,0.1917693459920019,22.471698113207548,1.5004324228792942,0.0760095011876484,56.58,0.1578947368421052,0.004750593824228
광주신세계,00220561,037710,2022,B+,913454051041.0,0.0749482030770775,0.1352496214365738,0.0415058799441442,0.0806062507437498,0.1600520494469745,0.0795971717452577,0.0058823529411764,62.5,0.5,0.0
KSS해운,00160232,044450,2022,B+,1659172643001.0,0.0678793152352694,0.7551308298212128,0.0004938129328832,0.2725216001791404,0.193325661680092,-0.2275115457765519,0.1517094017094017,30.27,0.5714285714285714,0.0106837606837606
대우건설,00124540,047040,2022,B+,11140353752210.0,-0.0379830148254544,0.6656643725737059,0.0062594708743576,0.1664238393512946,-0.0107664551835946,0.1613243120659077,0.0893879348304711,50.75,0.0485436893203883,0.4771025979744606
한국항공우주,00309503,047810,2022,B,7772406693424.0,0.1920428714804481,0.8130287202938669,0.0959601035961015,0.0805933301826641,-0.4805825242718445,0.5544961405981532,-0.0013333333333333,26.41,0.0857142857142857,0.3862222222222222
LG생활건강,00356370,051900,2022,A,7302929652203.0,0.068095888469908,0.2511449173552874,0.2876362435645724,-0.1260482143070624,0.1619718309859154,-1.8421539972383327,0.0126182965299684,34.03,0.5714285714285714,0.013564668769716
케이티스카이라이프,00349097,053210,2022,A,1361298311421.0,0.1295872463088979,0.3700615700904988,0.3598203149555775,0.2620422652274207,0.6281879194630872,-1.449825228049118,0.0158311345646438,50.0,0.2941176470588235,0.0
한미글로벌,00413523,053690,2022,B+,373059659521.0,0.0569149182472911,0.4782405133567033,0.093369848106129,0.2786288408508456,-0.2259414225941423,0.3624910962917942,0.0696378830083565,24.7,0.2222222222222222,0.4373259052924791
현대홈쇼핑,00412597,057050,2022,A,2782027992185.0,-0.0193774604858164,0.2959311244777916,0.0379192185554346,0.0029898735325703,0.217391304347826,-0.8420205461396919,0.0353053435114503,40.82,0.5714285714285714,0.0248091603053435
KTcs,00372882,058850,2022,A,416146080400.0,0.0473586902369872,0.5396405296816535,0.0204160942446786,0.0619211268567592,0.1626984126984126,0.0423461195935593,-0.9632408102025506,30.31,0.1875,0.795198799699925
KTis,00372873,058860,2022,B+,396208069290.0,0.0336017328012961,0.502775490761636,0.0956914235617182,0.1265045797367113,0.4372294372294372,-0.6489043928048609,0.0970873786407767,29.32,0.1875,0.7864077669902912
현대로템,00302926,064350,2022,A,4823869784000.0,0.1484761032264215,0.690814499813621,1.6294813400792247e-05,0.0919380561823663,-0.0107664551835946,0.660364144667307,0.0766550522648083,33.77,0.5714285714285714,0.1543056246888999
LG전자,00401731,066570,2022,A,55156141000000.0,0.0563462008699992,0.5922122796806978,0.0006873888109213,0.1145278682609641,-0.4056603773584906,-0.5114888470047574,-0.3766737138830162,33.67,0.0135593220338983,0.4792107117688513
SK렌터카,00201450,068400,2022,B+,3341970518606.0,-0.0806142778669323,0.8454994400500057,0.0073120746595314,0.1681758714827239,0.0690493829170601,0.1117551755332744,0.0076687116564417,72.95,0.1578947368421052,0.1226993865030674
현대백화점,00428251,069960,2022,A,12069249655000.0,0.0405486594435683,0.4724418622526207,0.0001288742911499,0.2875259075507729,0.3553299492385787,-0.2843389283351998,0.0190961171228516,36.08,0.5555555555555556,0.0
지역난방공사,00159698,071320,2022,A+,7478129879658.0,0.0019540672832855,0.7770828899493201,0.0102854613582236,0.3920964501822896,-0.4233732118438114,1.112928805510423,-0.0167682926829268,64.63,0.4,0.0030487804878048
롯데하이마트,00158307,071840,2022,A,2464219074235.0,0.0229350520649408,0.474358194891371,0.0153856913832915,-0.1597112940730114,-0.0107664551835946,0.9400061614028152,-0.1072961373390558,65.39,0.2777777777777778,0.0286123032904148
GS,00500254,078930,2022,A,33922242000000.0,0.0806364449613914,0.5139528218683187,5.982013217168842e-08,0.2992662416242277,-0.1864864864864865,0.3826115164084843,0.1159420289855072,52.46,0.3333333333333332,0.144927536231884
CJ CGV,00303873,079160,2022,B+,3601468386488.0,0.0298882817980161,0.8908530358978594,0.0465717047872131,0.4253399722646185,-0.0107664551835946,-0.5708767114719179,0.2095089980004443,40.02,0.3333333333333332,0.1921795156631859
현대리바트,00300548,079430,2022,A,854159330447.0,-0.0499520634419241,0.4865909779496219,0.0316443238814179,0.0595719259103945,0.5067846312448189,1.292958272600795,-0.008610086100861,41.2,0.2,0.045510455104551
LIG넥스원,00503668,079550,2022,A,3012727223129.0,0.1515308852026968,0.6895905276025193,0.0569248218588745,0.179469646592409,0.0639097744360903,0.1815714432958046,0.0672981056829511,47.05,0.0930232558139534,0.0568295114656031
휴비스,00362238,079980,2022,B+,793759627507.0,-0.0395622707451483,0.5196632149691468,0.0249655529838915,-0.0595517252526988,-7.942093940639237,1.0220536341252793,-0.1414514145141451,51.0,0.15,0.06150061500615
휠라홀딩스,00195229,081660,2022,B+,4821801377788.0,-0.028759896597113,0.4660577794303339,0.3610555040891491,0.1013303662797982,0.0749456915278783,-0.1316673300736289,-0.3877551020408163,21.65,0.3333333333333332,0.1224489795918367
HSD엔진,00361008,082740,2022,B+,956230294638.0,-0.022079090439184,0.7682296522262967,0.0036061271404347,0.2162189083691486,-0.0107664551835946,-0.3037526619528788,0.024516129032258,33.53,0.25,0.0141935483870967
대상홀딩스,00539274,084690,2022,B+,4015327448810.0,-0.0330928870561678,0.6127088279368408,0.0583459479000726,0.1952854544705281,0.4662379421221865,-0.5389246860752037,0.3478260869565217,67.3,0.1666666666666666,0.0434782608695652
현대글로비스,00360595,086280,2022,A,13877784500296.0,0.1123230556333939,0.5042715724681224,0.0075057852675099,0.1928071302993179,-0.011111111111111,0.3832491664777694,0.1597784405624201,50.34,0.1111111111111111,0.1022582019599488
노루페인트,00583442,090350,2022,A,668177302153.0,0.0600882165147335,0.4721858776830398,0.0211221866434611,0.0296360823954325,0.1991786447638604,-0.3509155720390844,-0.0052083333333333,51.91,0.1176470588235294,0.0208333333333333
아모레퍼시픽,00583424,090430,2022,A,5801783178159.0,0.0260305712403272,0.1762403114182661,0.0616622412913955,-0.1761083119144393,0.0,-0.326885185431389,-0.1226725082146768,50.19,0.0952380952380952,0.3055859802847754
CJ제일제당,00635134,097950,2022,A,30013241845000.0,0.0542191716710901,0.6158687988275197,0.0001552132891561,0.1260088665249642,0.1148648648648649,0.0222688343728268,0.0884223918575063,41.81,0.5714285714285714,0.0477099236641221
LX하우시스,00759513,108670,2022,A,2483729000000.0,0.0289894750997391,0.6859790258921162,2.1236213773724913e-08,0.041914337007785,0.2287303293962603,1.2045061967284294,-0.0612745098039215,30.1,0.1025641025641025,0.038235294117647
코오롱인더,00795135,120110,2022,B+,6003463015992.0,0.0050601664697655,0.5447458249251181,0.0222159947078414,0.1314255493305568,0.0542986425339367,-0.6385232267755752,0.0376411543287327,34.77,0.5714285714285714,0.1386449184441656
한미약품,00828497,128940,2022,B+,1924585730838.0,0.0843136995494324,0.475613548457743,0.0439506651502447,0.0963998911505264,-0.2027027027027027,0.14309267497386,-0.0356652949245541,41.4,0.05,0.1262002743484225
