corp_code,직원 수,연도
00838005,300.0,2022
00989619,107.0,2022
01074862,1369.0,2022
01078178,290.0,2022
01090471,262.0,2022
01029394,252.0,2022
01336373,62.0,2022
01182444,100.0,2022
01181515,110.0,2022
00104519,105.0,2022
00107677,196.0,2022
00167208,155.0,2022
00150439,72.0,2022
00132868,57.0,2022
00134176,22.0,2022
00159564,32.0,2022
00480950,32.0,2022
00458234,404.0,2022
00110750,42.0,2022
00161781,525.0,2022
00306162,176.0,2022
00788773,977.0,2022
01061558,238.0,2022
00536523,216.0,2022
00106641,34562.0,2021
00138279,727.0,2021
00155355,434.0,2021
00190321,21087.0,2021
00181712,959.0,2021
00266961,4526.0,2021
00124504,1228.0,2021
00631518,1285.0,2021
00113410,863.0,2021
00117212,957.0,2021
00109693,29.0,2021
00146083,99.0,2021
00160047,1009.0,2021
00113508,55.0,2021
00116824,90.0,2021
00164779,30056.0,2021
00164478,2036.0,2021
00160588,1830.0,2021
00160843,969.0,2021
00148540,53.0,2021
00120076,734.0,2021
00113207,866.0,2021
00121941,685.0,2021
00131780,1500.0,2021
00117577,11.0,2021
00163512,1352.0,2021
00161046,922.0,2021
00154462,91.0,2021
00117230,534.0,2021
00126955,1757.0,2021
00138224,1023.0,2021
00113526,1411.0,2021
00120021,183.0,2021
00157681,846.0,2021
00145880,255.0,2021
00171636,42.0,2021
00136378,800.0,2021
00125743,480.0,2021
00157399,582.0,2021
00117188,1240.0,2021
00120562,188.0,2021
00124726,353.0,2021
00120571,1010.0,2021
00164742,66002.0,2021
00131832,29.0,2021
00105952,70.0,2021
00120030,2434.0,2021
00126362,380.0,2021
00140177,3449.0,2021
00141529,2976.0,2021
00109189,16.0,2021
00165680,1835.0,2021
00161426,91.0,2021
00126371,2519.0,2021
00136086,455.0,2021
00161693,2491.0,2021
00119007,682.0,2021
00162461,2087.0,2021
00140964,41.0,2021
00148896,1592.0,2021
00105855,1167.0,2021
00103626,215.0,2021
00164609,50.0,2021
00105961,2191.0,2021
00165413,697.0,2021
00164645,1558.0,2021
00106623,2568.0,2021
00164812,205.0,2021
00139889,747.0,2021
00164788,103.0,2021
00126566,108.0,2021
00158501,480.0,2021
00140955,528.0,2021
00159023,873.0,2021
00164724,181.0,2021
00139454,806.0,2021
00126186,4605.0,2021
00144164,531.0,2021
00188089,420.0,2021
00170558,6446.0,2021
00120526,20931.0,2021
00203582,300.0,2021
00219097,111.0,2021
00126308,1061.0,2021
00149655,3675.0,2021
00234412,1296.0,2021
00274933,3923.0,2021
00231363,9951.0,2021
00244455,405.0,2021
00255619,2290.0,2021
00258801,3303.0,2021
00261443,2176.0,2021
00260408,385.0,2021
00220561,169.0,2021
00160232,395.0,2021
00124540,2397.0,2021
00309503,1357.0,2021
00356370,3122.0,2021
00349097,373.0,2021
00413523,552.0,2021
00412597,982.0,2021
00372882,260.0,2021
00372873,227.0,2021
00302926,1583.0,2021
00401731,1439.0,2021
00201450,562.0,2021
00428251,3082.0,2021
00159698,666.0,2021
00158307,2212.0,2021
00500254,48.0,2021
00303873,2993.0,2021
00300548,781.0,2021
00503668,1732.0,2021
00362238,895.0,2021
00195229,62.0,2021
00361008,743.0,2021
00539274,29.0,2021
00360595,1722.0,2021
00583442,757.0,2021
00583424,727.0,2021
00635134,1356.0,2021
00759513,2051.0,2021
00795135,1336.0,2021
00828497,628.0,2021
00872984,24599.0,2021
00896285,1259.0,2021
00956930,480.0,2021
00983040,29.0,2021
00992871,720.0,2021
01009789,1152.0,2021
01032413,905.0,2021
01036446,909.0,2021
00877059,2465.0,2021
00508344,254.0,2021
01060744,109.0,2021
00565154,673.0,2021
01168383,1364.0,2021
01208885,258.0,2021
01238169,1391.0,2021
00339391,507.0,2021
01263022,573.0,2021
01267170,1623.0,2021
01262032,1709.0,2021
01316236,1245.0,2021
01316227,1692.0,2021
01316245,1769.0,2021
01316254,919.0,2021
00362441,1762.0,2021
00148364,63.0,2021
00265324,3344.0,2021
00260958,643.0,2021
00228536,486.0,2021
00127954,993.0,2021
00347062,325.0,2021
00871833,1036.0,2021
00126937,432.0,2021
00150244,554.0,2021
00145109,452.0,2021
00148993,13.0,2021
00129387,824.0,2021
00109286,847.0,2021
00104768,399.0,2021
00163691,24.0,2021
00114792,119.0,2021
00138190,229.0,2021
00149354,38.0,2021
00128971,899.0,2021
00138701,12.0,2021
00114552,262.0,2021
00103006,783.0,2021
00173874,114.0,2021
00105271,1652.0,2021
00132211,527.0,2021
00124197,34.0,2021
00146269,557.0,2021
00153393,1671.0,2021
00162993,28.0,2021
00141149,623.0,2021
00113544,161.0,2021
00107598,2017.0,2021
00109718,757.0,2021
00157991,192.0,2021
00108241,5101.0,2021
00127802,642.0,2021
00130879,211.0,2021
00128555,809.0,2021
00118266,278.0,2021
00132804,588.0,2021
00125150,202.0,2021
00108135,143.0,2021
00125530,2759.0,2021
00167192,748.0,2021
00125521,546.0,2021
00126380,225736.0,2021
00166227,30.0,2021
00129679,502.0,2021
00164672,437.0,2021
00125080,18.0,2021
00124799,290.0,2021
00107613,892.0,2021
00126487,8.0,2021
00163114,19.0,2021
00140946,360.0,2021
00153861,1039.0,2021
00101488,136.0,2021
00126478,561.0,2021
00166315,833.0,2021
00115977,652.0,2021
00106368,1327.0,2021
00102618,729.0,2021
00143527,14.0,2021
00164636,11.0,2021
00166272,153.0,2021
00159786,858.0,2021
00105101,27.0,2021
00159193,23288.0,2021
00130684,490.0,2021
00165583,285.0,2021
00159795,484.0,2021
00161125,63.0,2021
00133991,312.0,2021
00108913,1230.0,2021
00176914,557.0,2021
00203290,96.0,2021
00122737,821.0,2021
00148276,1301.0,2021
00105873,27614.0,2021
00217947,680.0,2021
00158316,47.0,2021
00219486,1147.0,2021
00261285,1499.0,2021
00225159,9.0,2021
00222532,1048.0,2021
00219574,201.0,2021
00340917,3012.0,2021
00356361,1932.0,2021
00159209,312.0,2021
00256955,366.0,2021
00377610,39.0,2021
00390055,531.0,2021
00413046,2074.0,2021
00459871,7.0,2021
00481454,212.0,2021
00480455,856.0,2021
00400857,274.0,2021
00357935,363.0,2021
00555874,2835.0,2021
00595191,362.0,2021
00414850,322.0,2021
00628189,299.0,2021
00679314,564.0,2021
00684714,1168.0,2021
00776820,246.0,2021
00557508,1750.0,2021
00194947,71.0,2021
00855093,369.0,2021
00241005,363.0,2021
00937324,310.0,2021
00939331,987.0,2021
00939687,517.0,2021
00983271,878.0,2021
00990165,477.0,2021
00101664,473.0,2021
00911955,143.0,2021
01108099,70.0,2021
01032486,92.0,2021
01128613,6.0,2021
00904672,792.0,2021
00653024,1722.0,2021
01060814,479.0,2021
01319808,625.0,2021
01325979,632.0,2021
00118804,128.0,2021
00158325,459.0,2021
00252135,454.0,2021
00223762,224.0,2021
00130763,673.0,2021
00298270,222.0,2021
00358271,594.0,2021
00398701,1021.0,2021
00579980,318.0,2021
00536541,69.0,2021
00486097,401.0,2021
00447609,1257.0,2021
00554024,140.0,2021
00579999,471.0,2021
00525934,229.0,2021
00857727,2288.0,2021
00549891,147.0,2021
01135941,145.0,2021
01234507,1969.0,2021
00119195,717.0,2021
00144818,336.0,2021
00111847,760.0,2021
00148984,510.0,2021
00128032,467.0,2021
00149026,8.0,2021
00151395,323.0,2021
00166519,313.0,2021
00100939,607.0,2021
00144252,232.0,2021
00134723,158.0,2021
00149947,1145.0,2021
00113243,349.0,2021
00106395,107.0,2021
00122472,195.0,2021
00122579,537.0,2021
00113234,398.0,2021
00159740,16.0,2021
00152862,64.0,2021
00101433,343.0,2021
00127042,276.0,2021
00158112,397.0,2021
00138729,252.0,2021
00136457,151.0,2021
00174527,289.0,2021
00148443,37.0,2021
00117300,276.0,2021
00104722,387.0,2021
00127167,55.0,2021
00158149,105.0,2021
00165343,279.0,2021
00152880,1247.0,2021
00132725,149.0,2021
00111810,316.0,2021
00118275,197.0,2021
00111999,1017.0,2021
00163673,6.0,2021
00164706,356.0,2021
00133812,629.0,2021
00109806,258.0,2021
00129235,213.0,2021
00133858,921.0,2021
00113492,593.0,2021
00172936,225.0,2021
00148920,463.0,2021
00129989,326.0,2021
00163716,27.0,2021
00168331,113.0,2021
00121288,181.0,2021
00160302,214.0,2021
00156691,367.0,2021
00128412,713.0,2021
00127200,452.0,2021
00145163,120.0,2021
00153126,58.0,2021
00155531,266.0,2021
00143794,82.0,2021
00111421,359.0,2021
00113535,155.0,2021
00145552,394.0,2021
00118026,1400.0,2021
00126779,268.0,2021
00159254,38.0,2021
00108977,162.0,2021
00159810,248.0,2021
00260383,823.0,2021
00141404,97.0,2021
00122898,303.0,2021
00124090,474.0,2021
00130091,2.0,2021
00104388,569.0,2021
00152686,126.0,2021
00154329,422.0,2021
00137252,314.0,2021
00131692,871.0,2021
00145260,793.0,2021
00103042,392.0,2021
00138260,479.0,2021
00136864,609.0,2021
00103592,1011.0,2021
00153621,237.0,2021
00162586,299.0,2021
00159971,16.0,2021
00151128,277.0,2021
00160205,585.0,2021
00102858,65.0,2021
00141273,21.0,2021
00155124,81.0,2021
00139764,283.0,2021
00129013,391.0,2021
00137207,313.0,2021
00138297,79.0,2021
00136271,427.0,2021
00163345,356.0,2021
00141477,402.0,2021
00172291,557.0,2021
00173102,189.0,2021
00146232,320.0,2021
00117179,52.0,2021
00140779,262.0,2021
00105156,114.0,2021
00124780,231.0,2021
00132637,1656.0,2021
00112679,102.0,2021
00153339,255.0,2021
00113614,452.0,2021
00161976,30.0,2021
00166573,480.0,2021
00108940,39.0,2021
00119672,491.0,2021
00161709,208.0,2021
00143651,648.0,2021
00121039,306.0,2021
00142883,235.0,2021
00152729,876.0,2021
00149239,346.0,2021
00137359,804.0,2021
00118965,447.0,2021
00140131,193.0,2021
00198697,209.0,2021
00131197,141.0,2021
00121534,50.0,2021
00159500,1028.0,2021
00112022,163.0,2021
00181943,5.0,2021
00145464,145.0,2021
00107987,469.0,2021
00133706,270.0,2021
00209780,198.0,2021
00231372,1277.0,2021
00158963,824.0,2021
00134510,697.0,2021
00121543,264.0,2021
00130772,943.0,2021
00129642,623.0,2021
00369833,310.0,2021
00303217,528.0,2021
00159218,587.0,2021
00353878,238.0,2021
00398792,698.0,2021
00428729,165.0,2021
00435312,192.0,2021
00210856,244.0,2021
00406046,240.0,2021
00414601,190.0,2021
00454946,165.0,2021
00113225,394.0,2021
00540641,670.0,2021
00409672,293.0,2021
00573579,725.0,2021
00671376,2013.0,2021
00589127,574.0,2021
00587466,22.0,2021
00117726,519.0,2021
00593032,909.0,2021
00365387,479.0,2021
00632304,142.0,2021
00520887,666.0,2021
00648721,187.0,2021
00428321,519.0,2021
00145598,494.0,2021
00687711,358.0,2021
00728638,561.0,2021
00173944,153.0,2021
00753643,53.0,2021
00670340,93.0,2021
00787376,408.0,2021
00360142,403.0,2021
