,tag,제 42 기,제 41 기,제 40 기
0,자산총계,172178417133,169926626919,165884690369
1,부채총계,53307671271,54791365737,56097483957
2,(6)무형자산,2541103075,1952982000,4612560554
3,Ⅴ.영업이익(손실),4635070783,2865250702,4237432604
4,XⅡ.중단영업이익(손실),0,0,"(173,236,388)"
5,1.계속영업이익(손실),5379101126,5817611043,4846105501
6,2.중단영업이익(손실),0,,"(173,236,388)"
7,1.계속영업이익(손실),256146928,41286670,"(143,042,014)"
8,2.중단영업이익(손실),0,0,
9,1.계속영업이익(손실),5753090061,5979082325,5383452625
10,2.중단영업이익(손실),0,0,"(173,236,388)"
11,1.계속영업이익(손실),275053290,41286670,"(144,661,064)"
12,2.중단영업이익(손실),0,0,0
13,Ⅸ.법인세비용차감전순이익(손실),6419400070,6652319096,5856601628
