,tag,제 36 기,제 35 기,제 34 기
0,자산총계,12301715783797,11637271194200,11468383152160
1,부채총계,2943135752405,2428409041148,2376811495915
2,무형자산,167851437108,145718649536,134083879591
3,영업이익(손실),1267649967727,1338383479632,1473182689030
4,계속영업이익(손실),1013917582741,1024112544889,1166368936606
5,중단영업이익(손실),"(8,590,419,276)","(52,353,800,233)",5274162504
6,계속영업이익(손실),1024375251449,1029612505065,1166460310089
7,중단영업이익(손실),"(8,590,419,276)","(52,353,800,233)",5274162504
8,계속영업이익(손실),"(10,457,668,708)","(5,499,960,176)","(91,373,483)"
9,중단영업이익(손실),0,0,0
10,계속영업이익(손실),1099831343408,1117671825278,1118989368578
11,중단영업이익(손실),"(10,118,430,449)","(51,789,398,852)",3425286920
12,계속영업이익(손실),"(7,140,319,409)","(4,644,563,229)","(648,182,217)"
13,중단영업이익(손실),0,0,0
14,법인세비용차감전순이익(손실),1429519571832,1439553489358,1604861873371
