,tag,제 14 기,제 13 기,제 12 기
0,자산총계,1239211177169,1216241000843,1021055617765
1,부채총계,702124695430,751823859857,599703859286
2,무형자산,6139091326,6536009864,6771749264
3,영업이익,179585878967,106694162989,64864260293
4,계속영업이익(손실),85635184928,67340655868,77975794621
5,중단영업이익(손실),,,"(52,148,991,048)"
6,계속영업이익(손실),85635184928,67340655868,77975794621
7,중단영업이익(손실),,,"(42,907,462,409)"
8,중단영업이익(손실),,,"(9,241,528,639)"
9,계속영업이익(손실),92286687947,62685117507,75236254395
10,중단영업이익(손실),,,"(42,592,875,062)"
11,중단영업이익(손실),,,"(9,087,340,049)"
12,법인세비용차감전순이익,130434715182,98364816581,70398936764
