,tag,제 15 기,제 14 기,제 14 기초
0,자산총계,578679154922.0,498565213550.0,341080334763
1,부채총계,229549274594.0,172532637472.0,37400526840
2,무형자산,12478987051.0,12618848844.0,8003295185
3,영업이익(손실),17851415161.0,5577586579,
4,법인세비용차감전순이익(손실),19237033364.0,1260206278,
