,tag,제 17 기,제 16 기,제 15 기
0,자산총계,1779540149764.0,1771100878925.0,880657688570
1,부채총계,854871284096.0,827324537109.0,437128951622
2,무형자산,120893283014.0,124611977454.0,20966852680
3,영업이익(손실),42121940314,101124410465,97574461877
4,계속영업이익(손실),"(8,522,835,397)",65889863872,33598765925
5,중단영업이익(손실),"(1,307,347,164)","(1,161,209,797)",
6,계속영업이익(손실),312584247,67349505851,30866649174
7,중단영업이익(손실),"(1,294,142,958)","(1,149,481,578)",
8,계속영업이익(손실),"(8,835,419,644)","(1,459,641,979)",2732116751
9,중단영업이익(손실),"(13,204,206)","(11,728,219)",
10,법인세비용차감전순이익(손실),1737792056,90736398479,57800990084
