,tag,제 32 기,제 31 기,제 30 기
0,자산총계,5891652311251,5674122532472,5020121254019
1,부채총계,1617448041462,1623747845677,1592540899881
2,무형자산,1622326244059,1491570974040,1404188585515
3,영업이익,647198174586.0,744176850301,722339893641
4,계속영업이익,531346703754.0,585802878715,526570459314
5,중단영업이익,11219529516.0,9976560097,"(867,549,694)"
6,계속영업이익,526616038967.0,569488023721,518627083095
7,중단영업이익,11219529516.0,9976560097,"(867,549,694)"
8,계속영업이익,4730664787.0,16314854994,7943376219
9,중단영업이익,,,
10,법인세비용차감전순이익,626173376626.0,738623430512,661044051419
