,tag,제 68 기,제 67 기,제 66 기
0,자산총계,282778726386,314832084702,219851714051
1,부채총계,160842410708,197424609095,140057910631
2,무형자산,1010132281,878671,3049563551
3,영업이익(손실),13208163913,12570727010,6728420732
4,계속영업이익(손실),"(394,042,980)",14534480032,"(3,386,988,615)"
5,중단영업이익(손실),"(28,737,026,692)","(1,202,270,650)","(575,281,494)"
6,계속영업이익(손실),"(394,042,980)",14534480032,"(3,936,890,527)"
7,중단영업이익(손실),"(28,737,026,692)","(1,202,270,650)",0
8,계속영업이익(손실),0,0,"(25,379,582)"
9,중단영업이익(손실),0,0,0
10,법인세비용차감전순이익(손실),1052922440,5340312829,"(3,582,645,513)"
