,tag,제 17 기,제 16 기,제 15 기
0,자산총계,486153355769.0,494667177708.0,508119345418
1,부채총계,30243344892.0,36179263528.0,39818212034
2,무형자산,76778066709.0,77637880629.0,78324908159
3,영업이익(손실),4808880833,754754823,3755262599
4,계속영업이익(손실),3314665225,"(6,944,270,651)","(2,865,222,665)"
5,중단영업이익(손실),,,"(636,839,645)"
6,지배기업소유주 계속영업이익,"(6,824,961,798)","(17,436,983,508)","(13,767,130,815)"
7,지배기업소유주 중단영업이익,,,"(448,144,058)"
8,비지배지분 계속영업이익,10139627023,10492712857,10901908150
9,비지배지분 중단영업이익,,,"(188,695,587)"
10,법인세비용차감전순이익(손실),10436282612,5125976359,3567906753
