,tag,제 54 기,제 53 기,제 52 기
0,자산총계,1581700494344,1262000761148,954233550040
1,부채총계,998112147136,702346281301,494379515936
2,무형자산,8311186697,7713843276,7545402606
3,영업이익(손실),41253381219,61251228945,48172314636
4,계속영업이익(손실),11889844531,79648662470,40864015584
5,중단영업이익(손실),27465534452,36824707955,3461398688
6,계속영업이익(손실),12665585369,80327427537,40870755504
7,중단영업이익(손실),27465534452,36774586045,3538295892
8,계속영업이익(손실),"(775,740,838)","(678,765,067)","(6,739,920)"
9,중단영업이익(손실),,50121910,"(76,897,204)"
10,계속영업이익(손실),15923261217,83794812499,43520340923
11,중단영업이익(손실),27465534452,36784496651,3505892381
12,계속영업이익(손실),"(775,740,838)","(678,765,067)","(6,739,920)"
13,중단영업이익(손실),,50121910,"(76,897,204)"
14,법인세비용차감전순이익(손실),23183204489,97855985075,47629545597
