,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 51 기,2022.12.31 현재,"51,579,796,063",제 50 기,2021.12.31 현재,"65,616,550,321",제 49 기,2020.12.31 현재,"72,312,133,150",1,KRW
1,재무상태표,비유동자산,제 51 기,2022.12.31 현재,"80,159,561,882",제 50 기,2021.12.31 현재,"102,331,305,134",제 49 기,2020.12.31 현재,"103,279,881,182",3,KRW
2,재무상태표,자산총계,제 51 기,2022.12.31 현재,"131,739,357,945",제 50 기,2021.12.31 현재,"167,947,855,455",제 49 기,2020.12.31 현재,"175,592,014,332",5,KRW
3,재무상태표,유동부채,제 51 기,2022.12.31 현재,"64,665,133,861",제 50 기,2021.12.31 현재,"44,153,406,423",제 49 기,2020.12.31 현재,"37,153,903,629",7,KRW
4,재무상태표,비유동부채,제 51 기,2022.12.31 현재,"6,874,826,457",제 50 기,2021.12.31 현재,"42,638,131,403",제 49 기,2020.12.31 현재,"45,165,380,956",9,KRW
5,재무상태표,부채총계,제 51 기,2022.12.31 현재,"71,539,960,318",제 50 기,2021.12.31 현재,"86,791,537,826",제 49 기,2020.12.31 현재,"82,319,284,585",11,KRW
6,재무상태표,자본금,제 51 기,2022.12.31 현재,"9,000,000,000",제 50 기,2021.12.31 현재,"9,000,000,000",제 49 기,2020.12.31 현재,"9,000,000,000",13,KRW
7,재무상태표,이익잉여금,제 51 기,2022.12.31 현재,"27,539,587,076",제 50 기,2021.12.31 현재,"34,311,243,708",제 49 기,2020.12.31 현재,"45,167,543,633",17,KRW
8,재무상태표,자본총계,제 51 기,2022.12.31 현재,"60,199,397,627",제 50 기,2021.12.31 현재,"81,156,317,629",제 49 기,2020.12.31 현재,"93,272,729,747",21,KRW
9,손익계산서,매출액,제 51 기,2022.01.01 ~ 2022.12.31,"61,893,683,217",제 50 기,2021.01.01 ~ 2021.12.31,"83,343,631,638",제 49 기,2020.01.01 ~ 2020.12.31,"86,174,499,877",23,KRW
10,손익계산서,영업이익,제 51 기,2022.01.01 ~ 2022.12.31,"-16,906,468,362",제 50 기,2021.01.01 ~ 2021.12.31,"-10,631,752,034",제 49 기,2020.01.01 ~ 2020.12.31,"2,555,589,641",25,KRW
11,손익계산서,법인세차감전 순이익,제 51 기,2022.01.01 ~ 2022.12.31,"-19,264,899,022",제 50 기,2021.01.01 ~ 2021.12.31,"-12,356,561,537",제 49 기,2020.01.01 ~ 2020.12.31,"3,258,238,363",27,KRW
12,손익계산서,당기순이익,제 51 기,2022.01.01 ~ 2022.12.31,"-20,444,723,487",제 50 기,2021.01.01 ~ 2021.12.31,"-9,952,912,747",제 49 기,2020.01.01 ~ 2020.12.31,"2,506,054,567",29,KRW
13,손익계산서,당기순이익(손실),제 51 기,2022.01.01 ~ 2022.12.31,"-20,444,723,487",제 50 기,2021.01.01 ~ 2021.12.31,"-9,952,912,747",제 49 기,2020.01.01 ~ 2020.12.31,"2,506,054,567",61,KRW
14,재무상태표,유동자산,제 51 기,2022.12.31 현재,"39,927,580,315",제 50 기,2021.12.31 현재,"48,124,979,589",제 49 기,2020.12.31 현재,"59,829,055,679",2,KRW
15,재무상태표,비유동자산,제 51 기,2022.12.31 현재,"78,362,573,821",제 50 기,2021.12.31 현재,"98,086,642,645",제 49 기,2020.12.31 현재,"99,039,534,556",4,KRW
16,재무상태표,자산총계,제 51 기,2022.12.31 현재,"118,290,154,136",제 50 기,2021.12.31 현재,"146,211,622,234",제 49 기,2020.12.31 현재,"158,868,590,235",6,KRW
17,재무상태표,유동부채,제 51 기,2022.12.31 현재,"62,439,113,424",제 50 기,2021.12.31 현재,"40,004,136,183",제 49 기,2020.12.31 현재,"36,844,699,066",8,KRW
18,재무상태표,비유동부채,제 51 기,2022.12.31 현재,"5,860,180,234",제 50 기,2021.12.31 현재,"41,460,321,283",제 49 기,2020.12.31 현재,"43,900,117,736",10,KRW
19,재무상태표,부채총계,제 51 기,2022.12.31 현재,"68,299,293,658",제 50 기,2021.12.31 현재,"81,464,457,466",제 49 기,2020.12.31 현재,"80,744,816,802",12,KRW
20,재무상태표,자본금,제 51 기,2022.12.31 현재,"9,000,000,000",제 50 기,2021.12.31 현재,"9,000,000,000",제 49 기,2020.12.31 현재,"9,000,000,000",15,KRW
21,재무상태표,이익잉여금,제 51 기,2022.12.31 현재,"20,751,202,061",제 50 기,2021.12.31 현재,"23,546,908,273",제 49 기,2020.12.31 현재,"34,888,909,924",19,KRW
22,재무상태표,자본총계,제 51 기,2022.12.31 현재,"49,990,860,478",제 50 기,2021.12.31 현재,"64,747,164,768",제 49 기,2020.12.31 현재,"78,123,773,433",22,KRW
23,손익계산서,매출액,제 51 기,2022.01.01 ~ 2022.12.31,"55,666,437,167",제 50 기,2021.01.01 ~ 2021.12.31,"75,148,289,883",제 49 기,2020.01.01 ~ 2020.12.31,"79,666,930,791",24,KRW
24,손익계산서,영업이익,제 51 기,2022.01.01 ~ 2022.12.31,"-12,121,991,340",제 50 기,2021.01.01 ~ 2021.12.31,"-11,925,435,383",제 49 기,2020.01.01 ~ 2020.12.31,"-1,813,248,455",26,KRW
25,손익계산서,법인세차감전 순이익,제 51 기,2022.01.01 ~ 2022.12.31,"-15,332,845,625",제 50 기,2021.01.01 ~ 2021.12.31,"-13,437,896,889",제 49 기,2020.01.01 ~ 2020.12.31,"-977,469,047",28,KRW
26,손익계산서,당기순이익,제 51 기,2022.01.01 ~ 2022.12.31,"-16,985,161,778",제 50 기,2021.01.01 ~ 2021.12.31,"-10,675,777,482",제 49 기,2020.01.01 ~ 2020.12.31,"-692,778,035",30,KRW
27,손익계산서,당기순이익(손실),제 51 기,2022.01.01 ~ 2022.12.31,"-16,985,161,778",제 50 기,2021.01.01 ~ 2021.12.31,"-10,675,777,482",제 49 기,2020.01.01 ~ 2020.12.31,"-692,778,035",62,KRW
