,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 21 기,2022.12.31 현재,"188,969,635,836",제 20 기,2021.12.31 현재,"207,079,013,713",제 19 기,2020.12.31 현재,"180,564,189,248",1,KRW
1,재무상태표,비유동자산,제 21 기,2022.12.31 현재,"147,548,520,216",제 20 기,2021.12.31 현재,"129,865,725,245",제 19 기,2020.12.31 현재,"94,305,791,676",3,KRW
2,재무상태표,자산총계,제 21 기,2022.12.31 현재,"336,518,156,052",제 20 기,2021.12.31 현재,"336,944,738,958",제 19 기,2020.12.31 현재,"274,869,980,924",5,KRW
3,재무상태표,유동부채,제 21 기,2022.12.31 현재,"27,789,255,768",제 20 기,2021.12.31 현재,"39,839,191,220",제 19 기,2020.12.31 현재,"36,775,950,545",7,KRW
4,재무상태표,비유동부채,제 21 기,2022.12.31 현재,"2,058,694,325",제 20 기,2021.12.31 현재,"2,160,386,431",제 19 기,2020.12.31 현재,"1,593,281,191",9,KRW
5,재무상태표,부채총계,제 21 기,2022.12.31 현재,"29,847,950,093",제 20 기,2021.12.31 현재,"41,999,577,651",제 19 기,2020.12.31 현재,"38,369,231,736",11,KRW
6,재무상태표,자본금,제 21 기,2022.12.31 현재,"9,884,113,000",제 20 기,2021.12.31 현재,"9,884,113,000",제 19 기,2020.12.31 현재,"9,884,113,000",13,KRW
7,재무상태표,이익잉여금,제 21 기,2022.12.31 현재,"289,442,772,971",제 20 기,2021.12.31 현재,"249,408,044,935",제 19 기,2020.12.31 현재,"185,677,959,771",17,KRW
8,재무상태표,자본총계,제 21 기,2022.12.31 현재,"306,670,205,959",제 20 기,2021.12.31 현재,"294,945,161,307",제 19 기,2020.12.31 현재,"236,500,749,188",21,KRW
9,손익계산서,매출액,제 21 기,2022.01.01 ~ 2022.12.31,"357,991,682,573",제 20 기,2021.01.01 ~ 2021.12.31,"375,194,330,803",제 19 기,2020.01.01 ~ 2020.12.31,"245,967,498,959",23,KRW
10,손익계산서,영업이익,제 21 기,2022.01.01 ~ 2022.12.31,"55,898,658,621",제 20 기,2021.01.01 ~ 2021.12.31,"62,184,554,759",제 19 기,2020.01.01 ~ 2020.12.31,"31,679,674,235",25,KRW
11,손익계산서,법인세차감전 순이익,제 21 기,2022.01.01 ~ 2022.12.31,"54,269,567,471",제 20 기,2021.01.01 ~ 2021.12.31,"78,077,523,222",제 19 기,2020.01.01 ~ 2020.12.31,"38,496,599,447",27,KRW
12,손익계산서,당기순이익,제 21 기,2022.01.01 ~ 2022.12.31,"46,766,672,131",제 20 기,2021.01.01 ~ 2021.12.31,"73,988,020,802",제 19 기,2020.01.01 ~ 2020.12.31,"30,018,544,886",29,KRW
13,손익계산서,당기순이익(손실),제 21 기,2022.01.01 ~ 2022.12.31,"46,766,672,131",제 20 기,2021.01.01 ~ 2021.12.31,"73,988,020,802",제 19 기,2020.01.01 ~ 2020.12.31,"30,018,544,886",61,KRW
14,재무상태표,유동자산,제 21 기,2022.12.31 현재,"187,453,450,836",제 20 기,2021.12.31 현재,"205,665,571,388",제 19 기,2020.12.31 현재,"179,522,289,997",2,KRW
15,재무상태표,비유동자산,제 21 기,2022.12.31 현재,"148,260,397,248",제 20 기,2021.12.31 현재,"130,555,004,648",제 19 기,2020.12.31 현재,"94,763,816,504",4,KRW
16,재무상태표,자산총계,제 21 기,2022.12.31 현재,"335,713,848,084",제 20 기,2021.12.31 현재,"336,220,576,036",제 19 기,2020.12.31 현재,"274,286,106,501",6,KRW
17,재무상태표,유동부채,제 21 기,2022.12.31 현재,"27,718,015,208",제 20 기,2021.12.31 현재,"39,758,746,657",제 19 기,2020.12.31 현재,"36,714,817,769",8,KRW
18,재무상태표,비유동부채,제 21 기,2022.12.31 현재,"2,058,694,325",제 20 기,2021.12.31 현재,"2,160,386,431",제 19 기,2020.12.31 현재,"1,593,281,191",10,KRW
19,재무상태표,부채총계,제 21 기,2022.12.31 현재,"29,776,709,533",제 20 기,2021.12.31 현재,"41,919,133,088",제 19 기,2020.12.31 현재,"38,308,098,960",12,KRW
20,재무상태표,자본금,제 21 기,2022.12.31 현재,"9,884,113,000",제 20 기,2021.12.31 현재,"9,884,113,000",제 19 기,2020.12.31 현재,"9,884,113,000",15,KRW
21,재무상태표,이익잉여금,제 21 기,2022.12.31 현재,"288,794,578,225",제 20 기,2021.12.31 현재,"248,902,215,691",제 19 기,2020.12.31 현재,"185,122,305,564",19,KRW
22,재무상태표,자본총계,제 21 기,2022.12.31 현재,"305,937,138,551",제 20 기,2021.12.31 현재,"294,301,442,948",제 19 기,2020.12.31 현재,"235,978,007,541",22,KRW
23,손익계산서,매출액,제 21 기,2022.01.01 ~ 2022.12.31,"355,948,664,194",제 20 기,2021.01.01 ~ 2021.12.31,"373,523,810,514",제 19 기,2020.01.01 ~ 2020.12.31,"244,783,950,550",24,KRW
24,손익계산서,영업이익,제 21 기,2022.01.01 ~ 2022.12.31,"55,747,251,366",제 20 기,2021.01.01 ~ 2021.12.31,"61,976,560,568",제 19 기,2020.01.01 ~ 2020.12.31,"31,610,541,230",26,KRW
25,손익계산서,법인세차감전 순이익,제 21 기,2022.01.01 ~ 2022.12.31,"54,120,575,322",제 20 기,2021.01.01 ~ 2021.12.31,"77,872,837,778",제 19 기,2020.01.01 ~ 2020.12.31,"38,046,924,258",28,KRW
26,손익계산서,당기순이익,제 21 기,2022.01.01 ~ 2022.12.31,"46,624,306,629",제 20 기,2021.01.01 ~ 2021.12.31,"73,795,840,924",제 19 기,2020.01.01 ~ 2020.12.31,"29,425,550,741",30,KRW
27,손익계산서,당기순이익(손실),제 21 기,2022.01.01 ~ 2022.12.31,"46,624,306,629",제 20 기,2021.01.01 ~ 2021.12.31,"73,795,840,924",제 19 기,2020.01.01 ~ 2020.12.31,"29,425,550,741",62,KRW
