,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 51 기,2022.12.31 현재,"1,052,601,903,018",제 50 기,2021.12.31 현재,"989,098,097,931",제 49 기,2020.12.31 현재,"781,584,987,066",1,KRW
1,재무상태표,비유동자산,제 51 기,2022.12.31 현재,"638,561,804,300",제 50 기,2021.12.31 현재,"746,887,570,851",제 49 기,2020.12.31 현재,"595,657,607,008",3,KRW
2,재무상태표,자산총계,제 51 기,2022.12.31 현재,"1,691,163,707,318",제 50 기,2021.12.31 현재,"1,735,985,668,782",제 49 기,2020.12.31 현재,"1,377,242,594,074",5,KRW
3,재무상태표,유동부채,제 51 기,2022.12.31 현재,"861,502,417,337",제 50 기,2021.12.31 현재,"869,873,885,033",제 49 기,2020.12.31 현재,"831,446,405,306",7,KRW
4,재무상태표,비유동부채,제 51 기,2022.12.31 현재,"286,324,182,170",제 50 기,2021.12.31 현재,"213,290,348,825",제 49 기,2020.12.31 현재,"155,505,577,880",9,KRW
5,재무상태표,부채총계,제 51 기,2022.12.31 현재,"1,147,826,599,507",제 50 기,2021.12.31 현재,"1,083,164,233,858",제 49 기,2020.12.31 현재,"986,951,983,186",11,KRW
6,재무상태표,자본금,제 51 기,2022.12.31 현재,"186,229,305,000",제 50 기,2021.12.31 현재,"184,630,950,000",제 49 기,2020.12.31 현재,"184,630,950,000",13,KRW
7,재무상태표,이익잉여금,제 51 기,2022.12.31 현재,"329,867,495,351",제 50 기,2021.12.31 현재,"334,099,196,980",제 49 기,2020.12.31 현재,"204,366,772,752",17,KRW
8,재무상태표,자본총계,제 51 기,2022.12.31 현재,"543,337,107,811",제 50 기,2021.12.31 현재,"652,821,434,924",제 49 기,2020.12.31 현재,"390,290,610,888",21,KRW
9,손익계산서,매출액,제 51 기,2022.01.01 ~ 2022.12.31,"2,048,507,174,841",제 50 기,2021.01.01 ~ 2021.12.31,"2,065,076,215,393",제 49 기,2020.01.01 ~ 2020.12.31,"1,829,579,064,933",23,KRW
10,손익계산서,영업이익,제 51 기,2022.01.01 ~ 2022.12.31,"55,946,616,129",제 50 기,2021.01.01 ~ 2021.12.31,"111,591,652,916",제 49 기,2020.01.01 ~ 2020.12.31,"81,217,411,079",25,KRW
11,손익계산서,법인세차감전 순이익,제 51 기,2022.01.01 ~ 2022.12.31,"56,601,104,790",제 50 기,2021.01.01 ~ 2021.12.31,"107,643,789,897",제 49 기,2020.01.01 ~ 2020.12.31,"24,061,649,108",27,KRW
12,손익계산서,당기순이익,제 51 기,2022.01.01 ~ 2022.12.31,"20,751,613,866",제 50 기,2021.01.01 ~ 2021.12.31,"148,124,651,759",제 49 기,2020.01.01 ~ 2020.12.31,"26,424,371,637",29,KRW
