,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 15 기,2022.12.31 현재,"145,095,472,883",제 14 기,2021.12.31 현재,"210,238,374,831",제 13 기,2020.12.31 현재,"137,906,946,065",1,KRW
1,재무상태표,비유동자산,제 15 기,2022.12.31 현재,"100,394,663,214",제 14 기,2021.12.31 현재,"48,080,171,529",제 13 기,2020.12.31 현재,"21,299,982,060",3,KRW
2,재무상태표,자산총계,제 15 기,2022.12.31 현재,"245,490,136,097",제 14 기,2021.12.31 현재,"258,318,546,360",제 13 기,2020.12.31 현재,"159,206,928,125",5,KRW
3,재무상태표,유동부채,제 15 기,2022.12.31 현재,"94,308,513,863",제 14 기,2021.12.31 현재,"122,750,912,883",제 13 기,2020.12.31 현재,"97,042,299,138",7,KRW
4,재무상태표,비유동부채,제 15 기,2022.12.31 현재,"5,799,609,231",제 14 기,2021.12.31 현재,"4,040,550,125",제 13 기,2020.12.31 현재,"1,582,874,025",9,KRW
5,재무상태표,부채총계,제 15 기,2022.12.31 현재,"100,108,123,094",제 14 기,2021.12.31 현재,"126,791,463,008",제 13 기,2020.12.31 현재,"98,625,173,163",11,KRW
6,재무상태표,자본금,제 15 기,2022.12.31 현재,"26,207,738,500",제 14 기,2021.12.31 현재,"21,518,647,500",제 13 기,2020.12.31 현재,"14,041,450,000",13,KRW
7,재무상태표,이익잉여금,제 15 기,2022.12.31 현재,"17,991,398,340",제 14 기,2021.12.31 현재,"-35,334,978,877",제 13 기,2020.12.31 현재,"-29,060,060,812",17,KRW
8,재무상태표,자본총계,제 15 기,2022.12.31 현재,"145,382,013,003",제 14 기,2021.12.31 현재,"131,527,083,352",제 13 기,2020.12.31 현재,"60,581,754,962",21,KRW
9,손익계산서,매출액,제 15 기,2022.01.01 ~ 2022.12.31,"28,806,344,498",제 14 기,2021.01.01 ~ 2021.12.31,"38,745,944,027",제 13 기,2020.01.01 ~ 2020.12.31,"42,425,842,457",23,KRW
10,손익계산서,영업이익,제 15 기,2022.01.01 ~ 2022.12.31,"-29,373,680,278",제 14 기,2021.01.01 ~ 2021.12.31,"-15,192,014,489",제 13 기,2020.01.01 ~ 2020.12.31,"-58,168,688",25,KRW
11,손익계산서,법인세차감전 순이익,제 15 기,2022.01.01 ~ 2022.12.31,"-9,969,855,067",제 14 기,2021.01.01 ~ 2021.12.31,"-10,694,355,835",제 13 기,2020.01.01 ~ 2020.12.31,"-17,691,529,370",27,KRW
