,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 27 기,2022.12.31 현재,"351,616,078,260",제 26 기,2021.12.31 현재,"401,776,375,133",제 25 기,2020.12.31 현재,"346,237,456,864",1,KRW
1,재무상태표,비유동자산,제 27 기,2022.12.31 현재,"321,261,955,557",제 26 기,2021.12.31 현재,"274,799,850,145",제 25 기,2020.12.31 현재,"265,306,638,770",3,KRW
2,재무상태표,자산총계,제 27 기,2022.12.31 현재,"672,878,033,817",제 26 기,2021.12.31 현재,"676,576,225,278",제 25 기,2020.12.31 현재,"611,544,095,634",5,KRW
3,재무상태표,유동부채,제 27 기,2022.12.31 현재,"376,169,405,635",제 26 기,2021.12.31 현재,"318,700,773,140",제 25 기,2020.12.31 현재,"311,825,670,519",7,KRW
4,재무상태표,비유동부채,제 27 기,2022.12.31 현재,"91,226,531,495",제 26 기,2021.12.31 현재,"89,578,461,969",제 25 기,2020.12.31 현재,"77,140,848,996",9,KRW
5,재무상태표,부채총계,제 27 기,2022.12.31 현재,"467,395,937,130",제 26 기,2021.12.31 현재,"408,279,235,109",제 25 기,2020.12.31 현재,"388,966,519,515",11,KRW
6,재무상태표,자본금,제 27 기,2022.12.31 현재,"17,330,259,500",제 26 기,2021.12.31 현재,"15,815,259,500",제 25 기,2020.12.31 현재,"13,532,203,500",13,KRW
7,재무상태표,이익잉여금,제 27 기,2022.12.31 현재,"-80,507,158,387",제 26 기,2021.12.31 현재,"72,182,902,121",제 25 기,2020.12.31 현재,"89,446,431,006",17,KRW
8,재무상태표,자본총계,제 27 기,2022.12.31 현재,"205,482,096,687",제 26 기,2021.12.31 현재,"268,296,990,169",제 25 기,2020.12.31 현재,"222,577,576,119",21,KRW
9,손익계산서,매출액,제 27 기,2022.01.01 ~ 2022.12.31,"209,188,579,520",제 26 기,2021.01.01 ~ 2021.12.31,"295,454,156,585",제 25 기,2020.01.01 ~ 2020.12.31,"247,949,668,012",23,KRW
10,손익계산서,영업이익,제 27 기,2022.01.01 ~ 2022.12.31,"-159,266,398,763",제 26 기,2021.01.01 ~ 2021.12.31,"-14,491,737,838",제 25 기,2020.01.01 ~ 2020.12.31,"16,411,814,225",25,KRW
11,손익계산서,법인세차감전 순이익,제 27 기,2022.01.01 ~ 2022.12.31,"-169,981,377,034",제 26 기,2021.01.01 ~ 2021.12.31,"-19,606,307,150",제 25 기,2020.01.01 ~ 2020.12.31,"8,635,382,375",27,KRW
12,손익계산서,당기순이익,제 27 기,2022.01.01 ~ 2022.12.31,"-151,929,556,818",제 26 기,2021.01.01 ~ 2021.12.31,"-18,254,959,033",제 25 기,2020.01.01 ~ 2020.12.31,"14,722,049,949",29,KRW
13,손익계산서,당기순이익(손실),제 27 기,2022.01.01 ~ 2022.12.31,"-151,929,556,818",제 26 기,2021.01.01 ~ 2021.12.31,"-18,254,959,033",제 25 기,2020.01.01 ~ 2020.12.31,"14,722,049,949",61,KRW
14,재무상태표,유동자산,제 27 기,2022.12.31 현재,"352,710,167,960",제 26 기,2021.12.31 현재,"388,936,521,236",제 25 기,2020.12.31 현재,"338,336,637,792",2,KRW
15,재무상태표,비유동자산,제 27 기,2022.12.31 현재,"308,193,827,595",제 26 기,2021.12.31 현재,"270,964,012,038",제 25 기,2020.12.31 현재,"254,637,119,318",4,KRW
16,재무상태표,자산총계,제 27 기,2022.12.31 현재,"660,903,995,555",제 26 기,2021.12.31 현재,"659,900,533,274",제 25 기,2020.12.31 현재,"592,973,757,110",6,KRW
17,재무상태표,유동부채,제 27 기,2022.12.31 현재,"353,304,154,242",제 26 기,2021.12.31 현재,"301,251,959,375",제 25 기,2020.12.31 현재,"301,209,539,926",8,KRW
18,재무상태표,비유동부채,제 27 기,2022.12.31 현재,"82,888,164,058",제 26 기,2021.12.31 현재,"78,845,852,467",제 25 기,2020.12.31 현재,"65,899,247,271",10,KRW
19,재무상태표,부채총계,제 27 기,2022.12.31 현재,"436,192,318,300",제 26 기,2021.12.31 현재,"380,097,811,842",제 25 기,2020.12.31 현재,"367,108,787,197",12,KRW
20,재무상태표,자본금,제 27 기,2022.12.31 현재,"17,330,259,500",제 26 기,2021.12.31 현재,"15,815,259,500",제 25 기,2020.12.31 현재,"13,532,203,500",15,KRW
21,재무상태표,이익잉여금,제 27 기,2022.12.31 현재,"-61,129,541,789",제 26 기,2021.12.31 현재,"84,265,918,917",제 25 기,2020.12.31 현재,"93,125,916,690",19,KRW
22,재무상태표,자본총계,제 27 기,2022.12.31 현재,"224,711,677,255",제 26 기,2021.12.31 현재,"279,802,721,432",제 25 기,2020.12.31 현재,"225,864,969,913",22,KRW
23,손익계산서,매출액,제 27 기,2022.01.01 ~ 2022.12.31,"207,477,917,575",제 26 기,2021.01.01 ~ 2021.12.31,"293,599,450,314",제 25 기,2020.01.01 ~ 2020.12.31,"247,510,123,691",24,KRW
24,손익계산서,영업이익,제 27 기,2022.01.01 ~ 2022.12.31,"-143,144,644,463",제 26 기,2021.01.01 ~ 2021.12.31,"-14,515,639,350",제 25 기,2020.01.01 ~ 2020.12.31,"14,918,435,901",26,KRW
25,손익계산서,법인세차감전 순이익,제 27 기,2022.01.01 ~ 2022.12.31,"-158,417,375,461",제 26 기,2021.01.01 ~ 2021.12.31,"-10,705,666,322",제 25 기,2020.01.01 ~ 2020.12.31,"7,633,320,962",28,KRW
26,손익계산서,당기순이익,제 27 기,2022.01.01 ~ 2022.12.31,"-143,742,711,550",제 26 기,2021.01.01 ~ 2021.12.31,"-9,322,131,486",제 25 기,2020.01.01 ~ 2020.12.31,"12,564,156,129",30,KRW
27,손익계산서,당기순이익(손실),제 27 기,2022.01.01 ~ 2022.12.31,"-143,742,711,550",제 26 기,2021.01.01 ~ 2021.12.31,"-9,322,131,486",제 25 기,2020.01.01 ~ 2020.12.31,"12,564,156,129",62,KRW
