,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 71 기,2022.12.31 현재,"1,054,944,220,365",제 70 기,2021.12.31 현재,"1,304,322,155,414",제 69 기,2020.12.31 현재,"899,379,632,205",1,KRW
1,재무상태표,비유동자산,제 71 기,2022.12.31 현재,"2,278,494,091,022",제 70 기,2021.12.31 현재,"2,326,729,284,269",제 69 기,2020.12.31 현재,"2,398,404,066,636",3,KRW
2,재무상태표,자산총계,제 71 기,2022.12.31 현재,"3,333,438,311,387",제 70 기,2021.12.31 현재,"3,631,051,439,683",제 69 기,2020.12.31 현재,"3,297,783,698,841",5,KRW
3,재무상태표,유동부채,제 71 기,2022.12.31 현재,"1,538,466,820,626",제 70 기,2021.12.31 현재,"1,836,774,623,142",제 69 기,2020.12.31 현재,"1,435,592,915,143",7,KRW
4,재무상태표,비유동부채,제 71 기,2022.12.31 현재,"633,943,115,914",제 70 기,2021.12.31 현재,"701,117,487,869",제 69 기,2020.12.31 현재,"787,912,637,605",9,KRW
5,재무상태표,부채총계,제 71 기,2022.12.31 현재,"2,172,409,936,540",제 70 기,2021.12.31 현재,"2,537,892,111,011",제 69 기,2020.12.31 현재,"2,223,505,552,748",11,KRW
6,재무상태표,자본금,제 71 기,2022.12.31 현재,"368,842,230,000",제 70 기,2021.12.31 현재,"368,842,230,000",제 69 기,2020.12.31 현재,"368,842,230,000",13,KRW
7,재무상태표,이익잉여금,제 71 기,2022.12.31 현재,"280,375,855,775",제 70 기,2021.12.31 현재,"211,783,328,846",제 69 기,2020.12.31 현재,"195,586,803,876",17,KRW
8,재무상태표,자본총계,제 71 기,2022.12.31 현재,"1,161,028,374,847",제 70 기,2021.12.31 현재,"1,093,159,328,672",제 69 기,2020.12.31 현재,"1,074,278,146,093",21,KRW
9,손익계산서,매출액,제 71 기,2022.01.01 ~ 2022.12.31,"2,497,554,821,448",제 70 기,2021.01.01 ~ 2021.12.31,"2,202,903,850,371",제 69 기,2020.01.01 ~ 2020.12.31,"2,256,322,945,848",23,KRW
10,손익계산서,영업이익,제 71 기,2022.01.01 ~ 2022.12.31,"190,571,249,139",제 70 기,2021.01.01 ~ 2021.12.31,"174,111,104,900",제 69 기,2020.01.01 ~ 2020.12.31,"198,478,557,062",25,KRW
11,손익계산서,법인세차감전 순이익,제 71 기,2022.01.01 ~ 2022.12.31,"121,380,678,145",제 70 기,2021.01.01 ~ 2021.12.31,"103,247,869,605",제 69 기,2020.01.01 ~ 2020.12.31,"123,603,885,177",27,KRW
12,손익계산서,당기순이익,제 71 기,2022.01.01 ~ 2022.12.31,"86,816,258,840",제 70 기,2021.01.01 ~ 2021.12.31,"71,771,637,523",제 69 기,2020.01.01 ~ 2020.12.31,"86,628,492,346",29,KRW
13,손익계산서,당기순이익(손실),제 71 기,2022.01.01 ~ 2022.12.31,"86,816,258,840",제 70 기,2021.01.01 ~ 2021.12.31,"71,771,637,523",제 69 기,2020.01.01 ~ 2020.12.31,"86,628,492,346",61,KRW
14,재무상태표,유동자산,제 71 기,2022.12.31 현재,"864,300,195,303",제 70 기,2021.12.31 현재,"1,138,527,809,395",제 69 기,2020.12.31 현재,"730,899,228,438",2,KRW
15,재무상태표,비유동자산,제 71 기,2022.12.31 현재,"2,243,492,105,032",제 70 기,2021.12.31 현재,"2,292,803,319,398",제 69 기,2020.12.31 현재,"2,370,128,927,364",4,KRW
16,재무상태표,자산총계,제 71 기,2022.12.31 현재,"3,107,792,300,335",제 70 기,2021.12.31 현재,"3,431,331,128,793",제 69 기,2020.12.31 현재,"3,101,028,155,802",6,KRW
17,재무상태표,유동부채,제 71 기,2022.12.31 현재,"1,361,356,359,745",제 70 기,2021.12.31 현재,"1,680,655,622,518",제 69 기,2020.12.31 현재,"1,293,888,958,698",8,KRW
18,재무상태표,비유동부채,제 71 기,2022.12.31 현재,"584,127,194,606",제 70 기,2021.12.31 현재,"639,965,478,001",제 69 기,2020.12.31 현재,"718,288,164,786",10,KRW
19,재무상태표,부채총계,제 71 기,2022.12.31 현재,"1,945,483,554,351",제 70 기,2021.12.31 현재,"2,320,621,100,519",제 69 기,2020.12.31 현재,"2,012,177,123,484",12,KRW
20,재무상태표,자본금,제 71 기,2022.12.31 현재,"368,842,230,000",제 70 기,2021.12.31 현재,"368,842,230,000",제 69 기,2020.12.31 현재,"368,842,230,000",15,KRW
