,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 9 기,2022.12.31 현재,"3,082,529,616,000",제 8 기,2021.12.31 현재,"2,645,941,698,000",제 7 기,2020.12.31 현재,"1,861,997,778,000",1,KRW
1,재무상태표,비유동자산,제 9 기,2022.12.31 현재,"6,165,856,562,000",제 8 기,2021.12.31 현재,"5,934,957,767,000",제 7 기,2020.12.31 현재,"5,098,610,016,000",3,KRW
2,재무상태표,자산총계,제 9 기,2022.12.31 현재,"9,248,386,178,000",제 8 기,2021.12.31 현재,"8,580,899,465,000",제 7 기,2020.12.31 현재,"6,960,607,794,000",5,KRW
3,재무상태표,유동부채,제 9 기,2022.12.31 현재,"2,053,503,109,000",제 8 기,2021.12.31 현재,"1,498,236,518,000",제 7 기,2020.12.31 현재,"1,011,749,163,000",7,KRW
4,재무상태표,비유동부채,제 9 기,2022.12.31 현재,"2,170,495,402,000",제 8 기,2021.12.31 현재,"2,761,397,139,000",제 7 기,2020.12.31 현재,"1,875,054,140,000",9,KRW
5,재무상태표,부채총계,제 9 기,2022.12.31 현재,"4,223,998,511,000",제 8 기,2021.12.31 현재,"4,259,633,657,000",제 7 기,2020.12.31 현재,"2,886,803,303,000",11,KRW
6,재무상태표,자본금,제 9 기,2022.12.31 현재,"54,614,963,000",제 8 기,2021.12.31 현재,"51,089,748,000",제 7 기,2020.12.31 현재,"46,887,934,000",13,KRW
7,재무상태표,이익잉여금,제 9 기,2022.12.31 현재,"2,743,029,381,000",제 8 기,2021.12.31 현재,"2,046,719,136,000",제 7 기,2020.12.31 현재,"1,460,968,835,000",17,KRW
8,재무상태표,자본총계,제 9 기,2022.12.31 현재,"5,024,387,667,000",제 8 기,2021.12.31 현재,"4,321,265,808,000",제 7 기,2020.12.31 현재,"4,073,804,491,000",21,KRW
9,손익계산서,매출액,제 9 기,2022.01.01 ~ 2022.12.31,"8,621,911,872,000",제 8 기,2021.01.01 ~ 2021.12.31,"5,816,199,969,000",제 7 기,2020.01.01 ~ 2020.12.31,"4,282,057,647,000",23,KRW
10,손익계산서,영업이익,제 9 기,2022.01.01 ~ 2022.12.31,"1,071,606,774,000",제 8 기,2021.01.01 ~ 2021.12.31,"595,338,266,000",제 7 기,2020.01.01 ~ 2020.12.31,"393,864,007,000",25,KRW
11,손익계산서,법인세차감전 순이익,제 9 기,2022.01.01 ~ 2022.12.31,"886,277,487,000",제 8 기,2021.01.01 ~ 2021.12.31,"521,022,689,000",제 7 기,2020.01.01 ~ 2020.12.31,"355,811,152,000",27,KRW
12,손익계산서,당기순이익,제 9 기,2022.01.01 ~ 2022.12.31,"644,056,037,000",제 8 기,2021.01.01 ~ 2021.12.31,"385,888,628,000",제 7 기,2020.01.01 ~ 2020.12.31,"247,453,634,000",29,KRW
13,손익계산서,당기순이익(손실),제 9 기,2022.01.01 ~ 2022.12.31,"644,056,037,000",제 8 기,2021.01.01 ~ 2021.12.31,"385,888,628,000",제 7 기,2020.01.01 ~ 2020.12.31,"247,453,634,000",61,KRW
14,재무상태표,유동자산,제 9 기,2022.12.31 현재,"142,774,863,000",제 8 기,2021.12.31 현재,"61,534,975,000",제 7 기,2020.12.31 현재,"31,990,003,000",2,KRW
15,재무상태표,비유동자산,제 9 기,2022.12.31 현재,"3,770,622,157,000",제 8 기,2021.12.31 현재,"3,839,482,482,000",제 7 기,2020.12.31 현재,"3,190,957,388,000",4,KRW
16,재무상태표,자산총계,제 9 기,2022.12.31 현재,"3,913,397,020,000",제 8 기,2021.12.31 현재,"3,901,017,457,000",제 7 기,2020.12.31 현재,"3,222,947,391,000",6,KRW
17,재무상태표,유동부채,제 9 기,2022.12.31 현재,"119,081,886,000",제 8 기,2021.12.31 현재,"48,921,492,000",제 7 기,2020.12.31 현재,"28,814,784,000",8,KRW
18,재무상태표,비유동부채,제 9 기,2022.12.31 현재,"791,394,897,000",제 8 기,2021.12.31 현재,"780,797,320,000",제 7 기,2020.12.31 현재,"76,969,772,000",10,KRW
19,재무상태표,부채총계,제 9 기,2022.12.31 현재,"910,476,783,000",제 8 기,2021.12.31 현재,"829,718,812,000",제 7 기,2020.12.31 현재,"105,784,556,000",12,KRW
20,재무상태표,자본금,제 9 기,2022.12.31 현재,"50,124,583,000",제 8 기,2021.12.31 현재,"50,124,583,000",제 7 기,2020.12.31 현재,"50,124,583,000",15,KRW
21,재무상태표,이익잉여금,제 9 기,2022.12.31 현재,"234,770,575,000",제 8 기,2021.12.31 현재,"302,234,244,000",제 7 기,2020.12.31 현재,"354,131,980,000",19,KRW
22,재무상태표,자본총계,제 9 기,2022.12.31 현재,"3,002,920,237,000",제 8 기,2021.12.31 현재,"3,071,298,645,000",제 7 기,2020.12.31 현재,"3,117,162,835,000",22,KRW
23,손익계산서,매출액,제 9 기,2022.01.01 ~ 2022.12.31,"240,163,335,000",제 8 기,2021.01.01 ~ 2021.12.31,"29,835,153,000",제 7 기,2020.01.01 ~ 2020.12.31,"203,908,240,000",24,KRW
24,손익계산서,영업이익,제 9 기,2022.01.01 ~ 2022.12.31,"186,100,183,000",제 8 기,2021.01.01 ~ 2021.12.31,"-13,531,865,000",제 7 기,2020.01.01 ~ 2020.12.31,"171,130,732,000",26,KRW
25,손익계산서,법인세차감전 순이익,제 9 기,2022.01.01 ~ 2022.12.31,"138,431,550,000",제 8 기,2021.01.01 ~ 2021.12.31,"-38,862,252,000",제 7 기,2020.01.01 ~ 2020.12.31,"180,486,697,000",28,KRW
26,손익계산서,당기순이익,제 9 기,2022.01.01 ~ 2022.12.31,"113,634,774,000",제 8 기,2021.01.01 ~ 2021.12.31,"-51,946,993,000",제 7 기,2020.01.01 ~ 2020.12.31,"141,512,956,000",30,KRW
27,손익계산서,당기순이익(손실),제 9 기,2022.01.01 ~ 2022.12.31,"113,634,774,000",제 8 기,2021.01.01 ~ 2021.12.31,"-51,946,993,000",제 7 기,2020.01.01 ~ 2020.12.31,"141,512,956,000",62,KRW
