,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 69 기,2022.12.31 현재,"36,701,210,379",제 68 기,2021.12.31 현재,"65,174,960,579",제 67 기,2020.12.31 현재,"45,740,319,839",1,KRW
1,재무상태표,비유동자산,제 69 기,2022.12.31 현재,"25,113,003,573",제 68 기,2021.12.31 현재,"18,674,583,195",제 67 기,2020.12.31 현재,"22,042,711,267",3,KRW
2,재무상태표,자산총계,제 69 기,2022.12.31 현재,"61,814,213,952",제 68 기,2021.12.31 현재,"83,849,543,774",제 67 기,2020.12.31 현재,"67,783,031,106",5,KRW
3,재무상태표,유동부채,제 69 기,2022.12.31 현재,"43,889,735,363",제 68 기,2021.12.31 현재,"63,023,538,068",제 67 기,2020.12.31 현재,"59,384,991,970",7,KRW
4,재무상태표,비유동부채,제 69 기,2022.12.31 현재,"5,085,148,464",제 68 기,2021.12.31 현재,"2,463,388,975",제 67 기,2020.12.31 현재,"4,157,476,895",9,KRW
5,재무상태표,부채총계,제 69 기,2022.12.31 현재,"48,974,883,827",제 68 기,2021.12.31 현재,"65,486,927,043",제 67 기,2020.12.31 현재,"63,542,468,865",11,KRW
6,재무상태표,자본금,제 69 기,2022.12.31 현재,"13,777,095,500",제 68 기,2021.12.31 현재,"10,335,032,500",제 67 기,2020.12.31 현재,"5,990,910,000",13,KRW
7,재무상태표,이익잉여금,제 69 기,2022.12.31 현재,"-34,110,102,325",제 68 기,2021.12.31 현재,"-18,129,876,143",제 67 기,2020.12.31 현재,"-27,967,138,523",17,KRW
8,재무상태표,자본총계,제 69 기,2022.12.31 현재,"12,839,330,125",제 68 기,2021.12.31 현재,"18,362,616,731",제 67 기,2020.12.31 현재,"4,240,562,241",21,KRW
9,손익계산서,매출액,제 69 기,2022.01.01 ~ 2022.12.31,"46,015,093,156",제 68 기,2021.01.01 ~ 2021.12.31,"41,640,597,680",제 67 기,2020.01.01 ~ 2020.12.31,"45,002,237,743",23,KRW
10,손익계산서,영업이익,제 69 기,2022.01.01 ~ 2022.12.31,"-11,787,966,654",제 68 기,2021.01.01 ~ 2021.12.31,"-8,559,664,657",제 67 기,2020.01.01 ~ 2020.12.31,"-6,423,342,717",25,KRW
