,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230315000910,Y,00435312,하이스틸,남,제조,-,-,-,182,1,9,0,191,7.09,"8,950,382,000","46,861,000",-
1,20230315000910,Y,00435312,하이스틸,여,제조,-,-,-,12,1,0,0,12,3.08,"397,842,000","33,153,000",-
