,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230309000841,Y,00646732,진양홀딩스,남,지주사업 및 무역업,-,-,-,4,0,0,0,4,10,"174,064,518","43,516,129",-
1,20230309000841,Y,00646732,진양홀딩스,여,"""",-,-,-,0,0,0,0,0,0,0,0,-
