,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230320000565,K,00130383,서부T&D,남,쇼핑몰운영,-,-,-,46,-,1,-,47,5,"2,138,614,000","45,502,000",중도퇴사자 제외
1,20230320000565,K,00130383,서부T&D,여,임대및기타사업,-,-,-,7,-,-,-,7,5,"162,321,000","23,189,000",중도퇴사자 제외
2,20230320000565,K,00130383,서부T&D,여,쇼핑몰운영,-,-,-,21,-,-,-,21,4,"695,964,000","33,141,000",중도퇴사자 제외
3,20230320000565,K,00130383,서부T&D,남,물류시설운영,-,-,-,20,-,-,-,20,10,"1,216,562,000","60,828,000",중도퇴사자 제외
4,20230320000565,K,00130383,서부T&D,여,물류시설운영,-,-,-,2,-,-,-,2,10,"46,873,000","23,437,000",중도퇴사자 제외
5,20230320000565,K,00130383,서부T&D,남,관광호텔업,-,-,-,97,-,134,-,231,2,"5,920,401,000","25,629,000",중도퇴사자 제외
6,20230320000565,K,00130383,서부T&D,여,관광호텔업,-,-,-,77,1,131,-,208,1,"4,268,143,000","20,520,000",중도퇴사자 제외
7,20230320000565,K,00130383,서부T&D,남,석유판매,-,-,-,9,3,-,-,9,12,"277,477,000","30,831,000",중도퇴사자 제외
8,20230320000565,K,00130383,서부T&D,여,석유판매,-,-,-,1,-,-,-,1,26,"47,347,000","47,347,000",중도퇴사자 제외
9,20230320000565,K,00130383,서부T&D,남,임대및기타사업,-,-,-,22,-,-,-,22,8,"1,410,587,000","64,118,000",중도퇴사자 제외
