,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230315001215,Y,00140177,GS리테일,남,편의점,-,-,-,"1,845",38,140,107,"1,985",7.7,"106,263,000,000","62,000,000",-
1,20230315001215,Y,00140177,GS리테일,여,디지털,-,-,-,173,-,8,-,181,3.4,"9,846,000,000","51,000,000",-
2,20230315001215,Y,00140177,GS리테일,남,공통 및 기타,-,-,-,672,-,18,-,690,6.1,"54,413,000,000","80,000,000",-
3,20230315001215,Y,00140177,GS리테일,여,공통 및 기타,-,-,-,305,-,25,-,330,3.7,"19,206,000,000","48,000,000",-
4,20230315001215,Y,00140177,GS리테일,여,편의점,-,-,-,594,34,111,83,705,4.2,"22,936,000,000","46,000,000",-
5,20230315001215,Y,00140177,GS리테일,남,수퍼,-,-,-,766,99,205,188,971,7.7,"39,232,000,000","59,000,000",-
6,20230315001215,Y,00140177,GS리테일,여,수퍼,-,-,-,"1,326","1,043",680,574,"2,006",5.6,"3,050,000,000","36,000,000",-
7,20230315001215,Y,00140177,GS리테일,남,홈쇼핑,-,-,-,380,-,11,3,391,12.4,"32,810,000,000","83,000,000",-
8,20230315001215,Y,00140177,GS리테일,여,홈쇼핑,-,-,-,282,-,30,11,312,7.8,"17,565,000,000","58,000,000",-
9,20230315001215,Y,00140177,GS리테일,남,개발사업,-,-,-,50,-,-,-,50,8.9,"3,714,000,000","76,000,000",-
10,20230315001215,Y,00140177,GS리테일,여,개발사업,-,-,-,16,-,-,-,16,4.8,"718,000,000","49,000,000",-
11,20230315001215,Y,00140177,GS리테일,남,디지털,-,-,-,175,-,2,-,177,6.9,"12,988,000,000","68,000,000",-
