,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230309000420,Y,01316245,효성중공업,남,전력,-,-,-,"1,344",-,58,-,"1,402",15.5,"108,633,000,000","77,000,000",-
1,20230309000420,Y,01316245,효성중공업,여,웰링턴사업단,-,-,-,26,-,-,-,26,3.3,"1,210,000,000","47,000,000",-
2,20230309000420,Y,01316245,효성중공업,남,기타,-,-,-,311,-,46,-,357,13.6,"26,756,000,000","75,000,000",-
3,20230309000420,Y,01316245,효성중공업,여,기타,-,-,-,44,-,29,-,73,7.7,"3,437,000,000","47,000,000",-
4,20230309000420,Y,01316245,효성중공업,남,성별합계,-,-,-,"2,631",-,129,-,"2,760",15.1,"217,055,000,000","79,000,000",-
5,20230309000420,Y,01316245,효성중공업,여,성별합계,-,-,-,216,-,155,-,371,6.5,"16,128,000,000","43,000,000",-
6,20230309000420,Y,01316245,효성중공업,여,전력,-,-,-,90,-,76,-,166,6.5,"7,297,000,000","44,000,000",-
7,20230309000420,Y,01316245,효성중공업,남,기전,-,-,-,560,-,22,-,582,18.4,"45,632,000,000","78,000,000",-
8,20230309000420,Y,01316245,효성중공업,여,기전,-,-,-,34,-,45,-,79,5.8,"2,809,000,000","36,000,000",-
9,20230309000420,Y,01316245,효성중공업,남,풍력사업단,-,-,-,11,-,-,-,11,15.1,"1,250,000,000","114,000,000",-
10,20230309000420,Y,01316245,효성중공업,여,풍력사업단,-,-,-,-,-,-,-,-,-,-,-,-
11,20230309000420,Y,01316245,효성중공업,남,건설,-,-,-,352,-,2,-,354,11.5,"32,267,000,000","91,000,000",-
12,20230309000420,Y,01316245,효성중공업,여,건설,-,-,-,22,-,5,-,27,8.7,"1,375,000,000","51,000,000",-
13,20230309000420,Y,01316245,효성중공업,남,웰링턴사업단,-,-,-,53,-,1,-,54,3.1,"2,518,000,000","47,000,000",-
