,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230309000572,Y,00104856,삼성증권,남,위탁매매,-,-,-,394,-,1,-,395,16.1,"60,138,000,000","152,000,000",-
1,20230309000572,Y,00104856,삼성증권,여,기타,-,-,-,562,25,61,36,623,10.6,"57,336,000,000","92,000,000",-
2,20230309000572,Y,00104856,삼성증권,여,위탁매매,-,-,-,345,3,4,-,349,13.8,"40,938,000,000","117,000,000",-
3,20230309000572,Y,00104856,삼성증권,남,기업금융,-,-,-,101,-,110,-,211,4.3,"37,715,000,000","178,000,000",-
4,20230309000572,Y,00104856,삼성증권,여,기업금융,-,-,-,46,1,21,-,67,3.8,"6,548,000,000","97,000,000",-
5,20230309000572,Y,00104856,삼성증권,남,자기매매,-,-,-,30,-,18,-,48,5.8,"10,481,000,000","218,000,000",-
6,20230309000572,Y,00104856,삼성증권,여,자기매매,-,-,-,16,-,8,-,24,4.9,"2,770,000,000","115,000,000",-
7,20230309000572,Y,00104856,삼성증권,남,기업영업,-,-,-,59,-,17,-,76,8.8,"13,223,000,000","174,000,000",-
8,20230309000572,Y,00104856,삼성증권,여,기업영업,-,-,-,47,-,7,-,54,8.5,"5,815,000,000","107,000,000",-
9,20230309000572,Y,00104856,삼성증권,남,기타,-,-,-,722,-,20,-,742,12.8,"105,732,000,000","142,000,000",-
