,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230315001104,Y,00164478,현대건설,남,토목,-,-,-,641,-,280,-,921,17.0,"106,132,000,000","115,000,000",-
1,20230315001104,Y,00164478,현대건설,여,지원,-,-,-,149,-,285,1,434,13.2,"24,166,000,000","62,000,000",-
2,20230315001104,Y,00164478,현대건설,여,토목,-,-,-,11,-,8,-,19,14.1,"2,027,000,000","70,000,000",-
3,20230315001104,Y,00164478,현대건설,남,건축,-,-,-,357,-,164,-,521,14.9,"57,801,000,000","113,000,000",-
4,20230315001104,Y,00164478,현대건설,여,건축,-,-,-,4,-,42,-,46,9.3,"2,982,000,000","68,000,000",-
5,20230315001104,Y,00164478,현대건설,남,주택,-,-,-,743,-,625,-,"1,368",13.4,"122,798,000,000","95,000,000",-
6,20230315001104,Y,00164478,현대건설,여,주택,-,-,-,44,-,198,-,242,14.1,"13,715,000,000","61,000,000",-
7,20230315001104,Y,00164478,현대건설,남,플랜트,-,-,-,"1,038",-,182,-,"1,220",12.2,"148,912,000,000","121,000,000",-
8,20230315001104,Y,00164478,현대건설,여,플랜트,-,-,-,42,3,18,-,60,8.2,"5,465,000,000","83,000,000",-
9,20230315001104,Y,00164478,현대건설,남,지원,-,-,-,"1,417",-,654,-,"2,071",12.4,"190,992,000,000","97,000,000",-
