,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230308000723,Y,00126292,삼성카드,남,전사,-,-,-,"1,169",0,94,10,"1,263",17.4 ,"203,501,000,000","159,000,000",-
1,20230308000723,Y,00126292,삼성카드,여,전사,-,-,-,606,19,132,24,738,12.3 ,"78,234,000,000","105,000,000",-
