,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230317000233,Y,00153861,태영건설,남,경영본부,-,-,-,132,-,11,-,143,13.3,"13,729,000,000","96,000,000",-
1,20230317000233,Y,00153861,태영건설,여,NE사업본부,-,-,-,3,-,-,-,3,10.5,"246,000,000","82,000,000",-
2,20230317000233,Y,00153861,태영건설,남,법무팀,-,-,-,7,-,-,-,7,13.7,"850,000,000","121,000,000",-
3,20230317000233,Y,00153861,태영건설,여,법무팀,-,-,-,1,-,-,-,1,3.3,"76,000,000","76,000,000",-
4,20230317000233,Y,00153861,태영건설,남,안전팀,-,-,-,92,-,115,-,207,3.5,"13,110,000,000","63,000,000",-
5,20230317000233,Y,00153861,태영건설,여,안전팀,-,-,-,5,-,41,-,46,1.9,"2,117,000,000","46,000,000",-
6,20230317000233,Y,00153861,태영건설,남,B&C팀,-,-,-,3,-,-,-,3,4.9,"301,000,000","100,000,000",-
7,20230317000233,Y,00153861,태영건설,여,B&C팀,-,-,-,1,-,-,-,1,4.7,"90,000,000","90,000,000",-
8,20230317000233,Y,00153861,태영건설,남,내부회계관리팀,-,-,-,2,-,-,-,2,16.3,"265,000,000","133,000,000",-
9,20230317000233,Y,00153861,태영건설,여,내부회계관리팀,-,-,-,1,-,-,-,1,0.2,"11,000,000","11,000,000",-
10,20230317000233,Y,00153861,태영건설,여,경영본부,-,-,-,13,-,3,-,16,7.2,"936,000,000","59,000,000",-
11,20230317000233,Y,00153861,태영건설,남,건축본부,-,-,-,415,-,235,-,650,7.6,"50,658,000,000","78,000,000",-
12,20230317000233,Y,00153861,태영건설,여,건축본부,-,-,-,10,-,56,-,66,2.2,"2,741,000,000","42,000,000",-
13,20230317000233,Y,00153861,태영건설,남,토목본부,-,-,-,309,-,156,-,465,11.4,"40,242,000,000","87,000,000",-
14,20230317000233,Y,00153861,태영건설,여,토목본부,-,-,-,6,-,42,-,48,3.7,"1,796,000,000","37,000,000",-
15,20230317000233,Y,00153861,태영건설,남,개발본부,-,-,-,80,-,5,-,85,11.5,"9,128,000,000","107,000,000",-
16,20230317000233,Y,00153861,태영건설,여,개발본부,-,-,-,9,-,4,-,13,4.5,"766,000,000","59,000,000",-
17,20230317000233,Y,00153861,태영건설,남,NE사업본부,-,-,-,27,-,-,-,27,10.9,"2,737,000,000","101,000,000",-
