,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230315001436,Y,00162461,한화솔루션,남,케미칼부문,-,-,-,"2,340",-,60,-,"2,400",      14.9 ,"318,989,330,000","132,912,000",-
1,20230315001436,Y,00162461,한화솔루션,여,인사이트부문,-,-,-,47,-,4,-,51,        7.2 ,"2,034,892,000","39,900,000",-
2,20230315001436,Y,00162461,한화솔루션,여,케미칼부문,-,-,-,361,5,16,-,377,        7.5 ,"25,080,427,000","66,526,000",-
3,20230315001436,Y,00162461,한화솔루션,남,큐셀부문,-,-,-,"2,445",-,29,26,"2,474",        4.4 ,"146,695,841,000","59,295,000",-
4,20230315001436,Y,00162461,한화솔루션,여,큐셀부문,-,-,-,232,-,20,10,252,        4.1 ,"12,851,620,000","50,998,000",-
5,20230315001436,Y,00162461,한화솔루션,남,첨단소재부문,-,-,-,115,-,4,-,119,      13.6 ,"8,609,048,000","72,345,000",-
6,20230315001436,Y,00162461,한화솔루션,여,첨단소재부문,-,-,-,12,-,1,-,13,        4.2 ,"327,899,000","25,223,000",-
7,20230315001436,Y,00162461,한화솔루션,남,갤러리아부문,-,-,-,457,-,6,-,463,      17.0 ,"38,561,624,000","83,286,000",-
8,20230315001436,Y,00162461,한화솔루션,여,갤러리아부문,-,-,-,396,6,25,4,421,      13.5 ,"18,327,190,000","43,533,000",-
9,20230315001436,Y,00162461,한화솔루션,남,인사이트부문,-,-,-,174,-,29,-,203,        7.8 ,"12,639,557,000","62,264,000",-
